N	2gram	Tiupa_Narr_1	Morfolog
1	может быть	15	52
2	и т	1	49
3	т д	1	47
4	таким образом	1	20
5	представляет собой	8	17
6	не может	8	17
7	в этих	2	16
8	могут быть	1	15
9	этих случаях	1	14
10	с этим	1	14
11	и в	11	13
12	действующих лиц	5	13
13	в этом	12	13
14	так как	1	12
15	перед нами	5	11
16	связи с	2	11
17	представляют собой	3	10
18	то же	8	9
19	мы имеем	3	9
20	так и	5	9
21	не всегда	3	9
22	прежде всего	4	9
23	а не	13	9
24	в связи	2	9
25	и не	23	9
26	что и	1	8
27	с другой	2	8
28	в результате	2	8
29	в качестве	14	7
30	в тех	1	7
31	все же	4	7
32	но не	4	6
33	это не	3	6
34	во время	1	6
35	подобно тому	3	6
36	и здесь	1	6
37	а также	6	6
38	в форме	2	6
39	в том	8	6
40	а в	13	6
41	мы не	3	5
42	во всех	1	5
43	не все	1	5
44	тому как	3	5
45	то что	9	5
46	в образе	1	5
47	в ходе	3	5
48	далеко не	1	5
49	не менее	3	5
50	потому что	5	5
51	в поле	3	5
52	или в	6	5
53	вслед за	1	5
54	один из	6	5
55	мы увидим	1	5
56	наряду с	1	5
57	как бы	6	5
58	это явление	1	5
59	также и	3	4
60	тех же	1	4
61	если в	2	4
62	как в	4	4
63	хотя и	4	4
64	и как	3	4
65	ни одна	1	4
66	не только	31	4
67	следующим образом	1	4
68	об этом	6	4
69	его в	1	4
70	как и	13	4
71	точки зрения	5	4
72	с точки	1	4
73	тем не	3	4
74	ничего не	2	4
75	тем что	1	4
76	как мы	2	4
77	могла бы	1	4
78	по отношению	3	4
79	случае не	1	4
80	другой стороны	2	4
81	там где	1	4
82	так же	1	4
83	отношению к	3	4
84	героя в	3	4
85	что в	3	4
86	получает в	1	3
87	самом деле	3	3
88	на самом	1	3
89	в первом	4	3
90	и для	2	3
91	между собой	2	3
92	целый ряд	1	3
93	но в	7	3
94	с просьбой	1	3
95	к чему	3	3
96	в целом	3	3
97	в нашем	3	3
98	в пределах	2	3
99	к герою	1	3
100	и по	1	3
101	но все	1	3
102	а по	2	3
103	входит в	2	3
104	из них	4	3
105	в один	1	3
106	том что	7	3
107	в то	4	3
108	в сущности	2	3
109	того чтобы	4	3
110	для героя	1	3
111	с собой	1	3
112	если бы	7	3
113	но и	27	3
114	он не	3	3
115	во втором	6	3
116	к нему	4	3
117	и ее	3	3
118	не происходит	1	3
119	узнает о	1	3
120	в начале	3	3
121	а то	1	3
122	друг друга	2	3
123	мы можем	2	3
124	не является	3	3
125	этого момента	1	3
126	из которых	1	3
127	в карты	1	3
128	но это	1	3
129	это уже	3	3
130	только что	2	3
131	же в	2	3
132	героя и	2	3
133	первом случае	3	3
134	ее по	1	3
135	если же	1	3
136	обычно в	1	2
137	как это	3	2
138	тем же	2	2
139	функции могут	1	2
140	чем это	2	2
141	друг на	2	2
142	а с	1	2
143	себя за	1	2
144	если она	2	2
145	и к	1	2
146	более или	1	2
147	то в	4	2
148	та же	2	2
149	героя к	2	2
150	одному из	1	2
151	состоит в	10	2
152	которое может	1	2
153	в нее	1	2
154	в другом	1	2
155	мы уже	1	2
156	это было	2	2
157	и иных	2	2
158	этого не	2	2
159	с тем	1	2
160	на друга	2	2
161	и тогда	2	2
162	или менее	1	2
163	для него	4	2
164	нельзя было	1	2
165	героя из	2	2
166	однако в	3	2
167	и наоборот	1	2
168	что эта	1	2
169	в обоих	2	2
170	не имеет	2	2
171	одна из	4	2
172	вопрос не	1	2
173	и его	10	2
174	так например	1	2
175	к себе	4	2
176	бы составить	1	2
177	они и	2	2
178	для того	3	2
179	оно не	2	2
180	здесь не	2	2
181	не с	1	2
182	ясно что	1	2
183	с героем	1	2
184	является в	1	2
185	с этого	1	2
186	о том	4	2
187	с одной	1	2
188	можно сказать	5	2
189	в различных	1	2
190	и только	2	2
191	если за	1	2
192	дома в	1	2
193	того что	4	2
194	же можно	1	2
195	быть и	2	2
196	хотя бы	2	2
197	к различным	1	2
198	идет по	2	2
199	что он	3	2
200	только в	12	2
201	себя в	2	2
202	уже не	8	2
203	вопроса о	1	2
204	или не	4	2
205	от других	1	2
206	или просто	2	2
207	его и	2	2
208	у нее	4	2
209	момент в	1	2
210	из двух	1	2
211	а на	2	2
212	не знает	1	2
213	сказать что	2	2
214	живет у	1	2
215	что мы	2	2
216	в частности	14	2
217	в лесу	1	2
218	одной стороны	1	2
219	но для	3	2
220	случае он	1	2
221	о первичности	1	2
222	случаях когда	1	2
223	не существует	3	2
224	сразу же	1	2
225	одной из	1	2
226	а во	4	2
227	как за	1	2
228	в свое	1	2
229	новое лицо	2	2
230	к этому	1	2
231	во сне	2	2
232	точно так	1	2
233	может или	1	1
234	решается на	1	1
235	например в	1	1
236	к текстам	1	1
237	и то	3	1
238	дело обстоит	1	1
239	к своей	1	1
240	говорилось выше	1	1
241	в самостоятельный	1	1
242	между двумя	5	1
243	он ничего	1	1
244	чего в	1	1
245	она в	2	1
246	может входить	1	1
247	он как	1	1
248	что это	1	1
249	что иное	1	1
250	не вполне	2	1
251	ему в	2	1
252	не совсем	1	1
253	выше но	1	1
254	в виду	1	1
255	оказывается что	1	1
256	он был	1	1
257	нему в	1	1
258	отделаться от	1	1
259	тем как	1	1
260	мы еще	1	1
261	другой более	1	1
262	это бывает	1	1
263	мы будем	1	1
264	но как	3	1
265	не то	1	1
266	не входит	1	1
267	значение и	1	1
268	а он	1	1
269	ответ на	1	1
270	тогда как	10	1
271	отношение к	1	1
272	отличие от	2	1
273	она есть	1	1
274	которые не	1	1
275	в рамках	1	1
276	для всех	1	1
277	что ее	1	1
278	что касается	2	1
279	глаза что	1	1
280	в полном	1	1
281	но впоследствии	1	1
282	и наконец	1	1
283	следует сказать	1	1
284	со своей	1	1
285	втором случае	1	1
286	в которой	1	1
287	он идет	2	1
288	привести к	1	1
289	тут и	1	1
290	из этих	4	1
291	не в	6	1
292	в этой	6	1
293	отношение между	1	1
294	и тот	1	1
295	но во	1	1
296	во многих	1	1
297	но ведь	1	1
298	на то	2	1
299	что она	1	1
300	главным образом	1	1
301	слова а	1	1
302	и вот	2	1
303	собственно говоря	1	1
304	одно и	2	1
305	по его	1	1
306	однако все	1	1
307	то ни	1	1
308	них не	1	1
309	героя при	1	1
310	могут прилагаться	1	1
311	с другими	1	1
312	целая система	1	1
313	деле в	1	1
314	как некоторой	1	1
315	и отдельные	1	1
316	чему мы	1	1
317	например с	1	1
318	действий героя	1	1
319	и тем	4	1
320	даже в	1	1
321	в итоге	1	1
322	лет в	1	1
323	за спиной	1	1
324	может идти	1	1
325	он обращается	1	1
326	нисколько не	1	1
327	является непосредственным	1	1
328	том как	1	1
329	или точнее	1	1
330	этой связи	1	1
331	как все	1	1
332	в их	1	1
333	в первый	1	1
334	могло бы	3	1
335	что я	1	1
336	первой в	1	1
337	и уж	1	1
338	кто лучше	1	1
339	при этом	19	1
340	иных форм	1	1
341	теми же	1	1
342	все это	1	1
343	для нее	1	1
344	видит в	1	1
345	тому что	1	1
346	она не	2	1
347	собой следующий	1	1
348	того как	1	1
349	и притом	2	1
350	и сама	2	1
351	дело не	2	1
352	появляется в	1	1
353	же время	4	1
354	рассказа как	1	1
355	этих двух	2	1
356	данное понятие	1	1
357	за исключением	1	1
358	и делает	1	1
359	с другом	1	1
360	одним из	1	1
361	у нас	3	1
362	детей в	1	1
363	в момент	1	1
364	встречается в	1	1
365	позволил бы	1	1
366	и героев	1	1
367	к тому	6	1
368	той или	5	1
369	с ее	2	1
370	как не	1	1
371	это будет	1	1
372	данном случае	8	1
373	как по	1	1
374	действия и	1	1
375	всей своей	1	1
376	приводит к	1	1
377	роль в	2	1
378	на основании	1	1
379	как с	1	1
380	в глаза	1	1
381	после ухода	1	1
382	хотя о	1	1
383	мог бы	1	1
384	еще в	3	1
385	когда в	3	1
386	во второй	1	1
387	и с	3	1
388	простейший пример	1	1
389	иное как	1	1
390	образом такая	1	1
391	зависеть от	1	1
392	некоторой ситуации	1	1
393	то они	2	1
394	бы то	1	1
395	их в	3	1
396	как возвращение	1	1
397	нечто иное	1	1
398	о случившемся	1	1
399	в его	6	1
400	на ковре	1	1
401	а потому	1	1
402	на одном	1	1
403	уже только	1	1
404	к ней	1	1
405	в него	1	1
406	после смерти	2	1
407	красоте и	1	1
408	о его	2	1
409	в новой	1	1
410	с ними	2	1
411	ли он	1	1
412	действия или	1	1
413	который в	2	1
414	все они	1	1
415	со всеми	1	1
416	и у	1	1
417	действующего лица	1	1
418	ее из	2	1
419	что не	2	1
420	всех видов	1	1
421	в данной	1	1
422	их как	1	1
423	видов не	1	1
424	всяком случае	2	1
425	в одном	4	1
426	и со	1	1
427	у него	7	1
428	при отсутствии	2	1
429	которые могут	1	1
430	он является	1	1
431	другой а	1	1
432	к двум	2	1
433	только на	2	1
434	знаки и	1	1
435	и даже	2	1
436	со стороны	8	1
437	или иной	4	1
438	даже не	1	1
439	точек зрения	2	1
440	до сих	2	1
441	на ее	2	1
442	именно в	3	1
443	а именно	1	1
444	лица в	1	1
445	и создает	1	1
446	еще и	1	1
447	в церковь	1	1
448	последний случай	1	1
449	персонажа и	2	1
450	до этого	1	1
451	по тем	1	1
452	на этот	1	1
453	на которых	1	1
454	в рассказе	8	1
455	не на	1	1
456	о чем	4	1
457	могут служить	2	1
458	не смог	1	1
459	здесь следует	1	1
460	о себе	1	1
461	смысл который	1	1
462	надо было	1	1
463	по своему	2	1
464	в данном	11	1
465	что за	1	1
466	ведет к	1	1
467	сказано ниже	1	1
468	есть на	1	1
469	это его	1	1
470	друг с	1	1
471	как будто	3	1
472	быть не	3	1
473	о жизни	1	1
474	исходной ситуации	1	1
475	на другое	1	1
476	думает о	1	1
477	еще раз	3	1
478	в формах	1	1
479	сих пор	2	1
480	же самое	2	1
481	новых лиц	1	1
482	персонажей при	1	1
483	будет зависеть	1	1
484	в следующей	3	1
485	указать на	1	1
486	отдельные детали	1	1
487	но на	1	1
488	она может	2	1
489	сходным образом	1	1
490	в голову	1	1
491	или другой	1	1
492	то не	1	1
493	для нас	1	1
494	и все	3	1
495	у которого	1	1
496	том случае	1	1
497	бросается в	1	1
498	будет сказано	1	1
499	уходят на	1	1
500	не будет	2	1
501	первый раз	1	1
502	между ними	2	1
503	это на	1	1
504	остается на	1	1
505	только о	1	1
506	прилагаться к	1	1
507	этим объясняется	1	1
508	случае если	1	1
509	я за	1	1
510	например может	1	1
511	в таком	2	1
512	во всяком	2	1
