N	2gram	Vygotskiy__2	FransuaR
1	и в	15	49
2	прежде всего	4	19
3	в его	2	18
4	и на	1	17
5	не только	15	17
6	и его	4	17
7	в этом	19	15
8	и не	7	15
9	в них	4	13
10	только в	4	13
11	но и	10	13
12	во время	3	12
13	как и	6	11
14	и т.п	7	11
15	как бы	7	11
16	в этой	6	10
17	вовсе не	6	10
18	в нем	1	9
19	для него	3	9
20	и др	5	9
21	все это	4	9
22	в сущности	9	8
23	то же	5	7
24	все же	4	7
25	все эти	3	7
26	таким образом	14	7
27	на протяжении	2	7
28	как мы	6	7
29	один из	1	7
30	не может	9	7
31	о мире	3	7
32	мы уже	6	6
33	именно в	2	6
34	во всех	2	6
35	в истории	6	6
36	с их	2	6
37	так и	8	6
38	и с	4	6
39	рядом с	1	6
40	точки зрения	26	6
41	в себя	2	6
42	то что	20	6
43	здесь в	1	6
44	так как	4	6
45	сказать что	6	6
46	с точки	18	5
47	с его	4	5
48	из этих	4	5
49	но не	3	5
50	в своем	9	5
51	при этом	3	5
52	в эту	4	5
53	в своей	4	5
54	никогда не	8	5
55	уже говорили	3	5
56	тот же	7	5
57	уже в	5	5
58	в начале	4	5
59	может быть	9	5
60	протяжении всего	2	5
61	в особенности	1	5
62	и потому	1	5
63	и до	3	4
64	и к	6	4
65	но в	6	4
66	в себе	2	4
67	но все	2	4
68	лишь в	3	4
69	в жизни	1	4
70	в этих	2	4
71	и более	2	4
72	с ним	3	4
73	одна из	1	4
74	в области	1	4
75	с другой	6	4
76	и во	1	4
77	этот момент	1	4
78	и чисто	1	4
79	мы находим	6	4
80	а в	4	4
81	тем что	2	4
82	до сих	1	4
83	там где	6	4
84	и о	1	4
85	сих пор	1	4
86	том что	27	4
87	в свое	1	4
88	в своих	1	4
89	значение в	3	4
90	как на	1	4
91	также и	2	3
92	человека и	3	3
93	связана с	4	3
94	в самом	11	3
95	на первом	1	3
96	место в	1	3
97	еды и	1	3
98	и со	1	3
99	точка зрения	3	3
100	менее всего	1	3
101	для которого	3	3
102	раз в	2	3
103	да и	1	3
104	и вот	1	3
105	свое время	1	3
106	можно было	5	3
107	а затем	1	3
108	на все	2	3
109	и других	2	3
110	было бы	10	3
111	из них	3	3
112	ни в	2	3
113	несмотря на	4	3
114	мы видели	6	3
115	во всем	2	3
116	в одном	2	3
117	их в	4	3
118	даже в	4	3
119	к этим	1	3
120	только с	1	3
121	и это	3	3
122	с ее	2	3
123	в ее	1	3
124	в собственном	3	3
125	и вообще	2	3
126	но здесь	1	3
127	в виду	6	3
128	о том	9	3
129	другими словами	1	3
130	к нему	1	3
131	что он	12	3
132	с одной	7	3
133	не дает	2	3
134	этого процесса	1	3
135	этом отношении	3	3
136	и особенно	3	3
137	что для	3	3
138	связь с	2	3
139	одной стороны	7	3
140	видит в	2	3
141	в течение	2	3
142	в книге	2	3
143	и все	3	3
144	в том	33	3
145	жизни в	1	3
146	другой стороны	1	3
147	как известно	6	2
148	до него	1	2
149	на самом	3	2
150	тех же	1	2
151	по преимуществу	1	2
152	собственном смысле	3	2
153	видеть в	1	2
154	и значение	1	2
155	он как	2	2
156	но даже	1	2
157	в ней	1	2
158	он был	1	2
159	себе и	1	2
160	это и	1	2
161	за пределы	2	2
162	что они	3	2
163	и вовсе	1	2
164	чем мы	1	2
165	целый ряд	2	2
166	к числу	1	2
167	что слово	1	2
168	только то	1	2
169	та же	1	2
170	к необходимости	2	2
171	в нашем	1	2
172	учение о	1	2
173	думать что	1	2
174	имеем в	1	2
175	на то	6	2
176	по словам	1	2
177	и еще	1	2
178	в понимании	1	2
179	на совершенно	1	2
180	чем она	1	2
181	подобно тому	2	2
182	связанные с	1	2
183	на этой	2	2
184	зрения на	1	2
185	должен был	1	2
186	речь и	5	2
187	автора и	1	2
188	по поводу	4	2
189	сознание человека	1	2
190	не во	1	2
191	в отношении	6	2
192	в их	2	2
193	точку зрения	6	2
194	мы должны	6	2
195	что в	14	2
196	нам для	1	2
197	мире в	1	2
198	эти формы	1	2
199	того как	4	2
200	того чтобы	12	2
201	ничего не	3	2
202	что только	1	2
203	в самой	3	2
204	к ней	2	2
205	и после	1	2
206	связи с	9	2
207	здесь же	1	2
208	своей книге	2	2
209	могут быть	2	2
210	он видит	1	2
211	свое значение	1	2
212	здесь не	1	2
213	без всякого	2	2
214	на основе	7	2
215	от внешней	5	2
216	в пределах	1	2
217	в дальнейшем	1	2
218	особенно в	1	2
219	не были	1	2
220	по сравнению	5	2
221	понятно что	2	2
222	другом месте	2	2
223	и т.д	12	2
224	в другом	2	2
225	одного из	1	2
226	можно сказать	2	2
227	там же	1	2
228	во все	2	2
229	связаны с	1	2
230	всего что	1	2
231	одной из	3	2
232	всяком случае	6	2
233	здесь с	1	2
234	именно на	1	2
235	в качестве	4	2
236	никто не	1	2
237	мы можем	10	2
238	у него	2	2
239	была еще	1	2
240	и даже	5	2
241	как именно	1	2
242	игры и	1	2
243	в предисловии	4	2
244	связано с	1	2
245	линии развития	2	2
246	до конца	1	2
247	становится на	2	2
248	под влиянием	1	2
249	в связи	6	2
250	для них	1	2
251	своей книги	1	2
252	вместе с	6	2
253	так же	4	2
254	этого момента	1	2
255	сравнению с	5	2
256	на эту	2	2
257	тому как	2	2
258	в тех	1	2
259	по существу	5	2
260	эти два	1	2
261	но это	1	2
262	в смысле	1	2
263	форм и	1	2
264	сознания и	1	2
265	очень хорошо	2	2
266	в целях	1	2
267	всех других	1	2
268	из своей	1	2
269	включает в	1	2
270	ее в	2	2
271	и эта	2	2
272	в противоположность	2	2
273	во всяком	7	2
274	все что	5	2
275	достаточно вспомнить	2	1
276	и то	1	1
277	самом деле	6	1
278	силы и	1	1
279	в границах	2	1
280	рядом друг	1	1
281	мысли к	1	1
282	который можно	1	1
283	здесь и	3	1
284	основанная на	1	1
285	в котором	2	1
286	вот все	1	1
287	мировоззрения и	1	1
288	что эти	1	1
289	говоря о	1	1
290	к созданию	1	1
291	и этот	1	1
292	той же	2	1
293	из всех	2	1
294	есть не	1	1
295	еще на	1	1
296	мы имеем	3	1
297	начала viii	1	1
298	которую мы	2	1
299	бы что	2	1
300	единство и	1	1
301	сущности это	1	1
302	о формах	1	1
303	еще до	1	1
304	их с	1	1
305	время пребывания	1	1
306	что наконец	2	1
307	почти исключительно	1	1
308	того же	3	1
