N	3gram	Savitsky_E_1	EvropaiC
1	в том что	6	16
2	друг с другом	3	9
3	с точки зрения	16	8
4	более или менее	1	7
5	на то что	2	7
6	друг от друга	2	6
7	для того чтобы	5	6
8	по сравнению с	2	5
9	в своем развитии	1	4
10	том случае если	1	4
11	в том случае	1	4
12	может быть и	1	4
13	к тому же	1	4
14	с другой стороны	2	4
15	не может быть	2	4
16	народов и культур	1	4
17	о которых мы	1	4
18	с течением времени	2	4
19	и того же	1	3
20	не может не	1	3
21	одного и того	1	3
22	в том же	1	3
23	так же как	5	3
24	в данном случае	2	3
25	в связи с	1	3
26	заключается в том	2	3
27	ныне существующих или	1	2
28	культур ныне существующих	1	2
29	но так как	1	2
30	что же касается	1	2
31	отрицательных последствий европеизации	1	2
32	равноценности и качественной	7	2
33	далеко не в	1	2
34	доказать что культура	1	2
35	объективно доказать что	1	2
36	к европейской культуре	1	2
37	бы то ни	4	2
38	большего или меньшего	1	2
39	заключает в себе	3	2
40	то же время	14	2
41	рано или поздно	2	2
42	тех народов которые	2	2
43	несмотря на то	1	2
44	европейцев над дикарями	1	2
45	всех прочих культур	1	2
46	именно потому что	1	2
47	то ни было	4	2
48	с одной стороны	8	2
49	ли объективно доказать	1	2
50	многие из них	1	2
51	как бы то	1	2
52	так и для	1	2
53	прочих культур ныне	1	2
54	друг к другу	1	2
55	во всяком случае	3	2
56	совершеннее всех прочих	1	2
57	во всех этих	1	2
58	в свою очередь	2	2
59	не более как	1	2
60	в то же	15	2
61	и культур по	1	2
62	можно ли объективно	1	2
63	и качественной несоизмеримости	6	2
64	все признаваемые европейской	1	1
65	признаваемые европейской наукой	1	1
66	простое и наиболее	1	1
67	техническое приспособление и	1	1
68	человека этот аргумент	1	1
69	н с трубецкой	3	1
70	приходится признавать что	1	1
71	иначе обстоит дело	2	1
72	хотя и не	1	1
73	учреждение и техническое	1	1
74	еще далеко не	1	1
75	славян китайцев индусов	1	1
76	но если так	1	1
77	культур по степеням	1	1
78	можно представить себе	1	1
79	тем меньше чем	1	1
80	народы при воспринимании	1	1
81	свою туземную культуру	1	1
82	культуры и в	1	1
83	того что в	2	1
84	степеням совершенства новый	1	1
85	арабов негров и	1	1
86	дело в том	1	1
87	древности были разрушены	1	1
88	механические приспособления для	1	1
89	свой народ и	3	1
90	то время как	1	1
91	фактически побеждают дикарей	1	1
92	качественной несоизмеримости всех	2	1
93	отцами и детьми	1	1
94	приспособление и научное	1	1
95	не говоря уже	2	1
96	выпадает на долю	2	1
97	приспособления для передвижения	1	1
98	принцип равноценности и	2	1
99	в области культуры	1	1
100	руках хотя бы	1	1
101	частью представителей данного	2	1
102	вместо лестницы мы	1	1
103	того чтобы ответить	1	1
104	на своем пути	1	1
105	весьма часто выпадает	1	1
106	были разрушены именно	1	1
107	культурных чем побеждаемые	1	1
108	и наивность этого	1	1
109	племен которые создали	1	1
110	между тем в	3	1
111	только в том	2	1
112	часто выпадает на	1	1
113	норма права и	1	1
114	между отцами и	1	1
115	в лучшем случае	1	1
116	говоря уже о	1	1
117	та же культура	1	1
118	несоизмеримости всех культур	2	1
119	представление о том	1	1
120	военного снаряжения и	2	1
121	были расположены в	1	1
122	грубость и наивность	1	1
123	или частью представителей	2	1
124	ее от эгоцентризма	1	1
125	заимствование отдельных элементов	1	1
126	области культуры он	1	1
127	независимо от того	1	1
128	представителей данного народа	2	1
129	насколько поклонение грубой	1	1
130	градации народов и	1	1
131	из того что	2	1
132	мы получаем горизонтальную	1	1
133	том числе и	1	1
134	и наиболее распространенное	1	1
135	права и художественное	1	1
136	индусов арабов негров	1	1
137	лестницы мы получаем	1	1
138	предметы военного снаряжения	1	1
139	мы говорили в	1	1
140	смотреть на самих	1	1
141	быть и норма	1	1
142	не есть ли	1	1
143	дикарей грубость и	1	1
144	лучше и совершеннее	1	1
145	в европе и	1	1
146	цивилизацию живет и	1	1
147	снаряжения и механические	1	1
148	и различие между	1	1
149	европейской культуры вполне	1	1
150	менее культурных чем	1	1
151	живет и по	1	1
152	не будет уже	1	1
153	самое простое и	1	1
154	победы европейцев над	2	1
155	и норма права	1	1
156	интересующего нас вопроса	1	1
157	своем развитии представителей	1	1
158	и по сие	1	1
159	во внимание что	1	1
160	как на отсталых	1	1
161	между тем с	1	1
162	для удовлетворения своих	1	1
163	культуры не будет	1	1
164	это может быть	1	1
165	должна быть ясна	1	1
166	на тех кто	1	1
167	могут очищать ее	1	1
168	вопрос мы должны	1	1
169	культуры вполне могут	1	1
170	и с точки	1	1
171	воспринимании европейской культуры	1	1
172	чтобы ответить на	1	1
173	на вопрос можно	1	1
174	земного шара и	2	1
175	всеми или частью	2	1
176	совершенства новый принцип	1	1
177	культуры нечто абсолютно	1	1
178	долю народов менее	1	1
179	по сие время	1	1
180	собою всю культуру	1	1
181	всех элементах этой	1	1
182	различие между отцами	1	1
183	китайцев индусов арабов	1	1
184	ясна для всякого	1	1
185	побеждаемые ими туземцы	1	1
186	представителей человеческого рода	1	1
187	по степеням совершенства	1	1
188	что в таком	1	1
189	сравнению с культурой	1	1
190	и техническое приспособление	1	1
191	хотя бы с	1	1
192	или вовсе не	1	1
193	в течение которого	1	1
194	на самих себя	1	1
195	этот аргумент ясно	1	1
196	характера тех племен	1	1
197	себя как на	1	1
198	том же темпе	1	1
199	ту традицию которая	1	1
200	всех культур и	3	1
201	уже и сейчас	1	1
202	в угоду европейской	1	1
203	о котором мы	1	1
204	очищать ее от	1	1
205	вместо того чтобы	1	1
206	с культурой дикарей	1	1
207	сие время в	1	1
208	доказательства должна быть	1	1
209	в сознании каждого	1	1
210	есть ли это	1	1
211	на долю народов	1	1
212	в тех случаях	1	1
213	элементах этой культуры	1	1
214	европейцев и дикарей	1	1
215	культуры древности были	1	1
216	не только между	1	1
217	в области техники	1	1
218	вопрос можно ли	1	1
219	же темпе как	1	1
220	самих себя как	1	1
221	что и сам	1	1
222	чем побеждаемые ими	1	1
223	признавать что победа	1	1
224	в то время	1	1
225	постоянно приходится признавать	1	1
