N	3gram	Bakhtin_Pr_1	Problema
1	в настоящее время	1	16
2	о том что	1	14
3	во всяком случае	3	10
4	в конце концов	5	7
5	в этом случае	1	7
6	по крайней мере	1	6
7	и т д	1	6
8	в этом смысле	10	5
9	в данном случае	2	5
10	как будто бы	1	5
11	того или иного	1	5
12	с другой стороны	3	5
13	то же самое	1	5
14	более или менее	1	4
15	как раз и	3	4
16	до сих пор	2	4
17	в то же	9	4
18	сама по себе	1	4
19	в том что	6	4
20	хотя бы и	2	3
21	только то что	2	3
22	точно так же	1	3
23	и в частности	1	3
24	и в этом	5	3
25	не может быть	4	3
26	можно сказать что	1	3
27	и есть то	1	2
28	на самом деле	4	2
29	всяком случае не	1	2
30	в самом деле	2	2
31	ничем не отличается	1	2
32	с самого начала	1	2
33	сами по себе	3	2
34	бы то ни	2	2
35	можно было бы	2	2
36	может быть только	1	2
37	есть то что	1	2
38	может быть и	1	2
39	для того чтобы	1	2
40	не только в	2	2
41	само по себе	3	2
42	но и не	2	2
43	имеем в виду	1	2
44	друг к другу	1	2
45	в себе в	1	2
46	но уже не	1	2
47	не совпадает с	1	2
48	заключается в том	1	2
49	это и есть	1	2
50	та или иная	1	2
51	и независимо от	1	2
52	не только не	1	2
53	подобно тому как	3	2
54	может быть самым	1	2
55	себе и в	1	2
56	которая как раз	1	1
57	имеет значение только	1	1
58	тот же самый	1	1
59	человека но не	2	1
60	для литературоведа и	1	1
61	прямо сказать что	1	1
62	то ни стало	1	1
63	быть прежде всего	1	1
64	а вовсе не	1	1
65	это слово в	1	1
66	как нам кажется	1	1
67	он может быть	2	1
68	и теоретические проблемы	1	1
69	нам кажется что	1	1
70	а в том	1	1
71	и как можно	1	1
72	же как и	1	1
73	том что это	1	1
74	он не может	1	1
75	во что бы	1	1
76	как таковой и	1	1
77	не отличается от	1	1
78	и не может	2	1
79	или может быть	1	1
80	в зависимости от	5	1
81	но при условии	1	1
82	между тем как	4	1
83	а так как	1	1
84	в этом отношении	3	1
85	то что в	1	1
86	что в нем	1	1
87	что она не	3	1
88	но это не	2	1
89	как мы уже	1	1
90	тем или другим	1	1
91	сразу и одновременно	1	1
92	то и другое	1	1
93	ведь если бы	1	1
94	и в то	2	1
95	что бы то	1	1
96	то время как	1	1
97	так же как	1	1
98	в одно время	1	1
99	того что он	1	1
100	тем что он	1	1
101	то ни было	1	1
102	не будет и	1	1
103	это прежде всего	1	1
104	что может быть	2	1
105	на первый взгляд	1	1
106	то и здесь	1	1
107	как один из	1	1
108	в обычном смысле	1	1
109	в известном смысле	1	1
110	конце концов не	1	1
111	и соответствующие им	1	1
112	какой бы то	1	1
113	как и сам	1	1
114	не тем что	1	1
115	перед нами в	1	1
116	конце концов как	1	1
117	единое и цельное	1	1
118	можно прямо сказать	1	1
119	именно тем что	1	1
120	вовсе еще не	1	1
121	что же это	1	1
122	не существовало бы	1	1
123	не потому что	1	1
124	в то время	1	1
125	так и в	1	1
126	но даже в	1	1
127	ни одна из	1	1
128	но все же	2	1
129	же это за	1	1
130	мы имеем в	1	1
131	с самим собою	1	1
132	обычном смысле слова	1	1
133	а в то	2	1
134	она является принципом	1	1
135	но в них	1	1
136	и входит в	2	1
137	и только в	1	1
