N	2gram	Vinokur_Ku_1	Psycholo
1	в том	30	37
2	и в	24	32
3	и что	5	22
4	том что	21	21
5	потому что	23	21
6	таким образом	12	21
7	в искусстве	1	21
8	то что	9	21
9	что в	17	20
10	может быть	13	18
11	так же	4	18
12	точки зрения	14	17
13	что и	4	17
14	не может	7	17
15	самом деле	9	16
16	что она	3	16
17	того чтобы	17	14
18	то же	8	13
19	в этом	14	13
20	при этом	6	13
21	для того	16	13
22	что он	6	13
23	в самом	10	12
24	заключается в	2	12
25	не только	10	12
26	по себе	2	12
27	если мы	2	12
28	так как	9	12
29	на то	4	11
30	было бы	15	11
31	с тем	5	11
32	и т	33	10
33	когда он	3	10
34	с точки	9	10
35	но и	6	10
36	как и	2	10
37	и не	12	10
38	как в	4	9
39	никогда не	2	9
40	тем что	8	9
41	что все	2	9
42	в своих	1	9
43	на деле	1	8
44	с таким	1	8
45	той же	3	8
46	что это	5	8
47	не в	11	8
48	не менее	7	8
49	дело с	1	8
50	т п	18	8
51	того что	9	8
52	поэзии и	1	7
53	в сущности	3	7
54	в стихе	1	7
55	совершенно ясно	1	7
56	что они	4	7
57	и как	2	7
58	все эти	6	7
59	ясно что	3	7
60	и его	5	7
61	как будто	1	7
62	к тому	5	7
63	можно было	6	7
64	только в	11	7
65	что для	1	7
66	а не	8	7
67	сказать что	1	7
68	что если	2	6
69	совершенно справедливо	1	6
70	в этой	3	6
71	целый ряд	5	6
72	он не	2	6
73	если бы	9	6
74	о том	9	6
75	все время	1	6
76	и мы	2	6
77	тот же	2	6
78	как бы	7	6
79	на самом	2	5
80	показать что	1	5
81	исходит из	1	5
82	и на	4	5
83	что его	2	5
84	только на	1	5
85	что у	1	5
86	на все	1	5
87	далеко не	1	5
88	сейчас же	1	5
89	все это	6	5
90	в то	2	5
91	только из	1	5
92	есть только	1	5
93	в ней	6	5
94	утверждает что	1	5
95	и даже	3	5
96	до сих	4	5
97	отнюдь не	1	5
98	он говорит	1	5
99	сих пор	4	5
100	как раз	8	5
101	этом отношении	5	5
102	как на	3	5
103	ту же	1	4
104	же как	1	4
105	едва ли	1	4
106	есть не	1	4
107	мы имеем	6	4
108	столь же	1	4
109	в чем	1	4
110	иметь дело	1	4
111	с этим	4	4
112	все же	12	4
113	в действительности	1	4
114	в целом	4	4
115	и те	1	4
116	в нем	4	4
117	к одному	1	4
118	и по	1	4
119	том случае	1	4
120	и с	5	4
121	и тем	2	4
122	в жизни	1	4
123	несмотря на	3	4
124	в данном	4	4
125	иначе говоря	2	4
126	которые в	1	4
127	и более	2	4
128	сущности говоря	1	4
129	тому что	3	4
130	не имеет	2	4
131	того как	4	4
132	но только	1	4
133	совершенно правильно	1	4
134	ничего не	2	4
135	как она	1	4
136	в сознании	1	4
137	что на	1	4
138	и для	2	4
139	могут быть	1	4
140	тем не	4	4
141	и когда	1	4
142	и сам	1	4
143	никак не	2	4
144	между тем	5	4
