N	3gram	Vygotskiy__4	RusskieA
1	в том что	31	15
2	состоит в том	3	8
3	том что в	1	6
4	вместе с тем	3	6
5	в этом случае	3	5
6	в связи с	3	4
7	о том что	3	4
8	к тому что	1	4
9	в настоящее время	2	3
10	с точки зрения	11	3
11	тем не менее	1	3
12	что иное как	1	2
13	что в этом	1	2
14	в какой степени	2	2
15	так как они	1	2
16	все же не	1	2
17	не только у	1	2
18	друг к другу	1	2
19	в свою очередь	2	2
20	не только на	1	2
21	к выводу что	2	2
22	но все же	1	2
23	после того как	1	2
24	не что иное	1	2
25	что в истории	1	1
26	по этому вопросу	1	1
27	одном и том	1	1
28	и того же	5	1
29	это означает что	1	1
30	по отношению к	1	1
31	точно так же	3	1
32	на самом деле	1	1
33	так как в	2	1
34	подобно тому как	2	1
35	не совсем так	1	1
36	состояла в том	2	1
37	же как и	4	1
38	том что это	1	1
39	и не только	2	1
40	как это ни	1	1
41	и та же	1	1
42	свое внимание на	1	1
43	в себе и	3	1
44	в этом отношении	7	1
45	в собственном смысле	7	1
46	при этом не	1	1
47	можно было бы	5	1
48	что и те	1	1
49	в своем значении	1	1
50	приводят нас к	1	1
51	так как он	1	1
52	имеет совершенно другой	1	1
53	что в основе	6	1
54	не только в	1	1
55	по своему происхождению	1	1
56	и том же	1	1
57	и в нашем	1	1
58	не во всей	1	1
59	в отличие от	2	1
60	приходит к выводу	1	1
61	и как бы	1	1
62	значении этого слова	1	1
63	самом деле как	1	1
64	одни и те	3	1
65	но вместе с	2	1
66	во всяком случае	3	1
67	одна и та	1	1
68	в целом ряде	2	1
69	так же как	5	1
70	сомнения в том	1	1
71	это слово к	1	1
72	не имеет ничего	1	1
73	этого вопроса в	1	1
74	здесь мы имеем	1	1
75	в русском языке	1	1
76	так например в	1	1
77	в то время	1	1
78	ничего общего с	1	1
79	и что следовательно	1	1
80	с тем что	3	1
81	так как это	1	1
82	в чем именно	1	1
83	вопрос о том	1	1
84	она показывает что	1	1
85	можно сказать что	1	1
86	на то что	4	1
87	одного и того	5	1
88	в этих случаях	1	1
89	и те же	3	1
90	как мы уже	3	1
91	собой не что	1	1
92	мы видим что	2	1
93	друг с другом	7	1
94	приводит нас к	1	1
95	как и в	1	1
96	что и в	1	1
97	только тогда когда	1	1
98	мы увидим что	1	1
99	в данном случае	2	1
100	как мы видели	2	1
101	этого слова в	1	1
