N	2gram	Losev_Dial_4	Formalny
1	и в	15	38
2	в этом	11	27
3	т е	46	26
4	может быть	17	23
5	и его	7	21
6	и пр	9	21
7	таким образом	5	20
8	и не	30	20
9	в самом	2	16
10	не в	8	15
11	прежде всего	11	15
12	и т	17	14
13	не может	11	14
14	в нем	5	13
15	связи с	1	13
16	но и	4	13
17	в пределах	1	12
18	с его	5	11
19	с тем	4	11
20	в том	11	11
21	вовсе не	6	11
22	с другими	1	10
23	в его	4	10
24	в связи	1	10
25	не только	8	9
26	при этом	2	9
27	и с	4	9
28	как и	7	9
29	в процессе	1	9
30	отнюдь не	4	8
31	все же	2	8
32	точки зрения	14	8
33	так и	5	8
34	что и	6	8
35	тем что	2	8
36	как мы	1	7
37	лишь в	2	7
38	по себе	13	7
39	в своей	3	7
40	с точки	9	7
41	во втором	1	7
42	уже не	9	7
43	не могут	2	7
44	по существу	1	7
45	что в	7	7
46	и ее	8	6
47	в ней	5	6
48	в истории	3	6
49	все эти	3	6
50	в этой	4	6
51	то же	9	6
52	было бы	9	6
53	он не	1	6
54	в их	3	6
55	могут быть	3	6
56	в языке	1	6
57	все время	1	6
58	только в	7	6
59	то что	16	6
60	не было	2	6
61	вместе с	2	6
62	а не	18	6
63	как раз	4	6
64	в результате	6	6
65	хотя бы	4	6
66	а в	1	6
67	это и	9	5
68	должна быть	7	5
69	говорить о	11	5
70	всего этого	1	5
71	во всех	2	5
72	в общем	1	5
73	т д	15	5
74	в то	6	5
75	в основе	10	5
76	же время	6	5
77	ни о	3	5
78	если бы	6	5
79	и должно	1	5
80	и только	2	5
81	что он	7	5
82	если мы	5	5
83	именно в	5	5
84	с этим	3	5
85	что же	2	5
86	и для	5	5
87	бы в	4	5
88	во всяком	2	5
89	все остальное	1	4
90	в сущности	5	4
91	что оно	7	4
92	что они	4	4
93	как в	3	4
94	и наконец	3	4
95	как таковое	3	4
96	не как	4	4
97	его от	1	4
98	от нее	3	4
99	как они	1	4
100	входит в	1	4
101	мы видели	1	4
102	как о	2	4
103	ничего не	17	4
104	в дальнейшем	1	4
105	того или	2	4
106	но в	3	4
107	и теперь	1	4
108	что не	3	4
109	из них	2	4
110	так как	14	4
111	не о	4	4
112	даже и	3	4
113	в особенности	4	4
114	именно как	1	4
115	и даже	6	4
116	другой стороны	2	4
117	на фоне	1	4
118	мы говорим	2	4
119	вот как	2	4
120	как бы	14	4
121	лишь как	4	4
122	значением в	1	4
123	совершенно не	3	4
124	оно не	2	4
125	к этому	3	4
126	же как	1	3
127	сам по	2	3
128	в зависимости	1	3
129	а как	2	3
130	из всего	1	3
131	мы не	9	3
132	то это	1	3
133	зависимости от	1	3
134	и на	5	3
135	не входит	1	3
136	значение и	1	3
137	чем же	2	3
138	как к	1	3
139	хотя и	6	3
140	и как	4	3
141	от этого	3	3
142	не приходится	1	3
143	что это	13	3
144	из этих	2	3
145	но ведь	1	3
146	роль в	1	3
147	время и	2	3
148	но именно	2	3
149	всех этих	1	3
150	главным образом	2	3
151	и может	2	3
152	его в	1	3
153	это было	2	3
154	такой же	1	3
155	как таковой	5	3
156	место в	1	3
157	однако и	1	3
158	поэтическое произведение	1	3
159	не является	1	3
160	в области	3	3
161	но все	2	3
162	не есть	40	3
163	можно и	2	3
164	того чтобы	5	3
165	и здесь	1	3
166	одного из	1	3
167	должно было	1	3
168	пр но	1	3
169	к нему	1	3
170	того что	13	3
171	именно на	1	3
172	то и	2	3
173	и их	2	3
174	для того	5	3
175	о каком	1	3
176	с другой	1	3
177	и прежде	1	3
178	не то	1	3
