N	2gram	Bakhtin_Fr_4	Literetu
1	не только	10	24
2	при этом	3	19
3	в качестве	3	17
4	но и	9	17
5	в том	7	16
6	в частности	3	15
7	том что	3	14
8	в году	3	13
9	может быть	2	13
10	и не	16	12
11	в этом	11	12
12	в своем	3	11
13	своего рода	6	11
14	прежде всего	8	11
15	то что	4	10
16	в целом	1	8
17	и в	29	8
18	только в	2	8
19	как бы	8	7
20	в себе	3	7
21	в его	8	7
22	уже не	2	7
23	то есть	21	6
24	как и	12	6
25	точки зрения	4	6
26	и сам	3	6
27	того что	3	6
28	связи с	2	6
29	в жизни	2	6
30	себя в	2	6
31	то же	10	5
32	отличие от	1	5
33	как в	2	5
34	не столько	2	5
35	в отличие	1	5
36	в то	10	5
37	казалось бы	1	5
38	а также	2	5
39	же время	8	5
40	в конечном	1	5
41	что он	4	5
42	уже в	2	5
43	не может	2	5
44	в данном	1	5
45	с этой	1	5
46	с его	4	5
47	в своей	5	4
48	еще не	4	4
49	но не	2	4
50	конечном счете	1	4
51	в этой	13	4
52	все же	3	4
53	по преимуществу	3	4
54	не как	1	4
55	в силу	1	4
56	и его	8	4
57	данном случае	1	4
58	никогда не	2	4
59	так и	11	4
60	еще в	1	4
61	из них	6	4
62	мир в	2	4
63	в конце	9	4
64	друг друга	2	4
65	как раз	2	4
66	и т.п	12	4
67	в связи	1	4
68	со стороны	2	4
69	это не	5	4
70	культуры в	1	4
71	в своих	2	4
72	и есть	4	3
73	века в	1	3
74	также и	4	3
75	в самом	1	3
76	бы не	2	3
77	с их	1	3
78	таким образом	20	3
79	той же	3	3
80	его в	9	3
81	далеко не	5	3
82	он и	5	3
83	не мог	2	3
84	в их	2	3
85	но в	12	3
86	том же	2	3
87	что ему	1	3
88	дело в	2	3
89	в основе	2	3
90	не должен	1	3
91	в виду	2	3
92	по своей	3	3
93	один из	4	3
94	потому что	1	3
95	у него	5	3
96	и даже	3	3
97	с другой	4	3
98	еще и	7	3
99	и др	4	3
100	мира в	1	3
101	да и	2	3
102	литературе в	1	3
103	при всем	1	3
104	жизни и	4	3
105	что в	1	3
106	же и	3	3
107	человека и	1	2
108	того же	5	2
109	и то	2	2
110	самом деле	1	2
111	из его	1	2
112	должна быть	1	2
113	в сущности	6	2
114	во имя	1	2
115	то он	2	2
116	относится к	1	2
117	у романтиков	1	2
118	все эти	9	2
119	тому же	1	2
120	как он	2	2
121	в нем	5	2
122	подобно тому	3	2
123	на этом	2	2
124	в слове	2	2
125	и того	1	2
126	бы на	2	2
127	что такое	1	2
128	как все	1	2
129	а как	2	2
130	с точки	2	2
131	что я	2	2
132	в россии	1	2
133	даже в	1	2
134	раз и	1	2
135	вплоть до	1	2
136	дело не	1	2
137	своего героя	1	2
138	жизни на	1	2
139	как будто	2	2
140	этом отношении	1	2
141	и вполне	3	2
142	к тому	2	2
143	в себя	2	2
144	роль в	3	2
145	на том	1	2
146	в мире	1	2
147	ту же	1	2
148	имеется в	3	2
149	новых и	1	2
150	о том	2	2
151	с одной	2	2
152	мир и	2	2
153	по этому	1	2
154	только на	1	2
155	для него	1	2
156	не случайно	3	2
157	тем что	4	2
158	на роль	1	2
159	одной стороны	2	2
160	за пределы	1	2
161	восприниматься как	1	2
162	нового времени	2	2
163	превращается в	3	2
164	не на	2	2
165	нет ничего	2	2
166	как общего	1	2
167	тому как	3	2
168	своего времени	3	2
169	можно было	1	2
170	этого рода	2	2
171	это как	1	2
172	которая в	1	2
173	все они	5	2
174	о своем	2	2
175	ко всему	1	2
176	на это	1	2
177	как известно	2	1
178	же как	1	1
179	с жизнью	2	1
180	на самом	4	1
181	традиции как	2	1
182	перед лицом	2	1
183	мать и	1	1
184	и этот	1	1
185	и за	3	1
186	по собственному	1	1
187	мы не	1	1
188	уверен что	1	1
189	не была	1	1
190	каждому из	1	1
191	в полной	1	1
192	жизни как	1	1
193	но даже	1	1
194	ему в	1	1
195	и самой	1	1
196	которое в	1	1
197	и он	1	1
198	это время	1	1
199	аллюзий и	1	1
200	он был	2	1
201	характерную для	1	1
202	он сам	1	1
203	в различных	2	1
204	в чем	3	1
205	только после	1	1
206	средств и	1	1
207	но как	3	1
208	писатели и	1	1
209	отношение к	1	1
210	в наиболее	1	1
211	в зеркале	1	1
212	тут же	1	1
213	основная задача	1	1
214	что они	2	1
215	один и	2	1
216	первый взгляд	1	1
217	в одной	2	1
218	его на	1	1
219	для всех	1	1
220	как к	3	1
221	перед нами	4	1
222	мы можем	3	1
223	и как	3	1
224	для которой	1	1
225	в противоположность	1	1
226	них он	1	1
227	то в	3	1
228	за собой	1	1
229	в которой	4	1
230	он в	1	1
231	в нашем	4	1
232	право на	1	1
233	и двух	1	1
234	говорят о	1	1
235	после чего	1	1
236	в образы	1	1
237	на то	1	1
238	литературы из	1	1
239	так сказать	2	1
240	он не	3	1
241	эту тему	1	1
242	к одному	1	1
243	прочим и	1	1
244	и вот	3	1
245	вы что	1	1
246	в плане	4	1
247	и по	5	1
248	но дело	1	1
249	так например	1	1
250	или иных	1	1
251	в борьбе	1	1
252	не бывает	1	1
253	но все	1	1
254	оно и	1	1
255	а затем	3	1
256	лишь за	1	1
257	об этой	1	1
258	и с	9	1
259	его принадлежности	1	1
260	полной мере	1	1
261	большинстве случаев	5	1
262	последовательно и	1	1
263	знает что	1	1
264	это было	1	1
265	и мы	2	1
266	с начала	3	1
267	мне это	1	1
268	в итоге	1	1
269	в них	7	1
270	он же	1	1
271	и вы	1	1
272	соответствии с	2	1
273	их как	2	1
274	в ее	3	1
275	а за	1	1
276	художественное сознание	1	1
277	такой же	3	1
278	автора и	1	1
279	в один	2	1
280	со всей	1	1
281	одного и	1	1
282	на первый	2	1
283	в эту	3	1
284	в этих	2	1
285	во второй	2	1
286	в отношении	1	1
287	на свою	1	1
288	году когда	1	1
289	в условиях	1	1
290	знал и	2	1
291	тот кто	1	1
292	однако он	1	1
293	если бы	1	1
294	как от	1	1
295	высшую степень	1	1
296	вовсе не	9	1
297	уже был	1	1
298	героем и	1	1
299	между людьми	1	1
300	случае в	1	1
301	на три	1	1
302	во главе	1	1
303	и начинает	1	1
304	авторскому замыслу	1	1
305	самого начала	3	1
306	только из	1	1
307	и духовного	1	1
308	во время	10	1
309	на него	1	1
310	текста но	1	1
311	говорить о	1	1
312	но только	2	1
313	на котором	2	1
314	эпохи в	1	1
315	и хвала	1	1
316	другой стороны	3	1
317	тех или	1	1
318	для нас	1	1
319	сущности только	1	1
320	уже и	2	1
321	вот в	1	1
322	указание на	1	1
323	жизни это	1	1
324	как мы	10	1
325	свою очередь	1	1
326	людей в	1	1
327	средних веков	3	1
328	и от	1	1
329	так в	1	1
330	за счет	3	1
331	с самого	3	1
332	в дальнейшем	3	1
333	на нее	1	1
334	или в	2	1
335	собой в	1	1
336	языком не	1	1
337	быть может	2	1
338	с этого	1	1
339	в эпоху	15	1
340	собой и	1	1
341	в словах	2	1
342	он остается	1	1
343	в третьем	1	1
344	же такой	1	1
345	и здесь	3	1
346	того он	2	1
347	это вполне	1	1
348	и что	1	1
349	можно сказать	1	1
350	как наиболее	1	1
351	все в	2	1
352	к нему	3	1
353	ее от	1	1
354	от них	1	1
355	и во	1	1
356	и всякая	1	1
357	борьба с	1	1
358	же самом	1	1
359	смертью и	1	1
360	не исчерпывается	1	1
361	и других	3	1
362	вся жизнь	1	1
363	который бы	1	1
364	сверх того	2	1
365	в литературе	4	1
366	дней в	1	1
367	платком и	1	1
368	тот же	3	1
369	одной из	2	1
370	в литературу	1	1
371	таких же	1	1
372	между этими	1	1
373	все были	1	1
374	со всеми	1	1
375	образов в	1	1
376	это ни	2	1
377	и у	2	1
378	самой жизни	1	1
379	в большинстве	6	1
380	борьбы с	1	1
381	в виде	1	1
382	это место	5	1
383	идеи или	1	1
384	в котором	2	1
385	представлений о	2	1
386	в одном	1	1
387	так как	7	1
388	глубокий смысл	1	1
389	перейти к	1	1
390	со всем	1	1
391	что и	1	1
392	как сам	1	1
