N	4gram	Losev_Dial_4	Freidism
1	в то же время	6	4
2	одной и той же	3	3
3	ни в чем не	1	2
4	но в то же	2	2
5	и не может быть	1	2
6	но тем не менее	1	1
7	удивительного в том что	1	1
8	на самом же деле	1	1
9	с научной точки зрения	1	1
10	ни в каком случае	1	1
11	ничего удивительного в том	1	1
12	уже не может быть	1	1
13	или по крайней мере	3	1
14	и тем не менее	1	1
15	все это учение о	1	1
16	нет ничего удивительного в	1	1
17	в коем случае не	2	1
18	что с точки зрения	1	1
19	ни в коем случае	2	1
20	все это – только	1	1
21	ничего что давало бы	1	1
22	что в данном случае	1	1
