N	2gram	Tiupa_Hudo_2	Formalny
1	и в	28	38
2	в этом	13	27
3	т е	2	26
4	может быть	8	23
5	и его	5	21
6	и не	18	20
7	в самом	5	16
8	не в	13	15
9	прежде всего	3	15
10	и т	4	14
11	не может	4	14
12	в нем	3	13
13	но и	9	13
14	в пределах	1	12
15	с его	5	11
16	в том	15	11
17	вовсе не	2	11
18	с другими	3	10
19	в его	11	10
20	не только	11	9
21	при этом	11	9
22	и с	6	9
23	как и	11	9
24	т п	2	9
25	самом деле	3	8
26	отнюдь не	2	8
27	все же	2	8
28	точки зрения	2	8
29	так и	8	8
30	что и	4	8
31	тем что	6	8
32	в первом	2	7
33	как мы	2	7
34	в корне	1	7
35	лишь в	2	7
36	по себе	1	7
37	для него	5	7
38	в своей	6	7
39	с точки	2	7
40	во втором	2	7
41	уже не	10	7
42	этом отношении	1	7
43	в других	4	7
44	по существу	1	7
45	слова и	1	7
46	что в	5	7
47	и ее	3	6
48	в ней	3	6
49	все эти	1	6
50	в этой	5	6
51	то же	6	6
52	было бы	3	6
53	он не	4	6
54	все время	3	6
55	только в	4	6
56	то что	6	6
57	не было	6	6
58	вместе с	2	6
59	а не	14	6
60	как раз	4	6
61	хотя бы	2	6
62	а в	6	6
63	это и	1	5
64	по преимуществу	3	5
65	говорить о	2	5
66	во всех	1	5
67	в общем	1	5
68	т д	2	5
69	в слове	1	5
70	в то	6	5
71	в основе	2	5
72	же время	4	5
73	ни о	3	5
74	если бы	6	5
75	сводится к	6	5
76	и только	2	5
77	говорит в	2	5
78	что он	8	5
79	именно в	2	5
80	что же	2	5
81	более того	1	5
82	и для	2	5
83	бы в	1	5
84	еще более	1	5
85	или иного	2	5
86	здесь и	1	4
87	высшей степени	1	4
88	в сущности	1	4
89	в сторону	1	4
90	что они	4	4
91	независимо от	1	4
92	как в	5	4
93	и к	2	4
94	не следует	1	4
95	не как	2	4
96	от нее	1	4
97	не столько	2	4
98	раз и	1	4
99	как о	3	4
100	ничего не	5	4
101	к тому	7	4
102	здесь не	2	4
103	в дальнейшем	1	4
104	в поэтической	1	4
105	того или	2	4
106	но в	2	4
107	и теперь	1	4
108	что не	2	4
109	из них	2	4
110	так как	1	4
111	не о	1	4
112	лишь для	1	4
113	и даже	1	4
114	другой стороны	1	4
115	там где	1	4
116	на фоне	3	4
117	как бы	5	4
118	совершенно не	1	4
119	оно не	2	4
120	к этому	1	4
121	например в	1	3
122	же как	2	3
123	а как	2	3
124	мы не	1	3
125	и на	3	3
126	в сюжете	1	3
127	бы она	1	3
128	если в	2	3
129	чем же	1	3
130	как к	1	3
131	хотя и	1	3
132	от этого	1	3
133	что это	5	3
134	из этих	2	3
135	но ведь	1	3
136	роль в	2	3
137	только на	5	3
138	так сказать	1	3
139	но именно	2	3
140	значительной степени	1	3
141	его в	2	3
142	это было	2	3
143	он и	1	3
144	следует что	1	3
145	место в	2	3
146	однако и	2	3
147	произведения и	1	3
148	не видели	1	3
149	а лишь	1	3
150	не является	2	3
151	в области	1	3
152	но все	1	3
153	его с	1	3
154	того чтобы	4	3
155	в годы	1	3
156	особенно в	1	3
157	произведения не	2	3
158	и здесь	1	3
159	в значительной	1	3
160	должно было	1	3
161	к нему	3	3
162	как ее	1	3
163	того что	1	3
164	именно на	2	3
165	то и	4	3
166	мы знаем	2	3
167	для того	4	3
168	с другой	3	3
169	а о	2	3
170	системы и	1	3
171	не то	1	3
172	быть и	1	3
173	все это	3	3
174	или в	3	3
175	и все	7	3
176	была бы	3	3
177	жизни и	6	3
178	и то	2	2
179	к другому	1	2
180	едва ли	3	2
181	при анализе	1	2
182	не была	1	2
183	функции в	1	2
184	они были	2	2
185	этого термина	1	2
186	это время	1	2
187	он был	1	2
188	столь же	3	2
189	но не	4	2
190	но как	1	2
191	отношение к	2	2
192	ни одна	1	2
193	в одной	1	2
194	в художественном	4	2
195	перед нами	11	2
196	то в	4	2
197	со своей	2	2
198	та же	2	2
199	в которой	1	2
200	уже в	1	2
201	он в	1	2
202	ее как	1	2
203	в поэтике	1	2
204	же это	1	2
205	состоит в	7	2
206	и более	1	2
207	на этом	2	2
208	то ни	1	2
209	том случае	1	2
210	для нее	4	2
211	и иных	1	2
212	и тем	1	2
213	только тем	2	2
214	том что	19	2
215	в этих	3	2
216	во второй	2	2
217	установка на	1	2
218	от его	1	2
219	их в	1	2
220	не могли	1	2
221	даже в	1	2
222	тому что	4	2
223	она не	5	2
224	тем самым	2	2
225	и другое	1	2
226	самого начала	1	2
227	ее с	1	2
228	не по	2	2
229	для всего	1	2
230	никогда не	5	2
231	на язык	1	2
232	этих двух	1	2
233	и лишь	1	2
234	постольку поскольку	1	2
235	как она	1	2
236	есть только	1	2
237	всего в	1	2
238	что на	3	2
239	и это	3	2
240	литературного творчества	1	2
241	и о	4	2
242	в ее	18	2
243	ни стало	1	2
244	и от	2	2
245	с самого	1	2
246	приводит к	2	2
247	времени и	1	2
248	сам он	2	2
249	мы в	1	2
250	с ним	7	2
251	является в	1	2
252	произведение искусства	1	2
253	между тем	8	2
254	это не	6	2
255	ней все	1	2
256	один из	2	2
257	с ними	3	2
258	не происходит	1	2
259	звук и	1	2
260	не будет	2	2
261	потому что	2	2
262	в качестве	4	2
263	же и	2	2
264	с нею	3	2
265	еще одну	1	2
266	или даже	1	2
267	и других	1	2
268	характерно что	3	2
269	в котором	6	2
270	в конце	1	2
271	образом не	1	2
272	не просто	1	2
273	со стороны	3	2
274	а именно	1	2
275	между ними	2	2
276	превращается в	4	2
277	до конца	1	2
278	все более	1	2
279	ни на	1	2
280	как это	7	2
281	становится в	1	2
282	установкой на	1	2
283	в той	1	2
284	из этого	1	2
285	как особой	1	2
286	как например	1	2
287	художественное произведение	1	2
288	но это	1	2
289	ее и	1	2
290	поскольку он	1	2
291	с сыном	1	2
292	сказать что	2	2
293	у толстого	1	2
294	в искусстве	1	2
295	и другие	5	2
296	в таком	1	2
297	смысле что	1	2
298	и а	2	1
299	таком случае	1	1
300	и через	1	1
