N	2gram	Tiupa_Disk_1	Psycholo
1	в том	23	37
2	и в	16	32
3	и что	2	22
4	то есть	20	21
5	том что	19	21
6	потому что	4	21
7	таким образом	3	21
8	то что	5	21
9	что в	4	20
10	может быть	17	18
11	точки зрения	3	17
12	что и	3	17
13	не может	9	17
14	самом деле	1	16
15	что она	1	16
16	то же	7	13
17	в этом	15	13
18	при этом	13	13
19	что он	4	13
20	в самом	3	12
21	заключается в	3	12
22	не только	28	12
23	по себе	3	12
24	на то	1	11
25	было бы	1	11
26	с тем	1	11
27	в основе	7	11
28	когда он	2	10
29	с точки	1	10
30	при помощи	1	10
31	но и	14	10
32	как и	16	10
33	и не	11	10
34	как в	10	9
35	никогда не	2	9
36	тем что	3	9
37	в своих	3	9
38	той же	1	8
39	что это	1	8
40	не в	7	8
41	не менее	2	8
42	дело с	2	8
43	того что	3	8
44	в сущности	2	7
45	что они	1	7
46	и как	6	7
47	и его	2	7
48	как будто	1	7
49	к тому	5	7
50	только в	7	7
51	а не	22	7
52	сказать что	3	7
53	в этой	2	6
54	целый ряд	2	6
55	он не	1	6
56	если бы	1	6
57	те же	1	6
58	о том	8	6
59	и мы	1	6
60	как бы	5	6
61	же самое	2	6
62	на самом	1	5
63	и на	5	5
64	что его	1	5
65	только на	1	5
66	к искусству	2	5
67	на все	1	5
68	искусства в	1	5
69	далеко не	10	5
70	в то	3	5
71	утверждает что	1	5
72	и даже	3	5
73	до сих	1	5
74	вслед за	1	5
75	отнюдь не	8	5
76	он говорит	1	5
77	сих пор	1	5
78	как раз	1	5
79	этом отношении	1	5
80	сам по	1	4
81	едва ли	2	4
82	мы имеем	2	4
83	столь же	3	4
84	в чем	1	4
85	с этим	3	4
86	все же	3	4
87	в действительности	3	4
88	с той	1	4
89	в произведении	3	4
90	в целом	4	4
91	и те	1	4
92	в нем	9	4
93	к одному	1	4
94	и по	2	4
95	том случае	1	4
96	и тем	2	4
97	в жизни	1	4
98	несмотря на	1	4
99	в данном	5	4
100	иначе говоря	2	4
101	образом и	1	4
102	которые в	1	4
