N	2gram	Bakhtin_Pr_3	Myslijsy
1	то есть	1	34
2	потому что	12	33
3	то что	11	29
4	может быть	19	26
5	таким образом	5	24
6	в этом	16	23
7	в том	3	23
8	и в	34	23
9	в слове	5	22
10	и не	29	18
11	что в	7	17
12	при этом	4	15
13	только в	6	15
14	то же	14	14
15	в себе	6	14
16	как и	18	14
17	того что	5	14
18	так как	4	14
19	если бы	4	13
20	не было	2	12
21	а не	9	12
22	том что	3	12
23	что я	15	11
24	не в	9	11
25	по себе	3	11
26	но и	12	11
27	не может	19	11
28	что слово	1	10
29	по отношению	5	10
30	не только	10	10
31	для меня	1	10
32	мы можем	1	10
33	тем что	4	10
34	и потому	2	10
35	между тем	3	9
36	то это	1	8
37	в своем	2	8
38	но в	16	8
39	заключает в	1	8
40	было бы	2	8
41	стало быть	1	8
42	тогда когда	1	8
43	о том	2	8
44	сказать что	2	8
45	отношению к	6	8
46	и т	8	7
47	как в	4	7
48	с этим	2	7
49	что это	5	7
50	на то	1	7
51	в нем	19	7
52	когда я	5	7
53	что такое	2	7
54	это не	5	7
55	и что	5	7
56	что и	5	7
57	вовсе не	11	7
58	с тем	5	7
59	этого слова	7	7
60	что если	1	6
61	независимо от	1	6
62	и к	12	6
63	в которой	2	6
64	когда мы	1	6
65	мысль о	1	6
66	так и	6	6
67	слово с	6	6
68	что не	7	6
69	для того	1	6
70	вместе с	4	6
71	и то	3	5
72	есть нечто	1	5
73	говорить о	3	5
74	не то	2	5
75	один и	1	5
76	хотя и	3	5
77	бы и	4	5
78	как бы	27	5
79	так сказать	2	5
80	и мы	1	5
81	должно быть	3	5
82	по крайней	3	5
83	не менее	3	5
84	с ним	8	5
85	образом в	1	5
86	есть только	3	5
87	внимание на	1	5
88	находится в	2	5
89	к нему	14	5
90	крайней мере	3	5
91	так что	5	5
92	уже в	3	5
93	в его	22	5
94	для него	13	5
95	что же	8	5
96	слова и	10	5
97	этом случае	2	5
98	все это	16	5
99	а в	5	5
100	таким же	1	5
101	во всяком	5	5
102	а между	3	4
103	если б	2	4
104	и о	1	4
105	могли бы	1	4
106	что все	4	4
107	и с	15	4
108	его в	4	4
109	с другими	4	4
110	точки зрения	8	4
111	в котором	3	4
112	сих пор	1	4
113	тем не	2	4
114	т п	6	4
115	и более	1	4
116	в то	12	4
117	это последнее	1	4
118	на котором	1	4
119	того чтобы	1	4
120	это слово	5	4
121	со своим	1	4
122	и может	1	4
123	каждый раз	1	4
124	на вопрос	4	4
125	можно сказать	1	4
126	что он	23	4
127	хотя бы	5	4
128	в одном	5	4
129	только на	4	4
130	до сих	1	4
131	так же	8	4
132	в данном	1	4
133	в той	2	4
134	да и	4	4
135	слов в	3	4
136	и все	19	4
137	слово в	2	4
138	между ними	1	4
139	например в	2	3
140	человека и	1	3
141	самом деле	13	3
142	на самом	11	3
143	в первом	1	3
144	и до	1	3
145	что эти	1	3
146	слова в	7	3
147	мы уже	6	3
148	той же	2	3
149	еще до	2	3
150	еще не	4	3
151	и на	6	3
152	мысль что	2	3
153	к слову	2	3
154	там где	7	3
155	по которому	2	3
156	и хотя	1	3
157	в самом	8	3
158	все эти	4	3
159	бы не	2	3
160	так в	2	3
161	и тот	1	3
162	и если	2	3
163	на его	4	3
164	т д	2	3
165	к одному	3	3
166	языком и	1	3
167	и по	1	3
168	в нее	1	3
169	ни был	4	3
170	на нее	2	3
171	в каждом	3	3
172	лишь в	5	3
173	но уже	1	3
174	в них	2	3
175	все равно	4	3
176	с точки	4	3
177	но это	4	3
178	в которых	2	3
179	их в	3	3
180	только не	1	3
181	никогда не	8	3
182	в разных	1	3
183	же время	12	3
184	связи с	1	3
185	до того	1	3
186	к тому	5	3
187	слова с	3	3
188	образы и	1	3
189	что у	6	3
190	те же	2	3
191	было в	2	3
192	ту же	1	3
193	слово и	1	3
194	из одного	1	3
195	в виду	3	3
196	связь между	1	3
197	и только	2	3
198	с ними	6	3
199	то в	2	3
200	и так	5	3
201	уже не	2	3
202	слова не	2	3
203	и других	1	3
204	себе в	1	3
205	и их	1	3
206	всяком случае	5	3
207	самого слова	1	3
208	даже и	4	3
209	что человек	1	3
210	все более	1	3
211	нет ничего	1	3
212	ко всем	1	3
213	со словом	3	3
214	и другим	1	3
215	в этих	1	3
216	только что	3	3
217	давно уже	1	3
218	и вместе	1	3
219	в процессе	1	3
220	меня то	1	2
221	но тем	1	2
222	такое же	1	2
223	нам кажется	1	2
224	можно лишь	2	2
225	а как	2	2
226	как мы	7	2
227	я не	7	2
228	но даже	1	2
229	мы и	2	2
230	хотя конечно	1	2
231	собою и	4	2
232	в ней	3	2
233	проявляется в	1	2
234	нам представляется	1	2
235	столь же	2	2
236	тем как	1	2
237	без которого	1	2
238	то он	1	2
239	когда например	1	2
240	более и	1	2
241	в отдельных	1	2
242	и слова	2	2
243	что по	1	2
244	его к	3	2
245	не дано	1	2
246	он думает	1	2
247	бы только	1	2
248	во многих	1	2
249	он все	3	2
250	он не	15	2
251	не как	3	2
252	из виду	1	2
253	том и	1	2
254	из него	1	2
255	подобно тому	2	2
256	что желание	1	2
257	человека в	1	2
258	значительной степени	1	2
259	бы они	2	2
260	рано или	1	2
261	здесь мы	1	2
262	в мире	4	2
263	об этом	1	2
264	это было	3	2
265	этом мы	1	2
266	тех которые	1	2
267	человек не	1	2
268	она и	1	2
269	в других	1	2
270	что значит	2	2
271	но что	1	2
272	и при	1	2
273	если и	2	2
274	и без	2	2
275	признать что	2	2
276	вопрос о	2	2
277	теми же	1	2
278	лишь один	1	2
279	том же	1	2
280	и вообще	2	2
281	даже в	5	2
282	же мы	1	2
283	можем сказать	1	2
284	тому что	2	2
285	она не	1	2
286	что только	1	2
287	эта мысль	1	2
288	самого начала	8	2
289	мысли в	1	2
290	в сущности	11	2
291	к ней	2	2
292	как она	2	2
293	и мысли	2	2
294	и его	16	2
295	мы бы	1	2
296	что на	1	2
297	не могут	1	2
298	можно сравнить	1	2
299	оно не	1	2
300	и это	4	2
301	не могу	3	2
302	в ее	3	2
303	данном случае	1	2
304	вопрос что	1	2
305	что может	1	2
306	можно было	1	2
307	не с	2	2
308	мы могли	1	2
309	это потому	1	2
310	после того	1	2
311	что его	3	2
312	все в	1	2
313	бы в	3	2
314	в другой	2	2
315	ко второму	1	2
316	еще более	2	2
317	в ту	1	2
318	для самого	1	2
319	но так	3	2
320	происходит в	1	2
321	быть и	2	2
322	один из	2	2
323	тот же	2	2
324	что даже	2	2
325	самого говорящего	1	2
326	бы ни	1	2
327	конечно не	2	2
328	и у	5	2
329	в большинстве	2	2
330	в виде	4	2
331	большинстве случаев	3	2
332	за ним	2	2
333	что будет	1	2
334	не так	1	2
335	никто не	1	2
336	отношение к	6	2
337	человека из	13	2
338	друг друга	2	2
339	или поздно	1	2
340	не были	1	2
341	и даже	7	2
342	с другой	4	2
343	на этот	1	2
344	и нельзя	1	2
345	и прежде	4	2
346	в свою	1	2
347	и быть	1	2
348	было и	2	2
349	стремится к	6	2
350	есть лишь	1	2
351	с которым	7	2
352	на который	2	2
353	к его	1	2
354	как мысль	1	2
355	только для	1	2
356	из которых	1	2
357	по своему	3	2
358	если оно	1	2
359	тому как	2	2
360	а может	2	2
361	быть не	1	2
362	художественное произведение	1	2
363	из тех	1	2
364	и для	8	2
365	а что	3	2
366	от него	6	2
367	быть что	1	2
368	и как	3	2
369	мы должны	5	2
370	во время	2	2
371	я в	4	2
372	хотя в	1	2
373	мысли о	2	2
374	требует чтобы	1	2
375	но эта	1	2
376	из этого	1	2
377	к другим	2	2
378	уже есть	1	2
379	в своих	1	2
380	я сказал	1	1
381	себя как	2	1
382	можно говорить	1	1
383	одним из	1	1
384	мысль развивается	1	1
385	начинается с	1	1
386	того же	2	1
387	он может	2	1
388	идет о	1	1
389	показать что	2	1
390	и разным	1	1
391	к другому	20	1
392	в их	1	1
393	со второй	1	1
394	в несколько	1	1
395	со всех	1	1
396	пока он	1	1
397	бы уже	3	1
398	если я	2	1
399	б и	3	1
400	или наоборот	1	1
401	умным человеком	1	1
402	я может	1	1
403	смысле можно	1	1
404	что никто	1	1
405	степени как	1	1
406	зависимости от	1	1
407	себе что	1	1
408	почти на	2	1
409	всех сторон	1	1
410	слово не	2	1
411	без всякого	1	1
412	свою очередь	1	1
413	меньшей степени	1	1
414	и иначе	1	1
415	разумеется не	1	1
416	дать ему	1	1
417	на них	5	1
418	он сам	5	1
419	себя а	1	1
420	в чем	5	1
421	во всех	2	1
422	ними в	1	1
423	сказать и	1	1
424	друг к	1	1
425	видели что	1	1
426	но не	4	1
427	но как	4	1
428	не все	1	1
429	эта особенность	2	1
430	отличие от	2	1
431	нет и	3	1
432	и речи	1	1
433	можно представить	1	1
434	меньше всего	1	1
435	внутренняя жизнь	1	1
436	словом в	1	1
437	как нам	1	1
438	перед нами	1	1
439	виду и	2	1
440	вообще а	1	1
441	и каждое	1	1
442	в непосредственной	1	1
443	как передать	1	1
444	и отчасти	1	1
445	себе как	2	1
446	та же	2	1
447	а во-вторых	1	1
448	сказать о	1	1
449	он в	4	1
450	то я	1	1
451	в этой	1	1
452	им в	1	1
453	говорят о	1	1
454	жизнь как	1	1
455	это такая	1	1
456	не приводит	1	1
457	слово это	1	1
458	но на	4	1
459	есть ее	1	1
460	этот процесс	1	1
461	вообще не	2	1
462	он ни	3	1
463	раз когда	1	1
464	что же?	1	1
465	и совершенно	1	1
466	в ушах	1	1
467	котором мы	1	1
468	оно должно	2	1
469	и сам	5	1
470	заключают в	1	1
471	на жизнь	1	1
472	глубины души	1	1
473	какой бы	1	1
474	на этом	4	1
475	его можно	1	1
476	что их	1	1
477	но все	5	1
478	а вместе	1	1
479	встречаются и	1	1
480	что этот	1	1
481	полном убеждении	1	1
482	главным образом	1	1
483	значение в	1	1
484	что такой	1	1
485	действует на	1	1
486	же касается	1	1
487	к другу	1	1
488	них не	1	1
489	а его	1	1
490	на все	1	1
491	входит в	2	1
492	речи почти	1	1
493	может стать	1	1
494	он есть	2	1
495	только одно	1	1
496	не ясно	1	1
497	нет в	2	1
498	на второй	1	1
499	далеко не	3	1
500	а прежде	2	1
501	всю жизнь	2	1
502	мы видели	3	1
503	здесь можно	1	1
504	строгом смысле	1	1
505	в передаче	1	1
506	п но	1	1
507	и было	1	1
508	бога и	1	1
509	и того	2	1
510	не мог	5	1
511	одного и	1	1
512	перед собой	1	1
513	бы слово	1	1
514	в эту	1	1
515	дошли до	1	1
516	в своей	3	1
517	мысль и	2	1
518	а пожалуй	1	1
519	мы замечаем	1	1
520	в такой	3	1
521	произведении так	1	1
522	сам и	2	1
523	от себя	6	1
524	предмета объекта	1	1
525	своего рода	2	1
526	вопрос на	1	1
527	и другого	3	1
528	которые в	2	1
529	но он	3	1
530	слова уже	1	1
531	друг другу	4	1
532	в прямом	1	1
533	с человеком	2	1
534	есть еще	1	1
535	должны признать	1	1
536	тому чтобы	2	1
537	на всю	2	1
538	бы быть	1	1
539	для нее	1	1
540	другим на	2	1
541	из слов	1	1
542	в отношении	9	1
543	существует для	1	1
544	что с	3	1
545	но для	3	1
546	на два	1	1
547	его собственного	2	1
548	к изучению	1	1
549	во всякой	1	1
550	слово по	1	1
551	тот процесс	1	1
552	того и	1	1
553	ничего не	4	1
554	них идет	1	1
555	этих двух	1	1
556	или как	2	1
557	того в	1	1
558	в ком	1	1
559	эта для	1	1
560	слове и	1	1
561	во всем	3	1
562	но слово	1	1
563	по первому	1	1
564	на которой	1	1
565	только с	3	1
566	доказать что	1	1
567	как будто	7	1
568	этом отношении	1	1
569	то другой	2	1
570	у меня	6	1
571	от их	1	1
572	и веселья	1	1
573	в среде	1	1
574	лежит в	2	1
575	про себя	3	1
576	я сам	7	1
577	бы кто	1	1
578	явлениям в	1	1
579	его с	4	1
580	бы он	4	1
581	той или	2	1
582	они и	1	1
583	значение таких	1	1
584	которой она	1	1
585	же бы	1	1
586	их внутреннего	1	1
587	в каждой	1	1
588	в применении	1	1
589	как не	1	1
590	в дело	1	1
591	меня в	2	1
592	но при	1	1
593	самим собою	9	1
594	убеждении в	1	1
595	они ни	1	1
596	и человека	1	1
597	в себя	1	1
598	в произведении	1	1
599	с самого	8	1
600	ясно что	1	1
601	всей своей	2	1
602	в пределах	6	1
603	роль в	1	1
604	речи то	1	1
605	как с	1	1
606	в другом	8	1
607	времени и	1	1
608	себя что	1	1
609	сознания и	3	1
610	представить в	1	1
611	является в	1	1
612	и сознательной	1	1
