N	3gram	Tiupa_Lite_3	TeoriaLi
1	по отношению к	4	8
2	в отличие от	5	7
3	я в мире	1	7
4	в том что	4	6
5	то же время	7	6
6	в то же	7	6
7	присутствия в мире	6	5
8	так и не	1	5
9	в данном случае	4	5
10	состоит в том	2	4
11	более или менее	1	4
12	в конечном счете	1	4
13	с другой стороны	2	3
14	тем не менее	1	3
15	в свою очередь	1	3
16	той или иной	2	3
17	в сочетании с	1	2
18	в соответствии с	3	2
19	с точки зрения	3	2
20	тогда как в	3	2
21	в самом начале	1	2
22	с одной стороны	4	2
23	так или иначе	2	2
24	факторов художественного впечатления	1	2
25	и тем самым	2	2
26	не только не	1	2
27	в этой системе	1	2
28	в эстетический объект	1	2
29	сама по себе	1	2
30	не может быть	3	2
31	я и мир	1	1
32	себя в другом	2	1
33	в присутствии эстетического	1	1
34	который может быть	1	1
35	это уже не	1	1
36	раз в том	1	1
37	в е годы	8	1
38	в чистом виде	1	1
39	в той или	1	1
40	самоактуализации личности в	1	1
41	незаместимое место в	1	1
42	этом втором случае	1	1
43	этой точки зрения	1	1
44	в хх веке	3	1
45	позицией уединенного сознания	1	1
46	личности в мире	1	1
47	заветная черта ее	1	1
48	подобно тому как	2	1
49	в том числе	3	1
50	лирического я с	1	1
51	искусству как способу	1	1
52	людей заветная черта	1	1
53	или иной мере	1	1
54	два сверхсхемных ударения	1	1
55	в целом ряде	1	1
56	первых десятилетий хх	3	1
57	в акте эстетического	1	1
58	что произведение искусства	1	1
59	черта ее не	1	1
60	бы то ни	2	1
61	в области искусства	1	1
62	известную цельность как	1	1
63	из того что	2	1
64	присутствие я в	1	1
65	том числе и	2	1
66	действительность в ее	1	1
67	можно охарактеризовать как	1	1
68	эстетического объекта и	1	1
69	именно в этом	1	1
70	как бы личность	1	1
71	субъекта объекта и	1	1
72	никогда не бывает	1	1
73	возлагает на каждого	1	1
74	как раз в	1	1
75	в значительной степени	1	1
76	едва ли не	1	1
77	содержит в себе	1	1
78	в своего рода	2	1
79	если говорить о	1	1
80	то ни было	2	1
81	цельность как бы	1	1
82	форма эстетических отношений	1	1
83	в отношении к	1	1
84	но в отличие	2	1
85	же время оказывается	1	1
86	легко может быть	1	1
87	позиция лирического героя	1	1
88	в близости людей	1	1
89	по большей части	2	1
90	эстетическим субъектом только	1	1
91	художественного мышления и	1	1
92	от художественного восприятия	1	1
93	в связи с	1	1
94	исходит из того	1	1
95	свое незаместимое место	1	1
96	присутствия личности в	1	1
97	только в присутствии	1	1
98	в первую очередь	1	1
99	как бы в	1	1
100	причастности к бытию	1	1
101	субъекта и объекта	1	1
102	объекта и адресата	1	1
103	перейти влюбленности и	1	1
104	по два сверхсхемных	1	1
105	десятилетий хх века	3	1
106	внешних и внутренних	1	1
107	состоит как раз	1	1
108	том что лирическое	1	1
109	субъекта и адресата	1	1
110	я это не	1	1
111	с этой точки	1	1
112	способ присутствия в	1	1
113	это и есть	1	1
114	на свое место	1	1
115	при этом и	1	1
116	о том что	4	1
117	есть в близости	1	1
118	и эстетического адресата	1	1
119	ее не перейти	1	1
120	остаться самим собой	1	1
121	ту или иную	1	1
122	эстетической деятельности в	1	1
123	не перейти влюбленности	1	1
124	между автором и	1	1
125	в общественном сознании	1	1
126	в силу своей	1	1
127	этого текста в	1	1
128	близости людей заветная	1	1
129	в этом втором	1	1
130	что такое искусство?	1	1
131	для того чтобы	1	1
132	как правило приобретает	1	1
133	к сверхличному содержанию	1	1
134	к тому же	5	1
