N	3gram	Bakhtin_Pr_4	Vladivir
1	в том что	2	9
2	в связи с	1	8
3	во всяком случае	1	6
4	в письме к	1	4
5	как мы знаем	1	4
6	дело в том	2	3
7	более или менее	3	3
8	с точки зрения	9	3
9	в отличие от	3	3
10	в то же	5	3
11	в конце концов	1	3
12	так или иначе	1	3
13	у него в	1	3
14	то же время	5	3
15	о том что	2	3
16	хотя и не	2	2
17	том что он	1	2
18	в том же	1	2
19	нам кажется что	3	2
20	как мы сказали	3	2
21	можно было бы	2	2
22	он никогда не	1	2
23	сам по себе	3	2
24	в данном случае	1	2
25	не только в	1	2
26	он уже не	1	2
27	мы будем говорить	1	2
28	а не на	1	2
29	после того как	1	2
30	но дело в	1	2
31	до некоторой степени	1	2
32	но это конечно	1	1
33	не может не	1	1
34	и в конце	1	1
35	прежде всего на	1	1
36	та же самая	1	1
37	на том же	1	1
38	мы уже сказали	2	1
39	также и в	1	1
40	в том числе	4	1
41	в этом случае	1	1
42	как раз и	3	1
43	не было и	1	1
44	сознании и в	2	1
45	до сих пор	8	1
46	и в то	1	1
47	в сознании и	1	1
48	а может быть	1	1
49	в собственном смысле	1	1
50	что в нем	1	1
51	в первых двух	1	1
52	точки зрения того	1	1
53	на этот вопрос	2	1
54	жизнь которую он	1	1
55	почти никогда не	1	1
56	и не в	2	1
57	и не принимает	1	1
58	может быть и	1	1
59	его личности и	1	1
60	но в то	2	1
61	в высшей степени	1	1
62	сообщение о том	1	1
63	не могли быть	1	1
64	мы знаем в	1	1
65	собственном смысле слова	1	1
66	и наконец в	1	1
67	это конечно не	1	1
68	не может быть	8	1
69	в свое время	2	1
70	нельзя сказать о	1	1
71	здесь перед нами	1	1
72	вид что я	1	1
73	в той же	1	1
74	сих пор не	2	1
75	но и она	1	1
76	но только в	1	1
77	я хотел бы	1	1
78	я знаю что	1	1
79	с самого начала	1	1
80	самого начала в	1	1
81	в самом деле	4	1
82	но все же	1	1
83	можно сказать что	2	1
84	в этом смысле	2	1
85	как мы уже	2	1
86	конечно не в	2	1
87	в него и	1	1
88	в одном глазу	1	1
89	и в нем	1	1
90	никак не может	1	1
91	а именно в	1	1
92	к тому же	1	1
