N	3gram	Bakhtin_Pr_3	Sovremen
1	с точки зрения	2	5
2	в зависимости от	2	4
3	не может быть	1	4
4	мы видели что	2	3
5	с самого начала	3	3
6	тем не менее	2	2
7	во всяком случае	1	2
8	каждого из них	1	2
9	в отличие от	1	2
10	не подлежит сомнению	1	2
11	времени и пространства	1	2
12	может быть и	2	2
13	то же самое	1	2
14	и может быть	1	1
15	что иное как	1	1
16	по крайней мере	1	1
17	уже знаем что	1	1
18	мы в дальнейшем	1	1
19	но это уже	1	1
20	сохраняя при этом	1	1
21	в связи с	1	1
22	ровно ничего не	1	1
23	все более и	1	1
24	по отношению к	1	1
25	равно как и	1	1
26	и до сих	1	1
27	как и во	1	1
28	в новое время	4	1
29	в этом смысле	1	1
30	и той же	1	1
31	теперь мы должны	2	1
32	подчеркнуть что дело	1	1
33	один и тот	1	1
34	до наших дней	3	1
35	под углом зрения	3	1
36	в дальнейшем мы	1	1
37	до сих пор	5	1
38	и во всех	3	1
39	вместе с ним	1	1
40	то же время	5	1
41	и в то	2	1
42	но тем не	1	1
43	со всеми ее	1	1
44	есть не что	1	1
45	а может быть	1	1
46	и в новое	2	1
47	более и более	1	1
48	можно было бы	1	1
49	и не может	1	1
50	развития но они	1	1
51	к одному и	2	1
52	той или иной	1	1
53	и прежде всего	5	1
54	что дело идет	1	1
55	может быть только	1	1
56	в то же	5	1
57	который как бы	1	1
58	мы видим что	1	1
59	одной и той	1	1
60	не что иное	1	1
61	как мы видим	1	1
62	но мы уже	1	1
63	со всеми его	1	1
64	мы уже знаем	1	1
65	говорить только о	1	1
66	в том что	3	1
67	этом смысле можно	1	1
68	в обоих случаях	1	1
69	в предыдущей главе	1	1
70	еще раз подчеркнуть	1	1
71	она по существу	1	1
72	на его почве	1	1
73	и тот же	1	1
