N	2gram	Losev_Dial_3	Myshleni
1	то что	14	26
2	в этом	8	25
3	что он	13	25
4	потому что	7	21
5	таким образом	13	19
6	точки зрения	25	18
7	в том	5	18
8	не может	19	18
9	не только	23	16
10	и в	24	16
11	того что	12	16
12	так как	6	16
13	что в	7	16
14	том что	8	15
15	понятий и	1	15
16	так же	4	15
17	для того	3	14
18	в сущности	10	13
19	в процессе	1	13
20	сказать что	4	13
21	вопрос о	5	12
22	и что	15	12
23	и не	27	12
24	из того	2	11
25	в его	2	11
26	но не	2	10
27	в силу	3	10
28	было бы	5	10
29	как мы	2	10
30	только в	5	10
31	а не	26	10
32	с точки	14	9
33	в отношении	1	9
34	может быть	13	9
35	то же	6	8
36	должно быть	3	8
37	как и	7	8
38	если бы	6	8
39	тем самым	3	8
40	в основе	3	8
41	о том	6	8
42	он не	5	8
43	точка зрения	5	8
44	как это	5	8
45	же как	2	7
46	и есть	16	7
47	показали что	1	7
48	в нем	3	7
49	но он	1	7
50	по себе	20	7
51	так и	5	7
52	мы могли	1	7
53	если мы	1	7
54	и на	3	6
55	в мысли	2	6
56	но в	2	6
57	но если	6	6
58	не в	3	6
59	что оно	7	6
60	что все	14	6
61	и следовательно	2	6
62	этот вопрос	1	6
63	мы можем	1	6
64	у него	2	6
65	но и	9	6
66	к тому	4	6
67	в сфере	1	5
68	в такой	1	5
69	мере в	3	5
70	должна быть	6	5
71	мы и	4	5
72	в своем	3	5
73	в которой	1	5
74	он должен	3	5
75	из нее	2	5
76	показывает что	2	5
77	тому что	4	5
78	с ним	1	5
79	что с	1	5
80	в то	5	5
81	тогда когда	5	5
82	того как	1	5
83	никогда не	7	5
84	ничего не	17	5
85	этом отношении	1	5
86	же мере	1	5
87	на вопрос	1	5
88	можно сказать	1	5
89	значит что	24	5
90	тот же	1	5
91	хотя бы	4	5
92	для него	4	5
93	тем что	3	5
94	как бы	3	5
95	это значит	24	5
96	только что	4	5
97	не знает	3	5
98	и то	4	4
99	уже по	2	4
100	той же	3	4
101	что если	2	4
102	ответить на	1	4
103	время как	4	4
104	а только	1	4
105	не то	1	4
106	за пределы	3	4
107	сама по	4	4
108	опирается на	1	4
109	в самом	7	4
110	все эти	3	4
111	вообще не	2	4
112	при этом	2	4
113	подобно тому	4	4
114	и по	2	4
115	это не	4	4
116	такой же	1	4
117	лучшем случае	1	4
118	тому чтобы	1	4
119	не имеет	11	4
120	казалось бы	1	4
121	могут быть	2	4
122	же самое	1	4
123	не есть	54	4
124	еще не	2	4
125	в качестве	1	4
126	так что	8	4
127	то время	4	4
128	не могут	4	4
129	точек зрения	1	4
130	с другой	4	4
131	именно в	2	4
132	к которому	1	4
133	зависит от	2	4
134	что мы	8	4
135	вместе с	1	4
136	тому как	4	4
137	это есть	8	4
138	с этой	5	4
139	в результате	1	4
140	бы в	2	4
141	тем более	3	4
142	как показывает	1	4
143	по одному	2	4
144	этой точки	2	4
145	самом деле	6	3
146	это и	7	3
147	в первом	2	3
148	с таким	1	3
149	мы не	5	3
150	говорить о	4	3
151	как я	2	3
152	понятия в	1	3
153	по своему	1	3
154	он может	1	3
155	но как	2	3
156	с этим	3	3
157	все же	3	3
158	сознания в	2	3
159	и как	8	3
160	то в	2	3
161	чем его	1	3
162	что должно	1	3
163	как с	2	3
164	на этом	2	3
165	и может	1	3
166	и тем	2	3
167	в этих	1	3
168	в их	2	3
169	сих пор	1	3
170	и более	1	3
171	нас к	2	3
172	из которых	3	3
173	не менее	11	3
174	что эта	1	3
175	в смысле	2	3
176	в центр	1	3
177	но что	7	3
178	же самого	1	3
179	только не	10	3
180	больше чем	1	3
181	по своей	1	3
182	и является	2	3
183	и его	5	3
184	связи с	1	3
185	этот закон	1	3
186	все не	1	3
187	в себя	1	3
188	то как	2	3
189	и с	6	3
190	вот почему	1	3
191	никак не	2	3
192	до сих	1	3
193	чудом если	1	3
194	в чем	4	3
195	этих двух	1	3
196	к нему	3	3
197	а потому	1	3
198	что и	6	3
199	в лучшем	1	3
200	одной из	1	3
201	вопрос об	3	3
202	с одной	3	3
203	вопроса о	1	3
204	мы знаем	3	3
205	в одном	1	3
206	а в	2	3
207	от того	4	3
208	еще и	2	3
209	говорит о	4	3
210	прежде всего	8	3
211	не на	6	3
212	в частности	2	3
213	чем в	1	3
214	по существу	2	3
215	может идти	1	3
216	но это	5	3
217	содержится в	2	3
218	процесса в	1	3
219	одной стороны	3	3
220	как на	5	3
221	к этой	2	3
222	ее в	2	3
223	и научных	1	3
224	они не	2	3
225	ту же	1	2
226	отношения к	1	2
227	такое же	1	2
228	что эти	1	2
229	исходит из	2	2
230	не имеют	2	2
231	в зависимости	2	2
232	самых существенных	1	2
233	есть не	9	2
234	сущности это	1	2
235	на свою	1	2
236	я не	6	2
237	есть совершенно	1	2
238	зависимости от	3	2
239	в ней	2	2
240	во всех	1	2
241	что было	1	2
242	его на	2	2
243	стороны и	1	2
244	и к	5	2
245	в этот	1	2
246	котором она	1	2
247	понятие в	1	2
248	учение о	8	2
249	то и	3	2
250	только один	1	2
251	тому же	2	2
252	если он	1	2
253	что она	9	2
254	в корне	1	2
255	факт который	1	2
256	которые только	1	2
257	именно это	1	2
258	но все	1	2
259	что является	1	2
260	в совершенно	1	2
261	в них	5	2
262	все равно	2	2
263	на основании	2	2
264	же самый	2	2
265	понятия и	2	2
266	в котором	1	2
267	как совокупность	1	2
268	самое что	1	2
269	друг другу	1	2
270	и эти	2	2
271	все это	6	2
272	их в	2	2
273	же мы	2	2
274	но они	2	2
275	высшей степени	1	2
276	природу как	1	2
277	необходимо должно	1	2
278	но только	4	2
279	учения о	2	2
280	во всем	3	2
281	ничто не	2	2
282	для другого	1	2
283	то это	9	2
284	факта что	1	2
285	и здесь	2	2
286	должны быть	3	2
287	знает что	1	2
288	иной чем	1	2
289	в виду	7	2
290	точками зрения	1	2
291	совершенно ясно	1	2
292	в истории	4	2
293	отношения и	1	2
294	что у	2	2
295	и логической	2	2
296	не с	1	2
297	эта точка	1	2
298	и поэтому	1	2
299	как чисто	1	2
300	его в	1	2
301	тем или	1	2
302	и требует	1	2
303	представления о	1	2
304	знания и	1	2
305	происходит в	1	2
306	что только	1	2
307	в вопросе	2	2
308	по типу	1	2
309	со всеми	2	2
310	только на	7	2
311	ни одного	1	2
312	же в	2	2
313	эти же	1	2
314	но с	1	2
315	из них	3	2
316	эти три	1	2
317	никто не	2	2
318	вовсе не	13	2
319	к ним	1	2
320	само по	5	2
321	не говорит	3	2
322	образом что	1	2
323	это будет	4	2
324	и даже	13	2
325	своего собственного	2	2
326	себя и	2	2
327	только к	2	2
328	что для	5	2
329	обратиться к	1	2
330	одинаковой мере	3	2
331	у нас	4	2
332	может ли	3	2
333	о чем	1	2
334	во внимание	2	2
335	ни на	3	2
336	и потому	2	2
337	мы говорим	2	2
338	говорили мы	1	2
339	верно что	1	2
340	сознание и	3	2
341	в область	1	2
342	научной мысли	1	2
343	и основной	1	2
344	каждой отдельной	1	2
345	и от	3	2
346	этом вопросе	2	2
347	которых он	1	2
348	об отношении	1	2
349	сознания и	4	2
350	понять что	1	2
351	которая в	1	2
352	в одинаковой	2	2
353	предмета и	1	2
354	или не	5	2
355	от всякого	5	2
356	другой стороны	2	2
357	совершенно не	2	2
358	имеет место	1	2
359	из этого	2	2
360	жизни и	5	2
361	без всяких	1	2
362	в своих	2	2
363	это понятие	1	2
364	во всяком	2	2
365	все что	3	2
366	как чистый	1	1
367	говоря о	1	1
368	всем ее	1	1
369	также и	2	1
370	например в	2	1
371	сам по	5	1
372	на самом	1	1
373	только потому	2	1
374	но тем	1	1
375	к другому	1	1
376	же станут	1	1
377	заключается именно	1	1
378	и больше	4	1
379	другого предмета	1	1
380	и должен	1	1
381	мы уже	3	1
382	объект в	1	1
383	ничего больше	1	1
384	часто бывает	1	1
385	для своего	1	1
386	мы имеем	1	1
387	и ничего	4	1
388	на первом	1	1
389	и о	3	1
390	что уже	1	1
391	знание и	4	1
392	в учении	1	1
393	которого мы	1	1
394	но она	3	1
395	что иное	6	1
396	и ее	3	1
397	же что	1	1
398	себе что	1	1
399	что существует	6	1
400	утверждая что	1	1
401	целое и	2	1
402	меньше чем	2	1
403	и этого	1	1
404	он был	1	1
405	первый план	4	1
406	иное как	6	1
407	бы то	2	1
408	что его	5	1
409	и значит	3	1
410	с его	2	1
411	конечно это	1	1
412	то мы	1	1
413	в ее	1	1
414	и вопрос	1	1
415	они имеют	1	1
416	очевидно и	1	1
417	силу этого	2	1
418	есть по	1	1
419	в общем	1	1
420	для всякого	1	1
421	и будет	1	1
422	есть просто	4	1
423	процессов но	1	1
424	отличаются от	1	1
425	независимо от	1	1
426	что именно	3	1
427	единиц в	1	1
428	знания не	1	1
429	как к	1	1
430	бы при	1	1
431	перед нами	3	1
432	кроме того	6	1
433	просто как	1	1
434	кто не	1	1
435	которая признает	1	1
436	целый ряд	2	1
437	и понимания	2	1
438	с понятием	1	1
439	и наконец	1	1
440	более или	1	1
441	в себе	2	1
442	сказать по	1	1
443	именно эта	1	1
444	из самых	3	1
445	не приходится	1	1
446	точку зрения	1	1
447	что это	12	1
448	сущности и	5	1
449	думать что	2	1
450	что к	1	1
451	имеем в	1	1
452	на то	3	1
453	то этим	1	1
454	но на	2	1
455	случае все	1	1
456	дальше и	1	1
457	именно я	1	1
458	этих законов	1	1
459	уже сама	1	1
460	по самому	1	1
461	мы пользуемся	1	1
462	даже чем	1	1
463	именно то	1	1
464	свою собственную	1	1
465	не как	1	1
466	в понятии	2	1
467	через другое	1	1
468	чтобы это	1	1
469	языком и	1	1
470	одной и	1	1
471	не делая	1	1
472	или иных	1	1
473	одно и	5	1
474	спрашивается что	1	1
475	поскольку она	1	1
476	от нее	1	1
477	есть все	1	1
478	об этом	6	1
479	ими тогда	1	1
480	связанных с	1	1
481	мыслится как	1	1
482	этого мы	2	1
483	за другой	1	1
484	и самыми	1	1
485	только оно	1	1
486	мог бы	1	1
487	в ином	1	1
488	необходимостью что	1	1
489	и этим	3	1
490	ни в	9	1
491	понятий вообще	1	1
492	понятий без	1	1
493	в слове	3	1
494	и уже	2	1
495	которой он	1	1
496	всегда и	1	1
497	несмотря на	2	1
498	как целое	3	1
499	мы до	1	1
500	после этого	1	1
501	как таковой	2	1
502	это очевидно	1	1
503	нисколько не	1	1
504	на первый	4	1
505	ли только	1	1
506	причины и	1	1
507	сознания но	2	1
508	мы приходим	1	1
509	взгляд на	1	1
510	же это	1	1
511	она в	1	1
512	место в	1	1
513	том смысле	1	1
514	представление о	1	1
515	он дает	2	1
516	они уже	1	1
517	от его	2	1
518	это относится	1	1
519	тем не	10	1
520	указывает только	1	1
521	и предполагает	1	1
522	знает ни	1	1
523	возможно только	6	1
524	идти не	1	1
525	как видим	2	1
526	какие существуют	1	1
527	это вопрос	1	1
528	имели в	1	1
529	бывает в	1	1
530	с которой	2	1
531	она не	3	1
532	есть нечто	23	1
533	что ему	1	1
534	дело не	1	1
535	отличается от	8	1
536	она существует	1	1
537	надо все	1	1
538	если сущность	1	1
539	и притом	5	1
540	и сама	5	1
541	когда они	1	1
542	иметь в	2	1
543	совершенно правильно	1	1
544	из него	1	1
545	на котором	2	1
546	о природе	1	1
547	что ни	1	1
548	в самой	1	1
549	они являются	1	1
550	другой как	1	1
551	к ней	1	1
552	в другую	1	1
553	такая же	1	1
554	происходит как	1	1
555	представление об	1	1
556	действительно существует	1	1
557	входят в	1	1
558	уже и	3	1
559	так то	1	1
560	и делает	1	1
561	что на	1	1
562	в каком	3	1
563	перед ним	1	1
564	чистом виде	1	1
565	у различных	1	1
566	если его	1	1
567	что можно	2	1
568	есть только	12	1
569	с логической	1	1
570	предметов в	1	1
571	как только	1	1
572	для такого	2	1
573	как для	1	1
574	раз навсегда	2	1
575	тот и	1	1
576	но к	1	1
577	если же	8	1
578	и он	2	1
579	в применении	1	1
580	для себя	2	1
581	и которая	1	1
582	из всего	1	1
583	более не	2	1
584	с ее	1	1
585	не существует	10	1
586	всего этого	2	1
587	не могу	1	1
588	без всякого	1	1
589	только при	1	1
590	только то	1	1
591	вопрос что	1	1
592	не те	1	1
593	и совершенно	1	1
594	до самого	1	1
595	ясно что	7	1
596	и которые	1	1
597	есть также	2	1
598	остается только	1	1
599	строго говоря	1	1
600	то всякая	1	1
601	для этого	2	1
602	но может	1	1
603	связанное с	1	1
604	прибегнуть к	1	1
605	движения и	3	1
606	и той	1	1
607	или только	4	1
608	чего она	1	1
609	что каждый	1	1
610	ясным что	1	1
611	что существуют	1	1
612	или на	1	1
613	это даже	1	1
614	требует для	1	1
615	нужно в	1	1
616	на что	2	1
617	этом заключается	1	1
618	понятие и	1	1
619	это часто	1	1
620	и во	2	1
621	мы показали	1	1
622	этого у	1	1
623	предполагает какое-то	1	1
624	у птиц	1	1
625	которая обычно	1	1
626	и только	6	1
627	не более	1	1
628	предмета который	1	1
629	если эта	1	1
630	все время	3	1
631	как объяснить	2	1
632	если взять	1	1
633	в сферу	3	1
634	известно что	1	1
635	но так	1	1
636	понятие из	1	1
637	которым мы	1	1
638	понятие поэтому	1	1
639	скажем что	1	1
640	всяком случае	2	1
641	потребности и	1	1
642	ее от	2	1
643	в природе	2	1
644	этот факт	1	1
645	непрерывно и	1	1
646	их не	2	1
647	это же	3	1
648	есть в	3	1
649	не можем	2	1
650	одном и	1	1
651	себя в	2	1
652	и они	2	1
653	чтобы он	1	1
654	как например	2	1
655	в виде	8	1
656	не обладают	1	1
657	что не	5	1
658	отношения не	1	1
659	а это	1	1
660	каким образом	1	1
661	а то	1	1
662	при помощи	3	1
663	и обратно	1	1
664	только одно	2	1
665	не так	1	1
666	представить себе	1	1
667	содержания и	1	1
668	мы находим	1	1
669	тогда как	1	1
670	много раз	1	1
671	только сказать	1	1
672	в систему	1	1
673	каждый из	1	1
674	и никогда	1	1
675	это было	3	1
676	как раз	7	1
677	же невозможно	1	1
678	этого понятия	1	1
679	в других	1	1
680	само собой	1	1
681	были бы	1	1
682	объект а	1	1
683	из двух	3	1
684	знает не	1	1
685	нет если	2	1
686	другого и	1	1
687	со стороны	2	1
688	или иной	4	1
689	даже не	6	1
690	тогда это	2	1
691	безразличным для	1	1
692	же раз	1	1
693	или иначе	2	1
694	здесь в	1	1
695	мы никогда	1	1
696	и прежде	3	1
697	говорил что	2	1
698	как же	5	1
699	одному тому	2	1
700	деле если	1	1
701	не было	3	1
702	этого не	2	1
703	а главное	1	1
704	или нет?	2	1
705	что обычно	1	1
706	без которых	2	1
707	если эти	1	1
708	первые две	1	1
709	если не	3	1
710	в связи	1	1
711	есть одно	1	1
712	же необходимо	1	1
713	нет никаких	2	1
714	связь с	1	1
715	уже о	2	1
716	материал и	1	1
717	внимания к	1	1
718	за эти	1	1
719	в одной	3	1
720	относятся к	1	1
721	вопросе о	2	1
722	мы исходим	1	1
723	сама же	2	1
724	ибо это	1	1
725	влияния на	1	1
726	если так	1	1
727	менее эта	1	1
728	в данном	2	1
729	а если	3	1
730	она есть	10	1
731	этим мы	1	1
732	применении к	1	1
733	что всякое	1	1
734	но который	1	1
735	что же	11	1
736	или менее	1	1
737	да и	1	1
738	из отдельных	1	1
739	этого учения	1	1
740	в чистом	1	1
741	иначе мы	1	1
742	никто никогда	1	1
743	и таким	1	1
744	ничего кроме	1	1
745	но для	2	1
746	или по	1	1
747	образом как	1	1
748	случае он	1	1
749	тех или	2	1
750	только мы	1	1
751	и для	2	1
752	бы говорить	1	1
753	и ко	1	1
754	природе как	2	1
755	о логическом	1	1
756	единой концепции	1	1
757	мы только	1	1
758	но остается	1	1
759	вытекает только	1	1
760	своей собственной	1	1
761	на знание	1	1
762	как именно	2	1
763	для нас	2	1
764	особого рода	3	1
765	от него	1	1
766	и все	6	1
767	и новое	1	1
768	менее чем	1	1
769	из себя	2	1
770	или нет	5	1
771	той или	2	1
772	к признанию	2	1
773	отношении не	1	1
774	для жизни	1	1
775	но зато	1	1
776	если все	1	1
777	что этот	2	1
778	в психологии	1	1
779	между ними	1	1
780	была бы	3	1
781	это на	1	1
782	или иного	2	1
783	не что	6	1
784	оно не	6	1
785	если то	1	1
786	сила и	1	1
787	это так	1	1
788	но еще	2	1
789	на ту	1	1
790	и это	4	1
791	того или	3	1
792	по которому	2	1
793	особенности с	1	1
794	которая не	1	1
795	смысле что	1	1
