N	2gram	Bakhtin_Fr_6	Problema
1	то есть	24	39
2	то что	10	38
3	вовсе не	7	37
4	и не	3	37
5	и в	41	35
6	не только	10	24
7	сказать что	6	24
8	том что	7	19
9	у нас	4	18
10	о том	9	18
11	может быть	2	18
12	в этом	12	17
13	и вообще	4	16
14	настоящее время	1	16
15	но и	13	16
16	в настоящее	1	16
17	в языке	1	15
18	что мы	2	14
19	только в	3	14
20	не менее	1	13
21	потому что	3	13
22	не может	4	13
23	и что	5	13
24	также и	6	12
25	того что	3	12
26	в том	2	12
27	не просто	1	11
28	никак не	3	11
29	и даже	4	11
30	так что	2	11
31	прежде всего	10	11
32	что в	7	11
33	в таком	1	11
34	и то	2	10
35	говорить о	2	10
36	еще не	1	10
37	ничего не	1	10
38	и с	16	10
39	а не	2	10
40	в данном	3	10
41	да и	1	10
42	тем более	2	10
43	в этой	8	9
44	если мы	2	9
45	что же	1	9
46	для нас	2	9
47	значение и	1	8
48	все же	4	8
49	по себе	1	8
50	есть только	3	8
51	ясно что	1	8
52	было бы	3	8
53	уже не	1	8
54	как раз	2	8
55	есть нечто	2	7
56	все эти	11	7
57	мы не	2	7
58	не имеет	1	7
59	не является	1	7
60	в конце	2	7
61	так и	5	7
62	казалось бы	1	7
63	в его	7	7
64	конце концов	1	7
65	так как	10	7
66	с другой	4	6
67	к сожалению	1	6
68	и вовсе	2	6
69	но в	8	6
70	что все	2	6
71	был бы	2	6
72	мы можем	1	6
73	как будто	1	6
74	можно сказать	1	6
75	ни в	1	6
76	в области	2	6
77	а именно	2	6
78	о чем	1	6
79	но это	3	6
80	и для	3	6
81	не существует	1	6
82	в то	6	6
83	то же	5	5
84	между собой	1	5
85	с этим	3	5
86	в самом	10	5
87	в себе	5	5
88	с другими	3	5
89	но уже	2	5
90	как и	7	5
91	представление о	2	5
92	есть именно	2	5
93	связи с	2	5
94	той или	1	5
95	и это	1	5
96	как мы	12	5
97	данном случае	2	5
98	можно было	1	5
99	и на	9	5
100	с одной	4	5
101	одной стороны	4	5
102	или иной	1	5
103	еще и	1	5
104	что не	3	5
105	другой стороны	2	5
106	в частности	2	5
107	так же	5	5
108	кроме того	9	5
109	в связи	1	5
110	и все	9	5
111	самом деле	4	4
112	на самом	1	4
113	что если	2	4
114	не вполне	1	4
115	не был	2	4
116	но не	2	4
117	в своем	5	4
118	и как	4	4
119	более или	1	4
120	всех этих	2	4
121	их в	2	4
122	таким образом	17	4
123	заключается в	2	4
124	и тем	1	4
125	далеко не	1	4
126	которой он	1	4
127	между собою	5	4
128	на первый	3	4
129	или менее	1	4
130	в этих	2	4
131	но если	2	4
132	не будем	2	4
133	собой и	1	4
134	в отношении	1	4
135	до сих	3	4
136	но только	1	4
137	стороны и	2	4
138	не могут	2	4
139	и вполне	1	4
140	и о	1	4
141	и здесь	1	4
142	значение в	2	4
143	всякого рода	1	4
144	тот же	4	4
145	что он	6	4
146	есть в	3	4
147	тем что	5	4
148	и самый	3	4
149	ни о	1	4
150	мы говорим	1	4
151	подобного рода	1	4
152	как бы	7	4
153	слова и	1	4
154	сих пор	3	4
155	все это	11	4
156	в результате	4	4
157	а в	4	4
158	мы здесь	1	3
159	это и	2	3
160	в их	1	3
161	мы уже	18	3
162	то это	1	3
163	мы еще	2	3
164	первый план	3	3
165	в нашем	1	3
166	нет и	1	3
167	и речи	1	3
168	что они	2	3
169	в истории	2	3
170	хотя и	2	3
171	не было	1	3
172	и к	1	3
173	только то	1	3
174	в целом	1	3
175	бы не	1	3
176	из этих	2	3
177	и тот	2	3
178	при этом	3	3
179	по самому	1	3
180	перестает быть	1	3
181	и по	1	3
182	лишь в	2	3
183	его в	1	3
184	с тем	1	3
185	несмотря на	1	3
186	и того	1	3
187	сосредоточиться на	1	3
188	не во	1	3
189	нас не	3	3
190	никто не	2	3
191	гуманитарных наук	1	3
192	но эта	2	3
193	этой области	1	3
194	при всех	1	3
195	или что	1	3
