N	2gram	Vygotskiy__1	formyVre
1	и в	31	50
2	то есть	26	33
3	в этом	12	25
4	в нем	2	24
5	человека в	1	17
6	и его	7	16
7	в литературе	1	16
8	прежде всего	4	15
9	как мы	2	14
10	и не	16	14
11	в его	6	13
12	вовсе не	6	13
13	как раз	2	13
14	по существу	4	12
15	так и	3	12
16	человека и	2	11
17	то же	5	11
18	таким образом	20	11
19	может быть	22	11
20	и как	2	10
21	но в	3	10
22	времени и	1	10
23	с его	1	9
24	роль в	3	9
25	не только	13	9
26	в то	5	9
27	ничего не	2	9
28	в том	30	9
29	в конце	3	9
30	в других	1	9
31	в особенности	1	9
32	и др	1	9
33	и т	26	8
34	того же	2	8
35	и на	1	8
36	в самом	11	8
37	ни в	9	8
38	т п	16	8
39	жизни в	1	8
40	его жизни	1	8
41	но и	2	8
42	и их	2	8
43	как и	16	8
44	жизни и	3	8
45	это время	1	7
46	характер и	1	7
47	для себя	1	7
48	и во	2	7
49	не было	3	7
50	в условиях	1	7
51	например в	3	6
52	время в	1	6
53	во всех	1	6
54	как в	9	6
55	с этим	3	6
56	все же	5	6
57	не оставляет	1	6
58	это не	1	6
59	и того	1	6
60	в их	1	6
61	так как	18	6
62	в ее	5	6
63	связи с	1	6
64	в жизни	2	6
65	у него	4	6
66	то что	32	6
67	в частности	3	6
68	не может	17	6
69	так же	12	6
70	в результате	4	6
71	и все	5	6
72	время как	5	5
73	еще не	1	5
74	но не	3	5
75	отнюдь не	6	5
76	и у	4	5
77	не в	11	5
78	он не	3	5
79	одного и	2	5
80	в основе	2	5
81	того чтобы	7	5
82	точки зрения	15	5
83	только и	1	5
84	могут быть	11	5
85	но все	1	5
86	в пределах	1	5
87	если бы	6	5
88	для того	6	5
89	в связи	2	5
90	что в	23	5
91	и другие	4	5
92	и то	2	4
93	и это	3	4
94	в ней	1	4
95	в своем	3	4
96	конечно не	1	4
97	то время	5	4
98	время и	1	4
99	и с	2	4
100	в них	2	4
101	том что	16	4
102	в котором	4	4
103	в процессе	5	4
104	потому что	10	4
105	понятно что	1	4
106	или как	2	4
107	и следовательно	2	4
108	только в	14	4
109	до конца	6	4
110	в той	1	4
111	все это	8	4
112	между собой	1	4
113	и для	5	4
114	судьбы и	1	4
115	романе и	1	4
116	том числе	1	4
117	в движение	1	3
118	по преимуществу	1	3
119	а как	1	3
120	есть не	2	3
121	мы не	12	3
122	в сущности	10	3
123	в виду	4	3
124	значение и	1	3
125	искусстве и	1	3
126	хотя и	3	3
127	в себе	4	3
128	и те	1	3
129	вследствие этого	1	3
130	все ее	1	3
131	при этом	19	3
132	проходят через	1	3
133	одно и	1	3
134	в основу	2	3
135	его в	2	3
136	и других	3	3
137	эти моменты	1	3
138	здесь нет	1	3
139	и уже	1	3
140	и вне	1	3
141	между ними	1	3
142	в этих	4	3
143	их в	2	3
144	этом отношении	2	3
145	не могут	3	3
146	к тому	4	3
147	формы и	5	3
148	нас в	2	3
149	нем не	1	3
150	что и	13	3
151	во всей	1	3
152	один из	4	3
153	мы видим	5	3
154	одной из	1	3
155	и ее	1	3
156	с одной	5	3
157	со всеми	4	3
158	в качестве	2	3
159	только на	3	3
160	же в	1	3
161	был бы	5	3
162	одно из	2	3
163	в одном	2	3
164	до сих	3	3
165	связаны с	1	3
166	именно в	1	3
167	мы еще	1	3
168	себя и	2	3
169	с тем	3	3
170	быть только	1	3
171	а не	13	3
172	вместе с	8	3
173	и потому	2	3
174	сих пор	3	3
175	или в	1	3
176	а в	6	3
177	сказать что	7	3
178	имеет место	2	3
179	к этому	4	3
180	в таком	3	3
181	во всяком	8	3
182	смысле слова	3	2
183	же как	4	2
184	тех же	2	2
185	той же	3	2
186	на материале	1	2
187	вопрос о	3	2
188	и изучает	2	2
189	но она	1	2
190	принадлежит к	1	2
191	в широком	1	2
192	в различных	1	2
193	в чем	2	2
194	не без	1	2
195	на другой	1	2
196	друг к	1	2
197	оно уже	1	2
198	совсем не	3	2
199	а только	2	2
200	лежит вне	1	2
201	нет и	1	2
202	в центре	1	2
203	же и	1	2
204	для всех	4	2
205	стороны и	3	2
206	с их	1	2
207	и нет	1	2
208	не являются	1	2
209	и к	3	2
210	имеет в	2	2
211	в целом	5	2
212	тому же	3	2
213	выражение в	1	2
214	как бы	5	2
215	как он	2	2
216	всей его	1	2
217	широком смысле	1	2
218	как оно	1	2
219	по самому	5	2
220	и еще	1	2
