N	2gram	Vinokur_Ku_3	Myslijsy
1	потому что	12	33
2	то что	4	29
3	может быть	14	26
4	таким образом	9	24
5	в этом	16	23
6	в том	22	23
7	и в	23	23
8	в слове	4	22
9	и не	10	18
10	что в	13	17
11	в языке	7	16
12	при этом	6	15
13	только в	6	15
14	то же	6	14
15	в себе	1	14
16	как и	5	14
17	того что	11	14
18	так как	9	14
19	для нас	4	14
20	если бы	8	13
21	не было	4	12
22	а не	11	12
23	том что	11	12
24	что я	1	11
25	не в	5	11
26	по себе	6	11
27	но и	3	11
28	не может	6	11
29	что слово	3	10
30	по отношению	3	10
31	не только	17	10
32	для меня	2	10
33	тем что	5	10
34	что мы	2	10
35	и потому	1	10
36	внутренней формы	2	10
37	между тем	4	9
38	не есть	3	9
39	мы не	3	8
40	то это	3	8
41	в своем	4	8
42	но в	2	8
43	было бы	16	8
44	тогда когда	4	8
45	о том	6	8
46	сказать что	7	8
47	отношению к	2	8
48	и т	54	7
49	мы говорим	4	7
50	поэзии и	1	7
51	очевидно что	3	7
52	как в	4	7
53	с этим	1	7
54	что это	3	7
55	в силу	6	7
56	когда я	1	7
57	что такое	4	7
58	мысли и	2	7
59	это не	3	7
60	что язык	1	7
61	и что	7	7
62	что и	6	7
63	язык есть	4	7
64	вовсе не	5	7
65	с тем	6	7
66	могут быть	6	7
67	этого слова	4	7
68	что если	2	6
69	независимо от	5	6
70	и к	3	6
71	в которой	1	6
72	известно что	1	6
73	того как	7	6
74	когда мы	3	6
75	так и	6	6
76	тех пор	4	6
77	слово с	1	6
78	что не	4	6
79	заметить что	1	6
80	до тех	4	6
81	для того	12	6
82	в ряду	3	6
83	вместе с	2	6
84	тем и	1	6
85	и то	1	5
86	говорить о	6	5
87	не то	2	5
88	один и	2	5
89	хотя и	5	5
90	бы и	3	5
91	как бы	5	5
92	так сказать	2	5
93	слово есть	3	5
94	и мы	1	5
95	должно быть	7	5
96	по крайней	1	5
97	не менее	12	5
98	поэтического произведения	1	5
99	не имеет	3	5
100	внимание на	2	5
101	к нему	1	5
102	крайней мере	1	5
103	не можем	1	5
104	уже в	3	5
105	только тогда	4	5
106	в его	11	5
107	для него	1	5
108	само по	1	5
109	поэзия и	3	5
110	что же	5	5
111	слова и	7	5
112	этом случае	4	5
113	все это	2	5
114	тем более	5	5
115	язык не	2	5
116	а в	5	5
117	таким же	1	5
118	во всяком	2	5
119	если б	1	4
120	сам по	3	4
121	есть не	3	4
122	и о	4	4
123	что как	3	4
124	думать что	1	4
125	что все	2	4
126	и с	3	4
127	его в	2	4
128	с другими	2	4
129	и тем	6	4
130	мы имеем	2	4
131	точки зрения	23	4
132	в котором	2	4
133	когда человек	1	4
134	сих пор	8	4
135	тем не	9	4
136	т п	41	4
137	и более	3	4
138	в то	3	4
139	того чтобы	11	4
140	это слово	1	4
141	в каком	3	4
142	языке и	1	4
143	же самое	1	4
144	если же	2	4
145	без сомнения	1	4
146	каждый раз	1	4
147	на вопрос	3	4
148	можно сказать	2	4
149	что он	6	4
150	хотя бы	9	4
151	то и	2	4
152	в одном	2	4
153	тогда как	1	4
154	от того	5	4
155	до сих	8	4
156	а именно	3	4
157	как же	3	4
158	этом слове	1	4
159	самое слово	1	4
160	так же	2	4
161	в данном	7	4
162	в той	4	4
163	слов в	1	4
164	есть уже	1	4
165	слово в	3	4
166	между ними	1	4
167	только как	4	4
168	по поводу	3	4
169	слова то	1	4
170	тем самым	4	4
171	в таком	4	4
172	нашего языка	2	3
173	например в	1	3
174	языка с	1	3
175	самом деле	14	3
176	на самом	3	3
177	и есть	5	3
178	в первом	5	3
179	что эти	2	3
180	слова в	4	3
181	той же	3	3
182	ответить на	2	3
183	которое в	2	3
184	еще не	9	3
185	и на	1	3
186	то мы	3	3
187	к слову	1	3
188	там где	3	3
189	в самом	13	3
190	формы в	1	3
191	все эти	7	3
192	бы не	3	3
193	так в	2	3
194	и тот	2	3
195	и если	2	3
196	т д	8	3
197	в каждом	1	3
198	не будет	1	3
199	том случае	4	3
200	лишь в	8	3
201	все равно	1	3
202	не всегда	1	3
203	ведет к	1	3
204	с точки	16	3
205	но это	5	3
206	чем более	1	3
207	в которых	3	3
208	положим что	1	3
209	внешняя форма	1	3
210	говорим что	1	3
211	что есть	2	3
212	на себе	1	3
213	только не	1	3
214	никогда не	1	3
215	же время	1	3
216	связи с	6	3
217	так то	2	3
218	должны быть	1	3
219	к тому	3	3
220	со значением	2	3
221	языка и	2	3
222	те же	7	3
223	ту же	1	3
224	мы в	1	3
225	в виду	8	3
226	связь между	3	3
227	и только	3	3
228	вообще и	3	3
229	с ними	1	3
230	этот вопрос	3	3
231	то в	3	3
232	и так	1	3
233	уже не	8	3
234	в значении	2	3
235	в поэзии	5	3
236	при помощи	1	3
237	и их	1	3
238	всяком случае	1	3
239	со стороны	1	3
240	именно в	3	3
241	до этого	1	3
242	новых слов	1	3
243	лишь тогда	1	3
244	в речи	1	3
245	так называемых	1	3
246	более чем	2	3
247	поэтический образ	1	3
248	это есть	1	3
249	между прочим	8	3
250	в смысле	1	3
251	кроме того	2	3
252	что то	1	3
253	в этих	2	3
254	только что	2	3
255	давно уже	1	3
256	я говорю	1	3
257	и вместе	1	3
258	в процессе	3	3
259	таком случае	2	2
260	самых разнообразных	1	2
261	наук о	1	2
262	на деле	1	2
263	такое же	1	2
264	отношения между	4	2
265	можно лишь	1	2
266	уже по	1	2
267	как мы	5	2
268	я не	5	2
269	мы и	1	2
270	же что	1	2
271	есть вместе	1	2
272	собою и	1	2
273	в ней	3	2
274	и говорить	2	2
275	не нужно	1	2
276	столь же	4	2
277	в различных	2	2
278	это а	1	2
279	тем как	1	2
280	то он	3	2
281	внутренняя форма	3	2
282	значение и	1	2
283	и я	2	2
284	же с	1	2
285	одном из	1	2
286	имеет в	2	2
287	это можно	1	2
288	в нашем	7	2
289	из этих	5	2
290	что она	5	2
291	своем распоряжении	1	2
292	как оно	1	2
293	он все	1	2
294	он не	3	2
295	данного слова	1	2
296	не значит	5	2
297	состоит в	2	2
298	не как	2	2
299	отношений между	2	2
300	но самое	1	2
301	бы язык	1	2
302	здесь мы	1	2
303	пока мы	2	2
304	поэтому можно	1	2
305	тех которые	1	2
306	чем в	2	2
307	можно считать	1	2
308	мысли что	1	2
309	что значит	4	2
310	но что	1	2
311	и при	2	2
312	если и	2	2
313	по тому	2	2
314	представить себе	1	2
315	и без	2	2
316	не требующим	1	2
317	что до	1	2
318	о языке	6	2
319	от его	1	2
320	признать что	1	2
321	вопрос о	11	2
322	перед собою	3	2
323	или что	1	2
324	даже в	1	2
325	же мы	4	2
326	тому что	4	2
327	судить по	1	2
328	она не	3	2
329	в таких	2	2
330	в сущности	4	2
331	дело не	2	2
332	и его	1	2
333	что на	3	2
334	в области	14	2
335	у нас	10	2
336	в остальных	1	2
337	не могут	5	2
338	образом что	1	2
339	значение этого	1	2
340	в ее	4	2
341	данном случае	4	2
342	на той	1	2
343	на том	2	2
344	можно было	11	2
345	не с	2	2
346	можно только	1	2
347	свою мысль	1	2
348	по признаку	1	2
349	пор пока	4	2
350	и здесь	2	2
351	в самой	1	2
352	то уже	1	2
353	все содержание	1	2
354	но мы	2	2
355	это потому	1	2
356	после того	6	2
357	нас в	3	2
358	можно видеть	2	2
359	тем менее	1	2
