N	3gram	Vygotskiy__1	Freidism
1	с точки зрения	18	11
2	по отношению к	7	8
3	во всяком случае	3	7
4	не может быть	5	7
5	в самом деле	2	6
6	в зависимости от	2	4
7	то же время	2	4
8	в то же	2	4
9	в данном случае	2	4
10	на самом деле	1	4
11	можно сказать что	4	4
12	как мы уже	1	4
13	если бы он	2	3
14	для того чтобы	15	3
15	в собственном смысле	5	3
16	на этот вопрос	2	3
17	и той же	2	3
18	с помощью которых	1	3
19	в свою очередь	3	3
20	с самого начала	8	3
21	в конечном счете	1	3
22	одной и той	2	3
23	то же самое	3	2
24	до сих пор	4	2
25	и не может	1	2
26	в отличие от	1	2
27	внешний мир в	1	2
28	а с другой	2	2
29	благодаря тому что	2	2
30	все то что	1	2
31	во всех своих	1	2
32	в этом отношении	4	2
33	не в силах	1	2
34	во внешнем мире	1	2
35	в настоящей главе	1	2
36	с одной стороны	8	2
37	тем не менее	1	2
38	мы уже знаем	1	2
39	в высшей степени	4	2
40	в конце концов	1	2
41	мы видели что	1	2
42	и с помощью	1	2
43	т.е то что	1	1
44	том что в	2	1
45	как в отношении	1	1
46	приведенные нами выше	1	1
47	последовательно и до	1	1
48	один из основных	1	1
49	даже тогда когда	1	1
50	так как они	1	1
51	обстояло дело в	1	1
52	что в данном	1	1
53	и в отношении	3	1
54	о себе и	1	1
55	но тем не	1	1
56	и нигде не	1	1
57	как раз и	1	1
58	т.е в конечном	1	1
59	о которой мы	1	1
60	что с точки	1	1
61	единства и целостности	1	1
62	как и все	1	1
63	того что мы	1	1
64	в свою противоположность	1	1
65	только то что	1	1
66	в себе и	1	1
67	мы и должны	1	1
68	из того что	5	1
69	именно в области	1	1
70	что мы знаем	1	1
71	или по крайней	1	1
72	остается ничего другого	2	1
73	подразделить на две	1	1
74	по крайней мере	1	1
75	он приходит к	1	1
76	ни в какой	2	1
77	ничего другого как	2	1
78	в чем заключается	1	1
79	и до конца	1	1
80	и со стороны	1	1
81	в основе всей	2	1
82	с их помощью	1	1
83	того что нам	1	1
84	однако и здесь	1	1
85	таким образом и	2	1
86	целым рядом новых	1	1
87	но вместе с	4	1
88	это как мы	1	1
89	по сравнению с	5	1
90	он не пытается	1	1
91	приходит к выводу	3	1
92	в такой же	3	1
93	мы говорили выше	2	1
94	находит свое выражение	1	1
95	собственном смысле слова	1	1
96	ответ на этот	2	1
97	не остается ничего	3	1
98	в целом ряде	1	1
99	ситуации в которой	1	1
100	и пр и	1	1
101	свою противоположность и	1	1
102	и речи мы	1	1
103	мы сейчас же	1	1
104	ребенка в эту	1	1
105	и все другие	1	1
106	в своем изложении	1	1
107	и вот в	1	1
108	смысле слова и	1	1
109	прежде всего от	1	1
110	в возрасте после	1	1
111	как уже сказано	6	1
112	то обстоятельство что	1	1
113	мы не можем	1	1
114	от того что	2	1
115	тех же самых	1	1
116	в то время	5	1
117	говорить о том	1	1
118	то что мы	1	1
119	не может служить	1	1
120	о том что	6	1
121	собственном смысле этого	3	1
122	к выводу что	4	1
123	в какой связи	1	1
124	не только не	1	1
125	который господствовал в	1	1
126	от них и	1	1
127	и в психологии	1	1
128	в связь с	1	1
129	той или иной	1	1
130	но все же	1	1
131	или во всяком	1	1
132	свою очередь является	1	1
133	так обстояло дело	1	1
134	смысле этого слова	3	1
135	образов в один	1	1
136	с этим вопросом	1	1
137	которой мы говорили	1	1
138	в этом смысле	1	1
139	в направлении к	1	1
140	части нашей работы	1	1
141	от того насколько	1	1
142	потому что оно	1	1
143	пр и пр	1	1
144	и т д	1	1
145	то же что	1	1
146	сделать вывод что	1	1
147	в том что	15	1
148	она не может	1	1
149	является как бы	1	1
150	можно подразделить на	1	1
151	но эти влияния	1	1
