N	2gram	Tiupa_Lite_3	Tvorches
1	и в	16	21
2	как бы	8	17
3	в то	9	15
4	то же	9	13
5	времени в	1	13
6	в его	6	13
7	то есть	5	12
8	как и	5	12
9	же время	7	12
10	что в	2	12
11	с его	6	11
12	том что	8	11
13	все это	1	10
14	в романе	3	10
15	как в	5	8
16	он не	1	8
17	то что	12	8
18	в году	5	7
19	и на	2	7
20	но в	3	7
21	не только	14	7
22	при этом	15	7
23	тем самым	7	7
24	у него	1	7
25	и не	22	7
26	в том	12	7
27	в свою	2	7
28	в этом	14	6
29	человека в	2	6
30	в котором	1	6
31	не менее	2	6
32	и его	6	6
33	он сам	1	6
34	о том	6	6
35	и все	1	6
36	что он	5	6
37	для него	2	6
38	xix века	2	6
39	а в	5	6
40	жизни в	4	6
41	отнюдь не	3	5
42	все же	2	5
43	в этой	8	5
44	вовсе не	1	5
45	в своих	2	5
46	в русской	1	5
47	потому что	3	5
48	как будто	4	5
49	только в	7	5
50	может быть	12	5
51	а не	12	5
52	но это	1	5
53	это уже	1	5
54	хотя бы	1	5
55	конечном счете	1	4
56	в своем	1	4
57	и как	3	4
58	в целом	5	4
59	в человеке	1	4
60	самим собой	3	4
61	это не	5	4
62	в своей	7	4
63	мысли и	1	4
64	своего рода	10	4
65	не случайно	3	4
66	по сути	1	4
67	в мире	16	4
68	времени и	1	4
69	в конечном	1	4
70	одной из	1	4
71	прежде всего	3	4
72	не может	8	4
73	и от	1	4
74	один из	2	4
75	одним из	4	4
76	я и	10	3
77	о свободе	1	3
78	и т	1	3
79	на самом	1	3
80	это и	1	3
81	той же	3	3
82	я не	2	3
83	время в	2	3
84	что я	5	3
85	со всеми	2	3
86	человеческих отношений	1	3
87	хотя и	4	3
88	героев достоевского	1	3
89	в самом	3	3
90	представляет собой	2	3
91	в нем	2	3
92	в россии	1	3
93	на его	3	3
94	в каждом	1	3
95	и с	2	3
96	и других	1	3
97	на протяжении	1	3
98	соответствии с	5	3
99	далеко не	2	3
100	в их	1	3
101	место в	4	3
102	даже в	4	3
103	не по	1	3
104	никогда не	4	3
105	приходит к	1	3
106	с ее	3	3
107	в ту	2	3
108	того что	9	3
109	который в	1	3
110	по мнению	1	3
111	человеческой личности	1	3
112	уже не	3	3
113	уже в	1	3
114	так как	1	3
115	в соответствии	3	3
116	и даже	2	3
117	с другой	6	3
118	но и	14	3
119	к человеку	1	3
120	но не	4	3
121	в книге	1	3
122	это как	3	3
123	жизни и	3	3
124	ее в	2	3
125	так же	2	3
126	того же	2	2
127	самом деле	3	2
128	некоторые из	1	2
129	в первом	2	2
130	по преимуществу	1	2
131	вот оно	1	2
132	есть не	1	2
133	за два	1	2
134	кто же	1	2
135	и он	1	2
136	героя и	1	2
137	в ней	1	2
138	в отличие	5	2
139	людей в	1	2
140	во имя	1	2
141	в чем	1	2
142	если в	1	2
143	отличие от	5	2
144	когда он	2	2
145	и наконец	3	2
146	то в	3	2
147	но без	2	2
148	в себе	6	2
149	тем не	1	2
150	так сказать	1	2
151	в принципе	2	2
152	романного времени	1	2
153	в зеркало	1	2
154	здесь мы	1	2
155	а затем	3	2
156	на лестнице	1	2
157	о котором	1	2
158	а по	2	2
159	действительности в	2	2
160	на миг	1	2
161	и тем	3	2
162	в данном	4	2
163	ведет к	1	2
164	и того	1	2
165	в этих	1	2
166	этой связи	1	2
167	не столько	1	2
168	говорит об	1	2
169	жизни с	1	2
170	не в	10	2
171	но он	1	2
172	т п	1	2
173	однако в	4	2
174	на свете	2	2
175	между людьми	2	2
176	и притом	1	2
177	в основе	5	2
178	от жизни	2	2
179	свободы и	2	2
180	людей и	1	2
181	свидетельствует о	1	2
182	личности в	3	2
183	нет ни	1	2
184	к тому	6	2
185	в жизни	8	2
186	более не	1	2
187	в виду	1	2
188	не могу	2	2
189	данном случае	4	2
190	с каким	1	2
191	во главе	1	2
192	на том	1	2
193	так и	9	2
194	здесь нет	1	2
195	еще в	3	2
196	во второй	2	2
197	быть может	2	2
198	можно сказать	2	2
199	слова из	2	2
200	одного из	2	2
201	переходит в	1	2
202	что и	2	2
203	во всей	2	2
204	вслед за	3	2
205	вот в	2	2
206	в лице	2	2
207	и мир	1	2
208	в литературе	1	2
209	герой в	2	2
210	в двух	1	2
211	в качестве	5	2
212	так что	1	2
213	и у	1	2
214	из них	4	2
215	был бы	1	2
216	не означает	2	2
217	представлений о	1	2
218	только на	1	2
219	живой жизни	3	2
220	именно в	5	2
221	своего собственного	1	2
222	что не	2	2
223	влияние на	1	2
224	что для	1	2
225	в образах	1	2
226	до конца	4	2
227	и далее	1	2
228	сам себе	1	2
229	мира в	3	2
230	человека как	1	2
231	было в	1	2
232	все более	2	2
233	в частности	11	2
234	вместе с	5	2
235	русской литературы	2	2
236	к жизни	2	2
237	эти слова	2	2
238	еще более	1	2
239	в первой	2	2
240	перед нами	1	2
241	ибо в	1	2
242	в стихах	6	2
243	на смену	3	2
244	не знает	2	2
245	сказать что	1	2
246	и человек	1	2
247	к этому	2	2
248	всем и	1	1
249	как известно	1	1
250	от этой	1	1
251	к их	1	1
252	отметим что	1	1
253	живет на	1	1
254	и есть	1	1
255	не признает	1	1
256	из самых	1	1
257	и до	1	1
258	прошлое и	1	1
259	оно было	1	1
260	видения мира	1	1
261	которое может	1	1
262	стихах о	1	1
263	мы уже	1	1
264	всей ее	1	1
265	сильное впечатление	1	1
266	ни даже	1	1
267	собой как	1	1
268	о христе	1	1
269	говорить о	1	1
270	что иное	1	1
271	принадлежит к	1	1
272	то это	2	1
273	проявляется в	1	1
274	который может	1	1
275	в xix	1	1
276	одно из	4	1
277	еще не	6	1
278	он был	1	1
279	иное как	1	1
280	столь же	1	1
281	бы то	2	1
282	этой почве	1	1
283	во всех	2	1
284	сознания а	1	1
285	тем как	1	1
286	свободу воли	1	1
287	я был	1	1
288	в создании	1	1
289	как правило	1	1
290	на высоте	1	1
291	по отношению	4	1
292	а и	2	1
293	тогда как	17	1
294	человеку и	1	1
295	к сожалению	1	1
296	в истории	1	1
297	превращает его	1	1
298	первый взгляд	1	1
299	не согласиться	2	1
300	с этим	1	1
301	в художественном	1	1
302	вспомним что	1	1
303	творческого сознания	1	1
304	и где	1	1
305	сознания в	1	1
306	что по	1	1
307	ищет в	1	1
308	к этой	1	1
309	это тоже	1	1
310	и к	3	1
311	и немедленно	1	1
312	в действительности	1	1
313	искусство и	1	1
314	в этот	1	1
315	или иную	1	1
316	человеком в	1	1
317	за собой	1	1
318	для которого	3	1
319	всего лишь	5	1
320	бы и	3	1
321	он в	2	1
322	жизни так	1	1
323	бога в	1	1
324	романа это	1	1
325	так в	1	1
326	еще один	2	1
327	каждой личности	1	1
328	им в	2	1
329	особое место	2	1
330	тому же	5	1
331	вследствие этого	2	1
332	и если	4	1
333	наш взгляд	1	1
334	больше всего	1	1
335	из общего	1	1
336	отказа от	1	1
337	а просто	1	1
338	в первую	1	1
