N	3gram	Bakhtin_fo_1	Problema
1	о том что	1	14
2	во всяком случае	1	10
3	в этом случае	1	7
4	в данном случае	1	5
5	с одной стороны	2	5
6	в связи с	5	5
7	как раз и	2	4
8	до сих пор	3	4
9	в то же	6	4
10	сама по себе	1	4
11	в том что	2	4
12	то есть не	2	3
13	в значительной мере	1	3
14	одной стороны и	2	3
15	на первый план	1	3
16	но и в	2	3
17	вовсе ничего не	1	3
18	не о чем	1	3
19	и в частности	2	3
20	и в этом	1	3
21	не может быть	3	3
22	вовсе не является	1	3
23	или хотя бы	1	2
24	том что в	1	2
25	в самом деле	1	2
26	в том числе	4	2
27	с самого начала	2	2
28	сами по себе	1	2
29	том числе и	2	2
30	может быть только	3	2
31	по самому своему	1	2
32	может быть и	2	2
33	для того чтобы	5	2
34	не только в	2	2
35	имеем в виду	1	2
36	друг к другу	2	2
37	когда мы говорим	1	2
38	то есть только	1	2
39	та или иная	1	2
40	связи с этим	2	2
41	то что не	1	2
42	то есть в	1	2
43	ничего нового не	1	2
44	и прежде всего	2	2
45	не было этого	1	2
46	мы еще не	1	2
47	и все другие	2	1
48	на том что	1	1
49	в той или	1	1
50	прямо сказать что	2	1
51	а вовсе не	1	1
52	также и в	2	1
53	никаких сомнений и	1	1
54	наше внимание на	1	1
55	же как и	2	1
56	потому что не	1	1
57	с этим мы	1	1
58	и не только	2	1
59	мы говорили в	1	1
60	в зависимости от	1	1
61	с которой он	1	1
62	здесь то что	1	1
63	в этом отношении	3	1
64	что в нем	1	1
65	совершенно ясно что	1	1
66	как мы уже	8	1
67	и это очень	1	1
68	вместе с тем	2	1
69	и в то	5	1
70	то время как	2	1
71	так же как	2	1
72	вовсе не может	1	1
73	и то же	3	1
74	в пространстве и	1	1
75	буквальном смысле слова	1	1
76	и ничего не	1	1
77	в нашем случае	1	1
78	но вместе с	1	1
79	с нашей точки	3	1
80	все более и	1	1
81	в точном смысле	2	1
82	можно прямо сказать	2	1
83	было и не	1	1
84	и до наших	1	1
85	в данном месте	1	1
86	для нас не	1	1
87	в то время	3	1
88	так и в	1	1
89	к выводу что	1	1
90	но отнюдь не	1	1
91	ни с чем	1	1
92	не только на	1	1
93	более и более	1	1
94	в этих условиях	1	1
95	той или иной	2	1
96	вовсе не являются	1	1
97	но все же	2	1
98	нашей точки зрения	3	1
99	мы имеем в	1	1
100	узком смысле слова	1	1
101	и не имеют	1	1
102	в основе этих	1	1
103	и совсем не	1	1
104	с самим собою	3	1
105	в нашем обзоре	1	1
106	это то есть	2	1
107	в буквальном смысле	2	1
108	повторяем в этом	1	1
109	уже не столь	1	1
