N	3gram	Voloshinov_1	Psycholo
1	в том что	4	14
2	с одной стороны	2	12
3	в зависимости от	2	6
4	о том что	1	6
5	мы увидим что	1	6
6	в самом деле	1	5
7	до сих пор	3	5
8	совершенно ясно что	1	5
9	с другой стороны	2	5
10	друг к другу	1	4
11	одним и тем	1	3
12	то же самое	2	3
13	в лучшем случае	1	3
14	сам по себе	1	3
15	одно и то	2	3
16	и то же	2	3
17	и тем же	1	3
18	с самого начала	1	3
19	можно было бы	1	3
20	в этом отношении	1	3
21	имеет дело с	1	2
22	мы никогда не	2	2
23	как это делает	1	2
24	может быть и	3	2
25	с точки зрения	2	2
26	является то что	1	2
27	бы показать что	1	2
28	то что оно	1	2
29	так же как	1	2
30	в данном случае	2	2
31	сами по себе	1	2
32	таким образом мы	1	2
33	зависимости от того	1	2
34	в том и	1	2
35	по себе не	1	2
36	то что мы	1	2
37	не может быть	7	2
38	обстоит дело и	1	2
39	можно сказать что	5	2
40	в каком отношении	2	2
41	и таким образом	1	2
42	на самом деле	2	2
43	содержания и мы	1	1
44	том что в	1	1
45	в чем не	1	1
46	остается при этом	1	1
47	это на примере	1	1
48	к содержанию как	1	1
49	дело в том	4	1
50	мы имеем в	1	1
51	по отношению к	11	1
52	более или менее	1	1
53	равно как и	1	1
54	самом деле это	1	1
55	в этом смысле	1	1
56	нам кажется что	1	1
57	одной стороны и	2	1
58	же как и	1	1
59	и в этом	1	1
60	о ком идет	1	1
61	художественного произведения и	2	1
62	до известной степени	2	1
63	то что называется	1	1
64	для этого нам	1	1
65	чрезвычайно важный для	1	1
66	искусство таким образом	1	1
67	было бы показать	1	1
68	сказать что и	1	1
69	что мы воспринимаем	1	1
70	только то что	1	1
71	но несмотря на	1	1
72	искусства и в	1	1
73	искусства может быть	1	1
74	несмотря на это	1	1
75	дело и с	1	1
76	в основе своей	1	1
77	по крайней мере	1	1
78	как если бы	4	1
79	и не в	3	1
80	и в частности	1	1
81	то время как	1	1
82	по самому существу	1	1
83	мы таким образом	1	1
84	все эти три	1	1
85	ясно что здесь	1	1
86	в художественном произведении	3	1
87	свойства материала и	1	1
88	и тот же	1	1
89	таким образом для	1	1
90	ком идет речь	1	1
91	здесь имеет место	1	1
92	в результате взаимодействия	1	1
93	имеем дело с	1	1
94	там же где	1	1
95	все же не	1	1
96	действия и поступки	1	1
97	мы все время	2	1
98	один и тот	1	1
99	этой точки зрения	3	1
100	в частности в	1	1
101	сих пор не	1	1
102	ни в чем	1	1
103	всякого художественного произведения	1	1
104	в то время	1	1
105	в свою очередь	1	1
106	ничего общего с	1	1
107	в конечном счете	1	1
108	в них всегда	1	1
109	не может стать	1	1
110	при таком понимании	1	1
111	мы имеем дело	1	1
112	согласие или несогласие	2	1
113	формы и содержания	2	1
114	они как бы	1	1
115	кажется что мы	1	1
116	в жизни и	2	1
117	к внешнему миру	1	1
118	в русской литературе	1	1
