N	2gram	Vygotskiy__6	Dialekti
1	и не	11	30
2	может быть	13	20
3	не только	16	19
4	и в	28	19
5	по себе	3	18
6	а не	3	16
7	в себе	4	15
8	что она	1	14
9	потому что	22	14
10	то что	28	14
11	в том	28	14
12	так как	10	14
13	и даже	1	14
14	как бы	11	14
15	вовсе не	1	13
16	то же	7	12
17	точки зрения	13	12
18	не просто	1	12
19	но и	10	12
20	значит что	1	12
21	и все	5	12
22	и как	6	10
23	что это	1	10
24	в нем	7	10
25	ни в	1	10
26	как и	6	10
27	том что	19	10
28	сказать что	13	10
29	так и	6	10
30	это не	5	10
31	никогда не	8	9
32	не может	19	9
33	она есть	1	9
34	мы уже	2	8
35	в этом	27	8
36	в своей	2	8
37	с точки	10	8
38	не в	4	8
39	есть нечто	1	8
40	она не	2	8
41	прежде всего	2	8
42	это есть	3	8
43	и то	4	7
44	есть не	1	7
45	время как	5	7
46	так что	6	7
47	и к	6	7
48	как это	3	7
49	и притом	1	7
50	только тогда	4	7
51	но что	4	7
52	совершенно не	1	7
53	но это	2	7
54	что в	17	7
55	я не	4	6
56	но не	10	6
57	что они	2	6
58	отнюдь не	1	6
59	тогда когда	6	6
60	в то	6	6
61	и вообще	2	6
62	что он	18	6
63	конечно не	1	6
64	не потому	1	6
65	того что	24	6
66	и может	1	6
67	есть и	1	6
68	и это	1	5
69	в силу	17	5
70	все равно	1	5
71	жизнь и	1	5
72	и его	3	5
73	и с	1	5
74	о том	1	5
75	и что	6	5
76	можно сказать	6	5
77	но как	3	5
78	не то	1	5
79	что и	4	5
80	с другой	2	5
81	и следовательно	4	5
82	по своему	2	5
83	как раз	6	5
84	только что	2	5
85	в самом	8	5
86	только в	18	5
87	еще не	8	4
88	быть в	1	4
89	самом деле	2	4
90	за пределы	1	4
91	в одной	4	4
92	независимо от	3	4
93	в своем	7	4
94	все же	2	4
95	только то	3	4
96	как он	1	4
97	при этом	3	4
98	он не	7	4
99	содержит в	1	4
100	и по	3	4
101	одно и	1	4
102	таким образом	18	4
103	заключается в	7	4
104	в одном	2	4
105	но он	2	4
106	все это	2	4
107	с ним	2	4
108	по своей	3	4
109	связи с	3	4
110	в каком	1	4
111	не могут	5	4
112	есть только	1	4
113	что оно	7	4
114	той или	1	4
115	без всякого	1	4
116	в ее	1	4
117	и когда	1	4
118	ясно что	4	4
119	в другом	2	4
120	может не	1	4
121	к нему	1	4
122	и только	3	4
123	как нечто	1	4
124	вопрос об	1	4
125	то время	6	4
126	от того	10	4
127	нельзя сказать	1	4
128	в связи	2	4
129	в меру	2	4
130	могут быть	5	4
131	том смысле	2	4
132	а в	2	4
133	другой стороны	2	4
134	же как	6	3
135	сам по	1	3
136	это и	3	3
137	как мы	10	3
138	этого нет	1	3
139	что если	2	3
140	вопрос о	5	3
141	что иное	1	3
142	иное как	1	3
143	в чем	6	3
144	а только	2	3
145	себе и	2	3
146	в этой	5	3
147	с этим	4	3
148	кроме того	1	3
149	что всякая	1	3
150	от этого	3	3
151	есть самое	1	3
152	эти вопросы	1	3
153	всех этих	1	3
154	не значит	1	3
155	выйти из	1	3
156	может существовать	2	3
157	об этом	1	3
158	его в	6	3
159	это было	1	3
160	было бы	9	3
161	мы имеем	4	3
162	и тогда	1	3
163	в этих	2	3
164	что такое	3	3
165	сами по	1	3
166	и более	2	3
167	даже в	1	3
168	не менее	2	3
169	в разных	5	3
170	как только	2	3
171	должны быть	1	3
172	но только	2	3
173	то как	1	3
174	принять во	2	3
175	все его	1	3
176	уже не	1	3
177	как они	2	3
178	нуждается в	3	3
179	все время	3	3
180	может иметь	1	3
181	из них	2	3
182	и из	1	3
183	как же	1	3
184	и их	1	3
185	о чем	1	3
186	во внимание	2	3
187	сейчас же	1	3
188	мы говорим	2	3
189	в данном	2	3
190	в той	4	3
191	когда мы	6	3
192	в это	1	3
193	и от	2	3
194	это как	1	3
195	в целях	1	3
196	только как	1	3
197	была бы	2	3
198	не что	1	3
199	они не	4	3
200	смысле что	2	3
201	как известно	7	2
202	в сфере	12	2
203	смысла от	1	2
204	на самом	1	2
205	он может	2	2
206	тем же	1	2
207	что эти	1	2
208	например в	4	2
209	что уже	2	2
210	зависимости от	5	2
211	первого взгляда	1	2
212	и отличается	1	2
213	по линии	1	2
214	в широком	1	2
215	во всех	4	2
216	что я	2	2
217	в голове	1	2
218	мы начинаем	2	2
219	явлений и	1	2
220	очевидно что	3	2
221	к сожалению	1	2
222	которые не	1	2
223	в истории	1	2
224	как в	3	2
225	сразу и	1	2
226	перед нами	1	2
227	но в	5	2
228	в которой	7	2
229	мы получаем	1	2
230	все эти	2	2
231	раз в	3	2
232	на его	3	2
233	не как	1	2
234	оно должно	1	2
235	широком смысле	1	2
236	на этом	4	2
237	но все	1	2
238	в каждом	3	2
239	на всю	1	2
240	на все	1	2
241	не умеет	4	2
242	с тем	5	2
243	несмотря на	2	2
244	определенного рода	2	2
245	хотя в	2	2
246	во время	1	2
247	и при	1	2
248	взгляд на	1	2
249	в их	3	2
250	в зависимости	5	2
251	тем не	1	2
252	их в	1	2
253	не должно	1	2
254	необходимо чтобы	2	2
255	тому что	11	2
256	что есть	1	2
257	что с	3	2
258	реальные и	1	2
259	самого начала	7	2
260	дело не	1	2
261	того как	5	2
262	в сущности	7	2
263	не по	3	2
264	он мог	2	2
265	может только	1	2
266	только не	3	2
267	это мы	3	2
268	только и	1	2
269	своей природе	4	2
270	что на	4	2
271	в области	6	2
272	я сам	1	2
273	к тому	10	2
274	когда они	1	2
275	как таковым	1	2
276	в конце	2	2
277	данном случае	1	2
278	нами выше	2	2
279	с самого	7	2
280	только через	1	2
281	что у	2	2
282	можно только	2	2
283	том как	2	2
284	остается только	1	2
285	но мы	3	2
286	в новую	2	2
287	между тем	1	2
288	если принять	3	2
289	когда оно	2	2
290	эти два	1	2
291	и можно	1	2
292	не знаю	1	2
293	мы должны	3	2
294	в сферу	3	2
295	что здесь	1	2
296	мы видим	7	2
297	с ними	2	2
298	с одной	1	2
299	есть в	3	2
300	если мы	2	2
301	оно всегда	1	2
302	а потому	1	2
303	но вот	1	2
304	тем что	8	2
305	в очень	1	2
306	где есть	1	2
307	живой и	1	2
308	до сих	3	2
309	именно в	4	2
310	только к	3	2
311	в любой	2	2
312	не на	2	2
313	зависит от	3	2
314	что мы	11	2
315	в частности	4	2
316	ни на	1	2
317	вместе с	7	2
318	с первого	1	2
319	так же	15	2
320	в разной	1	2
321	что же	1	2
322	в тех	1	2
323	сам не	1	2
324	в состоянии	4	2
325	сих пор	3	2
326	же самое	6	2
327	которые были	1	2
328	тех или	1	2
329	форм и	2	2
330	мы только	1	2
331	в результате	1	2
332	это еще	1	2
333	это все	1	2
334	но всегда	1	2
335	в системе	3	2
336	может и	1	2
337	и жизнь	1	2
