1	с точки зрения	3	5
2	не может быть	1	4
3	в зависимости от	1	4
4	может быть и	1	2
5	в свою очередь	2	2
6	в отличие от	7	2
7	тем не менее	3	2
8	в настоящее время	1	2
9	по крайней мере	1	1
10	тот или иной	2	1
11	с совершенно иными	1	1
12	в том что	5	1
13	в то же	6	1
14	что иное как	1	1
15	этом смысле можно	1	1
16	той или иной	5	1
17	есть не что	1	1
18	не могут быть	1	1
19	в известном смысле	1	1
20	то ни было	1	1
21	с одной стороны	2	1
22	так же как	1	1
23	то же время	6	1
24	ведь это не	1	1
25	и прежде всего	2	1
26	не что иное	1	1
27	из этих двух	1	1
28	в том случае	1	1
29	той же природы	1	1
30	в связи с	1	1
31	в конечном счете	3	1
32	бы то ни	1	1
33	заключает в себе	1	1
34	в себе в	1	1
35	смысле можно говорить	1	1
36	в одном случае	1	1
37	и в то	2	1
38	точки зрения и	1	1
39	в свое время	1	1
40	по отношению к	10	1
41	в этом смысле	3	1
42	в этом случае	1	1
