N	3gram	Losev_Vlad_2	Problemy
1	с точки зрения	3	8
2	до сих пор	1	7
3	сам по себе	2	5
4	то же время	3	5
5	в то же	3	5
6	в отличие от	3	4
7	не может быть	1	4
8	в самом деле	1	4
9	и т д	1	4
10	более или менее	3	3
11	можно было бы	2	3
12	к тому же	1	3
13	но в то	1	3
14	никак не может	1	3
15	хотя и не	2	2
16	в настоящее время	2	2
17	в этом смысле	1	2
18	том что он	2	2
19	как раз и	1	2
20	нам кажется что	2	2
21	сознании и в	1	2
22	как мы сказали	2	2
23	в письме к	4	2
24	на этот вопрос	1	2
25	может быть и	1	2
26	в конце концов	3	2
27	то время как	1	2
28	тем не менее	6	2
29	в то время	6	2
30	но все же	1	2
31	на то что	2	2
32	но кроме того	1	1
33	вместе с достоевским	1	1
34	так сказать с	1	1
35	по существу своему	1	1
36	дело в том	3	1
37	на том же	1	1
38	и наконец в	1	1
39	здесь перед нами	1	1
40	также и в	1	1
41	в том числе	1	1
42	он не только	1	1
43	в том же	2	1
44	по крайней мере	4	1
45	тот же самый	1	1
46	сих пор не	1	1
47	в сознании и	1	1
48	у него в	3	1
49	бы то ни	1	1
50	у него не	1	1
51	а может быть	1	1
52	в собственном смысле	1	1
53	что в нем	1	1
54	т п с	1	1
55	почти никогда не	1	1
56	общего дела в	1	1
57	и не в	1	1
58	в одном глазу	1	1
59	в котором все	2	1
60	и не принимает	1	1
61	до конца и	1	1
62	говорит в письме	1	1
63	нельзя сказать о	1	1
64	на этот раз	3	1
65	в связи с	8	1
66	в той же	1	1
67	сообщение о том	1	1
68	все больше и	1	1
69	мы знаем в	1	1
70	до некоторой степени	2	1
71	так или иначе	3	1
72	прежде всего на	1	1
73	то что он	3	1
74	как будто и	1	1
75	собственном смысле слова	1	1
76	во всяком случае	6	1
77	и в том	1	1
78	вид что я	1	1
79	о том что	3	1
80	но тем не	1	1
81	не может не	1	1
82	само по себе	2	1
83	приведем еще один	1	1
84	он никогда не	2	1
85	мы будем говорить	2	1
86	можно сказать что	1	1
87	а не на	2	1
88	как мы знаем	4	1
89	после того как	2	1
90	больше и больше	1	1
91	как мы уже	1	1
92	конечно не в	1	1
93	и в нем	1	1
94	в том что	9	1
95	я знаю что	1	1
96	точки зрения того	1	1
97	сказать что это	1	1
98	он говорил это	1	1
