N	3gram	Tiupa_Lite_3	Dialekti
1	с точки зрения	3	12
2	сама по себе	1	8
3	в том что	4	7
4	то же время	7	4
5	с другой стороны	2	4
6	на то что	2	4
7	в то же	7	4
8	более или менее	1	3
9	не может быть	3	3
10	содержит в себе	1	3
11	ничего общего с	1	3
12	той или иной	2	3
13	но уже и	1	2
14	то что я	2	2
15	было бы и	1	2
16	на самом деле	1	2
17	содержат в себе	1	2
18	одной стороны и	2	2
19	в этом отношении	5	2
20	и т п	1	2
21	самого по себе	1	2
22	может и не	1	2
23	и в частности	2	2
24	с одной стороны	4	2
25	это и есть	1	2
26	о том что	4	2
27	по себе но	1	2
28	к тому что	1	2
29	это уже не	1	1
30	как например в	2	1
31	в чистом виде	1	1
32	хотя и не	1	1
33	в той или	1	1
34	я не могу	1	1
35	в самом деле	2	1
36	так или иначе	2	1
37	к этой идее	1	1
38	ни к богу	1	1
39	именно то что	1	1
40	сказать что по	1	1
41	только в том	1	1
42	из того что	2	1
43	но это не	1	1
44	и тем не	1	1
45	там где есть	1	1
46	неба и земли	1	1
47	в том чтобы	2	1
48	в отношении к	1	1
49	по большей части	2	1
50	которые могли бы	1	1
51	чем он сам	1	1
52	в связи с	1	1
53	в первую очередь	1	1
54	мы все время	1	1
55	а со стороны	2	1
56	в нас а	1	1
57	в котором мы	1	1
58	а не только	1	1
59	всегда так или	1	1
60	что иное как	1	1
61	в этом его	1	1
62	как бы одного	1	1
63	если бы они	1	1
64	друг от друга	1	1
65	имеется в виду	1	1
66	между искусством и	1	1
67	никогда не бывает	1	1
68	не что иное	1	1
69	тем не менее	1	1
70	для того чтобы	1	1
71	своего реального осуществления	1	1
72	на первый взгляд	1	1
73	к тому же	5	1
74	то же самое	2	1
