N	3gram	Bakhtin_Pr_1	Myshleni
1	в том что	6	31
2	заключается в том	1	14
3	с точки зрения	13	11
4	в этом смысле	10	8
5	с другой стороны	3	8
6	то же самое	1	7
7	в этом отношении	3	7
8	друг с другом	1	7
9	в самом деле	2	6
10	можно было бы	2	5
11	так же как	1	5
12	не только не	1	5
13	для того чтобы	1	5
14	же как и	1	4
15	этой точки зрения	1	4
16	в этом случае	1	3
17	между тем как	4	3
18	в себе и	1	3
19	точно так же	1	3
20	по сравнению с	1	3
21	во всяком случае	3	3
22	о том что	1	3
23	как мы уже	1	3
24	и что в	1	2
25	оно может быть	2	2
26	так как в	1	2
27	в настоящее время	1	2
28	со всей отчетливостью	1	2
29	в данном случае	2	2
30	в высшей степени	1	2
31	не могут быть	1	2
32	мы уже говорили	1	2
33	в целом ряде	2	2
34	в основе этого	1	2
35	в свою очередь	1	2
36	подобно тому как	3	2
37	как мы видели	1	2
38	и только в	1	2
39	лежащей в основе	1	1
40	самого последнего времени	1	1
41	как и у	1	1
42	смысле как мы	1	1
43	на самом деле	4	1
44	и даже не	1	1
45	он может быть	2	1
46	новые и новые	1	1
47	на свои составные	1	1
48	том что это	1	1
49	исключающих друг друга	1	1
50	так чтобы она	1	1
51	они нуждаются в	1	1
52	и относится к	1	1
53	не отличается от	1	1
54	в зависимости от	5	1
55	в той же	2	1
56	не входит в	3	1
57	бы то ни	2	1
58	что все эти	1	1
59	таким образом все	2	1
60	мысли как таковой	1	1
61	в их основе	2	1
62	в своей совокупности	1	1
63	до сих пор	2	1
64	представляется нам правильным	1	1
65	как если бы	1	1
66	то и другое	1	1
67	говорит он что	1	1
68	и в частности	1	1
69	к тому что	1	1
70	включил его в	1	1
71	слова и его	1	1
72	же что и	1	1
73	было бы сказать	1	1
74	то ни было	1	1
75	все это в	1	1
76	его личности и	1	1
77	мы полагаем что	1	1
78	то время как	1	1
79	как бы к	1	1
80	себе не имеет	1	1
81	не только в	2	1
82	в противоречии с	1	1
83	видеть в нем	1	1
84	в конце концов	5	1
85	как один из	1	1
86	качеств и свойств	1	1
87	то же что	3	1
88	его к тому	1	1
89	его содержания как	1	1
90	как в этом	1	1
91	перед нами в	1	1
92	не только к	1	1
93	друг к другу	1	1
94	между отдельными элементами	1	1
95	как бы в	2	1
96	не может быть	4	1
97	здесь мы должны	1	1
98	по себе не	1	1
99	что они не	1	1
100	в то время	1	1
101	только то что	2	1
102	по отношению к	8	1
103	то что в	1	1
104	между ними не	1	1
105	что оно есть	1	1
106	тем что в	1	1
107	само по себе	3	1
108	именно тем что	1	1
109	с самого начала	1	1
110	взаимно исключающих друг	1	1
111	но все же	2	1
112	можно сказать что	1	1
113	они ни были	1	1
114	потому что именно	1	1
115	что должно быть	1	1
116	лежащие в основе	2	1
117	но на самом	1	1
118	все же не	2	1
119	слово в процессе	1	1
120	тех или иных	1	1
121	в истории его	1	1
122	и самое слово	1	1
123	до самого последнего	1	1
124	том что он	4	1
125	или лучше сказать	1	1
126	что и в	1	1
127	же самое слово	1	1
