N	2gram	Berdyaev_M_2	Dialekti
1	не есть	13	54
2	т е	4	48
3	и не	18	27
4	а не	13	26
5	точки зрения	2	25
6	и в	46	24
7	не только	18	23
8	что такое	1	21
9	по себе	2	20
10	не может	15	19
11	ничего не	2	17
12	и есть	8	16
13	это –	22	16
14	и что	2	15
15	что все	5	14
16	с точки	1	14
17	то что	5	14
18	что он	7	13
19	может быть	21	13
20	что это	6	12
21	того что	6	12
22	есть и	3	12
23	не имеет	4	11
24	что же	2	11
25	в сущности	2	10
26	она есть	2	10
27	не существует	3	10
28	есть не	5	9
29	что она	5	9
30	ни в	3	9
31	стало быть	1	9
32	но и	15	9
33	нет ничего	3	9
34	в этом	20	8
35	и как	1	8
36	это есть	2	8
37	отличается от	1	8
38	так что	2	8
39	прежде всего	12	8
40	том что	4	8
41	это и	3	7
42	– не	3	7
43	в самом	5	7
44	как и	13	7
45	никогда не	18	7
46	потому что	12	7
47	он –	8	7
48	но что	1	7
49	и нет	3	7
50	что в	4	7
51	самом деле	1	6
52	должна быть	1	6
53	что иное	3	6
54	я не	5	6
55	что существует	1	6
56	иное как	3	6
57	– это	2	6
58	то же	5	6
59	об этом	1	6
60	и с	3	6
61	превращается в	2	6
62	оно не	2	6
63	если бы	3	6
64	что и	4	6
65	и только	1	6
66	о том	3	6
67	так как	8	6
68	– в	2	6
69	и все	5	6
70	все это	1	6
71	но если	1	6
72	не что	3	6
73	есть то	1	6
74	сам по	2	5
75	вопрос о	6	5
76	хотя и	2	5
77	и к	7	5
78	есть ли	2	5
79	он не	10	5
80	так и	4	5
81	было бы	1	5
82	в них	3	5
83	мы не	1	5
84	и тогда	3	5
85	в том	3	5
86	есть всегда	1	5
87	можно ли	3	5
88	тогда когда	2	5
89	и его	5	5
90	всегда есть	2	5
91	только в	3	5
92	уже не	4	5
93	от всякого	1	5
94	что не	2	5
95	есть явление	2	5
96	с этой	1	5
97	но это	8	5
98	личности и	2	5
99	жизни и	6	5
100	как на	1	5
101	и то	1	4
102	явления и	1	4
103	говорить о	1	4
104	в чем	3	4
105	нет и	1	4
106	сама по	1	4
107	– значит	1	4
108	что нет	3	4
109	я должен	1	4
110	подобно тому	2	4
111	это не	5	4
112	если нет	8	4
113	тому что	4	4
114	что есть	2	4
115	как о	1	4
116	от того	3	4
117	не могут	1	4
118	и это	5	4
119	– и	1	4
120	жизнь и	4	4
121	к тому	5	4
122	идея есть	1	4
123	с другой	1	4
124	для него	18	4
125	это будет	1	4
126	или иной	2	4
127	у нас	11	4
128	так же	6	4
