N	2gram	Bakhtin_Pr_5	Vvedenie
1	и в	35	32
2	в том	5	31
3	в этом	14	30
4	том что	3	26
5	может быть	14	26
6	не только	10	22
7	для того	1	21
8	того чтобы	1	20
9	таким образом	7	19
10	то что	10	16
11	потому что	8	15
12	так как	4	15
13	не может	18	14
14	в самом	6	13
15	в нем	16	13
16	о том	2	13
17	в их	1	12
18	в общем	3	12
19	в его	21	12
20	того что	3	12
21	только в	6	12
22	и не	27	12
23	как на	1	12
24	как мы	8	11
25	в ее	3	11
26	и именно	1	11
27	в данном	1	11
28	что такое	1	11
29	что в	6	10
30	то же	15	9
31	и как	2	9
32	но в	19	9
33	по себе	4	9
34	между тем	4	9
35	в той	4	9
36	этом смысле	3	9
37	это не	3	8
38	не в	10	8
39	тем не	1	8
40	не менее	2	8
41	с другой	4	8
42	самом деле	10	7
43	вопрос о	2	7
44	но не	6	7
45	все же	8	7
46	было бы	3	7
47	точки зрения	7	7
48	уже и	2	7
49	в применении	1	7
50	можно было	2	7
51	прежде всего	12	7
52	смысле этого	2	7
53	в большей	1	7
54	и это	5	6
55	как он	2	6
56	его в	4	6
57	с тем	3	6
58	как и	18	6
59	вовсе не	7	6
60	в то	11	6
61	в качестве	1	6
62	же время	10	6
63	тем что	4	6
64	не могут	1	6
65	один из	1	6
66	этот вопрос	1	6
67	и его	14	6
68	и даже	5	6
69	до сих	1	6
70	но и	14	6
71	а именно	1	6
72	сих пор	1	6
73	все это	14	6
74	хотя бы	2	6
75	одним из	1	5
76	а как	2	5
77	в целом	3	5
78	так например	1	5
79	об этом	1	5
80	данном случае	1	5
81	в них	4	5
82	в которых	2	5
83	сказать что	3	5
84	быть в	2	5
85	как например	1	5
86	так что	5	5
87	уже в	3	5
88	что не	4	5
89	на этот	2	5
90	а не	4	5
91	по своему	4	5
92	как бы	31	5
93	в г	1	5
94	другой стороны	3	5
95	вместе с	2	5
96	и то	5	4
97	в первом	2	4
98	той же	2	4
99	по отношению	6	4
100	не просто	2	4
101	независимо от	1	4
102	уже не	3	4
103	в себе	5	4
104	но ведь	2	4
105	этот процесс	2	4
106	и заключается	1	4
107	в своей	4	4
108	в котором	3	4
109	по сравнению	1	4
110	по крайней	1	4
111	только с	3	4
112	в каждом	6	4
113	на вопрос	2	4
114	при том	1	4
115	и т.д	3	4
116	времени и	2	4
117	и что	6	4
118	крайней мере	1	4
119	как она	1	4
120	еще не	7	4
121	что он	24	4
122	и ее	1	4
123	с одной	1	4
124	в виде	7	4
125	всяком случае	4	4
126	как раз	4	4
127	этом отношении	1	4
128	даже и	3	4
129	в особенности	1	4
130	и обратно	1	4
131	еще и	1	4
132	о чем	1	4
133	с этой	2	4
134	этом случае	1	4
135	и для	8	4
136	только что	3	4
137	а в	7	4
138	отношению к	7	4
139	во всяком	4	4
140	что уже	1	3
141	в сущности	14	3
142	так чтобы	4	3
143	говорить о	3	3
144	то это	1	3
145	в виду	3	3
146	и на	6	3
147	он сам	6	3
148	в чем	4	3
149	своего рода	2	3
150	совсем не	3	3
151	ответ на	1	3
152	сама по	1	3
153	в центре	1	3
154	хотя и	2	3
155	и к	12	3
156	за собой	3	3
157	сливается с	4	3
158	бы и	2	3
159	что это	4	3
160	все эти	3	3
161	в этой	1	3
162	при этом	2	3
163	если бы	1	3
164	не как	3	3
165	вообще не	2	3
166	свое время	1	3
167	на этом	2	3
168	всего то	1	3
169	на нее	2	3
170	в свое	1	3
171	мы видели	2	3
172	строгом смысле	1	3
173	нисколько не	1	3
174	в этих	2	3
175	от себя	5	3
176	понятно что	2	3
177	и вот	4	3
178	есть еще	1	3
179	однако в	2	3
180	дело в	1	3
181	связи с	1	3
182	как будто	4	3
183	и выводы	1	3
184	но все	4	3
185	себе что	1	3
186	в ней	2	3
187	что может	1	3
188	и вообще	2	3
189	можно сказать	1	3
190	что с	2	3
191	или как	3	3
192	к нему	13	3
193	одной из	2	3
194	что даже	2	3
195	в начале	3	3
196	и других	1	3
197	из них	3	3
198	в одном	6	3
199	в конце	5	3
200	что и	3	3
201	отношение к	6	3
202	но что	2	3
203	он мог	1	3
204	в очень	1	3
205	именно как	1	3
206	или меньшей	1	3
207	до конца	4	3
208	говорит о	2	3
209	так же	7	3
210	в строгом	1	3
211	что же	7	3
212	да и	5	3
213	большей или	1	3
214	материал для	2	3
215	знать все	1	3
216	в своем	2	3
217	но с	1	3
218	к тому	6	3
219	в результате	1	3
220	к этому	1	3
221	уже после	1	3
222	не иначе	1	2
223	и до	1	2
224	из его	2	2
225	что время	1	2
226	мы уже	8	2
227	есть не	1	2
228	мы не	1	2
229	которого мы	1	2
230	на тему	2	2
231	а во-вторых	1	2
232	и со	3	2
233	того же	1	2
234	в каждой	2	2
235	себе и	7	2
236	надо было	2	2
237	можно представить	1	2
238	чем же	1	2
239	но пока	1	2
240	его к	3	2
241	в этот	2	2
242	бы с	2	2
243	не следует	1	2
244	и совершенно	1	2
245	подобно тому	2	2
246	не бывает	1	2
247	такого же	2	2
248	же касается	1	2
249	в другом	12	2
250	и с	12	2
251	них не	1	2
252	входит в	1	2
253	на протяжении	5	2
254	но уже	2	2
255	этого не	3	2
256	должно быть	3	2
257	она была	1	2
258	не мог	3	2
259	и при	1	2
260	с точки	2	2
261	стоит в	1	2
262	мысли и	1	2
263	том же	1	2
264	тому что	2	2
265	в отношении	9	2
266	с теми	1	2
267	на котором	1	2
268	одна из	1	2
269	о них	2	2
270	это еще	1	2
271	никогда не	4	2
272	ничего не	3	2
273	находятся в	1	2
274	его можно	1	2
275	iv в	2	2
276	иной раз	1	2
277	из истории	1	2
278	не до	1	2
279	когда мы	1	2
280	есть только	2	2
281	лежит в	2	2
282	той или	4	2
283	рядом с	4	2
284	каким она	1	2
285	в дальнейшем	2	2
286	значение в	1	2
287	и сам	7	2
288	так и	8	2
289	собой в	1	2
290	мог бы	2	2
291	к самой	1	2
292	для этого	2	2
293	же самое	1	2
294	в содержании	1	2
295	смысле и	1	2
296	только так	2	2
297	и должно	1	2
298	в значительной	1	2
299	связь между	1	2
300	во всех	3	2
301	и требует	1	2
302	во втором	1	2
303	нуждается в	3	2
304	говорит он	4	2
305	в форме	3	2
306	тем более	1	2
307	все время	4	2
308	которой в	1	2
309	быть и	2	2
310	здесь не	1	2
311	и так	4	2
312	для нее	1	2
313	каждый из	2	2
314	только на	4	2
315	чтобы он	1	2
316	мы можем	2	2
317	или иной	4	2
318	по его	1	2
319	есть лишь	1	2
320	а так	3	2
321	должна была	2	2
322	все более	1	2
323	него в	1	2
324	из которых	1	2
325	с этим	3	2
326	этого слова	5	2
327	тому как	2	2
328	того не	1	2
329	был в	1	2
330	еще раз	1	2
331	но это	6	2
332	это уже	2	2
333	между ними	1	2
334	уже совсем	1	2
335	это может	1	2
336	бы в	4	2
337	конце концов	3	2
338	мы должны	3	2
339	но зато	4	2
340	будто бы	2	2
341	с ней	1	2
342	он и	5	2
343	время не	3	2
344	сам от	1	2
345	и другие	1	2
346	это в	2	2
347	я и	2	1
348	например в	2	1
349	не даром	1	1
350	сам по	2	1
351	на самом	9	1
352	в стороне	1	1
353	это и	3	1
354	т.п от	1	1
355	что эти	1	1
356	ведь и	4	1
357	был и	1	1
358	отношения к	1	1
359	же стал	1	1
360	которыми он	1	1
361	бы уже	4	1
362	до времени	1	1
363	а уж	1	1
364	б и	1	1
365	и ничего	1	1
366	настолько тесно	1	1
367	та же	4	1
368	приводят к	1	1
369	есть нечто	1	1
370	требует от	1	1
371	все здесь	1	1
372	слово не	2	1
373	меньшей степени	1	1
374	разумеется не	1	1
375	он был	1	1
376	на них	7	1
377	в уста	1	1
378	что его	2	1
379	как если	1	1
380	он умеет	3	1
381	но как	4	1
382	в сторону	2	1
383	всего он	1	1
384	к слову	2	1
385	как в	5	1
386	вообще такой	1	1
387	отличие от	2	1
388	нет и	4	1
389	произведение в	1	1
390	теперь не	2	1
391	что они	6	1
392	форме и	1	1
393	материалом для	2	1
394	трудно сказать	1	1
395	что действительно	1	1
396	как к	5	1
397	в одних	1	1
398	кроме того	1	1
399	об обществе	1	1
400	ними и	1	1
401	говорит что	1	1
402	что по	1	1
403	после победы	1	1
404	себе не	1	1
405	то в	2	1
406	них как	1	1
