N	2gram	Nazirov_Tv_1	Hudozhes
1	том что	11	16
2	и в	21	14
3	так и	2	13
4	не только	7	12
5	при этом	7	12
6	о том	6	12
7	в том	7	12
8	а не	5	12
9	и т	3	11
10	в себе	2	11
11	в этом	6	11
12	прежде всего	4	11
13	в рассказе	3	11
14	в своей	4	10
15	для него	6	10
16	то же	13	9
17	как и	12	9
18	что он	6	9
19	в качестве	2	9
20	у него	7	9
21	по отношению	1	8
22	в этой	5	8
23	как в	8	8
24	то что	8	8
25	т п	2	8
26	же время	12	8
27	в его	13	8
28	между тем	1	8
29	отношению к	1	8
30	в то	15	8
31	еще не	1	7
32	тогда как	1	7
33	это не	4	7
34	своего рода	4	7
35	не в	2	7
36	казалось бы	1	7
37	личности в	2	7
38	к тому	2	7
39	быть может	2	7
40	уже не	3	7
41	не случайно	4	7
42	именно в	2	7
43	не может	4	7
44	как бы	17	7
45	а в	6	7
46	как правило	1	6
47	в первой	2	6
48	человека в	6	6
49	в глазах	1	6
50	было бы	1	6
51	никогда не	3	6
52	жизни в	6	6
53	что в	12	6
54	самом деле	2	5
55	с его	11	5
56	человеческих отношений	3	5
57	перед нами	2	5
58	но в	7	5
59	об этом	2	5
60	ни в	1	5
61	не менее	6	5
62	и его	6	5
63	потому что	5	5
64	к себе	1	5
65	и он	2	5
66	во второй	2	5
67	только в	5	5
68	по мнению	3	5
69	может быть	5	5
70	но и	3	5
71	в частности	2	5
72	к жизни	2	5
73	в этих	2	5
74	героя и	2	5
75	одновременно и	2	5
76	жизни и	3	5
77	мы уже	1	4
78	и о	1	4
79	в ней	2	4
80	столь же	1	4
81	в своем	4	4
82	и к	1	4
83	в действительности	1	4
84	то в	2	4
85	в самом	3	4
86	всего лишь	1	4
87	та же	4	4
88	что она	2	4
89	он не	8	4
90	и читателя	1	4
91	и с	3	4
92	этой связи	2	4
93	тем не	2	4
94	тому что	1	4
95	с ним	3	4
96	она не	1	4
97	в русской	5	4
98	связи с	1	4
99	как будто	5	4
100	в духе	2	4
101	и это	1	4
102	можно сказать	2	4
103	того что	3	4
104	т с	1	4
105	один из	4	4
106	себя в	1	4
107	из них	2	4
108	в конце	1	4
109	как раз	1	4
110	не было	1	4
111	и все	6	4
112	мы узнаем	1	4
113	только что	2	4
114	т е	1	4
115	и от	4	4
116	по преимуществу	2	3
117	не имеют	4	3
118	на тех	1	3
119	видит в	1	3
120	говорить о	1	3
121	в мире	4	3
122	и на	7	3
123	в ее	1	3
124	отнюдь не	5	3
125	как к	2	3
126	все же	5	3
127	с тургенева	1	3
128	но он	2	3
129	в нем	3	3
130	т д	1	3
131	и по	3	3
132	на этом	1	3
133	его в	1	3
134	первой главе	1	3
135	с этим	1	3
136	даже в	3	3
137	и смерти	1	3
138	в своих	5	3
139	такой же	2	3
140	рассказа о	1	3
141	все эти	1	3
142	м м	11	3
143	тем что	1	3
144	своего я	2	3
145	приводит к	2	3
146	в финале	4	3
147	и когда	2	3
148	друг для	1	3
149	что у	1	3
150	еще в	2	3
151	о нем	1	3
152	это в	3	3
153	русской литературе	4	3
154	в лице	2	3
155	же в	1	3
156	в литературе	2	3
157	но не	3	3
158	и даже	3	3
159	творчестве чехова	1	3
160	превращается в	1	3
161	то и	1	3
162	картину мира	1	3
163	в связи	1	3
164	в творчестве	6	3
165	по своему	1	3
166	чехова в	1	3
167	финале рассказа	1	3
168	от него	1	3
169	для друга	1	3
170	читательского восприятия	1	3
171	может и	1	3
172	в таком	1	3
173	к этой	1	3
174	ф м	2	3
175	я и	3	2
176	же как	1	2
177	отметим что	1	2
178	на самом	3	2
179	оно было	1	2
180	сознания героя	1	2
181	в их	3	2
182	той же	3	2
183	героев в	2	2
184	не нужно	2	2
