N	2gram	Voloshinov_2	Vladivir
1	и в	19	40
2	то что	4	28
3	не только	13	25
4	и не	19	25
5	учение о	3	24
6	у него	2	24
7	то есть	2	24
8	том что	10	18
9	в том	7	18
10	но и	10	18
11	еще и	1	18
12	также и	1	17
13	что в	2	17
14	в этом	15	16
15	в его	5	14
16	так что	1	14
17	не может	18	14
18	в виде	2	13
19	точки зрения	17	13
20	вовсе не	11	13
21	только в	8	13
22	даже и	2	12
23	а именно	1	12
24	сказать что	4	12
25	никогда не	7	11
26	потому что	1	11
27	таким образом	14	11
28	о том	3	11
29	ни в	6	10
30	тем не	1	10
31	и его	16	10
32	то это	1	10
33	не есть	3	10
34	прежде всего	7	10
35	как раз	4	10
36	и потому	2	10
37	и то	3	9
38	уже не	1	9
39	что это	2	9
40	в себе	4	9
41	и с	2	9
42	в своей	3	9
43	не менее	1	9
44	есть только	1	9
45	что же	1	9
46	как мы	15	8
47	в своем	2	8
48	в этой	3	8
49	он не	3	8
50	и что	1	8
51	для него	9	8
52	может быть	28	8
53	а не	9	8
54	так же	5	8
55	а только	1	7
56	хотя и	1	7
57	и как	6	7
58	и если	1	7
59	что все	1	7
60	с тем	1	7
61	как и	9	7
62	несмотря на	1	7
63	в то	8	7
64	что и	3	7
65	того что	4	7
66	так как	3	7
67	вместе с	2	7
68	к тому	6	7
69	а в	3	7
70	смысле слова	5	6
71	и на	5	6
72	кроме того	1	6
73	то в	1	6
74	не будет	3	6
75	с точки	13	6
76	по себе	3	6
77	иной раз	1	6
78	в смысле	6	6
79	и это	3	6
80	и от	3	6
81	так и	10	6
82	и здесь	5	6
83	и даже	2	6
84	если не	1	6
85	xix века	2	6
86	да и	3	6
87	но это	1	6
88	хотя бы	6	6
89	отношения к	2	5
90	мы уже	6	5
91	в ней	3	5
92	совсем не	1	5
93	отнюдь не	8	5
94	в истории	3	5
95	более или	2	5
96	все эти	3	5
97	тому же	2	5
98	же касается	1	5
99	должно быть	3	5
100	или менее	2	5
101	в отношении	4	5
102	дело в	1	5
103	тем что	2	5
104	ничего не	4	5
105	только и	1	5
106	эти три	1	5
107	у нас	3	5
108	для себя	4	5
109	учении о	1	5
110	еще в	1	5
111	с другой	3	5
112	что он	4	5
113	только на	4	5
114	в одном	1	5
115	не было	3	5
116	в данном	5	5
117	никакого отношения	1	5
118	в самом	6	4
119	то же	16	4
120	и о	2	4
121	вопрос о	2	4
122	еще не	3	4
123	но не	2	4
124	то он	1	4
125	все же	5	4
126	но в	7	4
127	на то	4	4
128	оно должно	1	4
129	было бы	4	4
130	ведь если	4	4
131	в котором	3	4
132	тому что	4	4
133	не имеет	3	4
134	или как	2	4
135	в каком	3	4
136	только при	1	4
137	не с	2	4
138	если мы	6	4
139	от того	1	4
140	здесь в	2	4
141	а с	2	4
142	говорит о	1	4
143	до конца	2	4
144	однако и	2	4
145	и все	6	4
146	него в	1	4
147	как это	1	4
148	если оно	1	4
149	в течение	1	4
150	поскольку он	1	4
151	в основном	4	4
152	мы должны	1	4
153	на самом	7	3
154	которое в	1	3
155	здесь не	1	3
156	бы то	4	3
157	не все	1	3
158	отличие от	3	3
159	за пределы	3	3
160	независимо от	2	3
161	перед нами	3	3
162	и у	2	3
163	уже в	2	3
164	из этих	1	3
165	с их	1	3
166	в нем	11	3
167	при этом	9	3
168	является не	5	3
169	но все	1	3
170	то ни	5	3
171	в качестве	3	3
172	это было	2	3
173	это не	4	3
174	далеко не	2	3
175	этого не	1	3
176	не столько	1	3
177	в отличие	3	3
178	не в	10	3
179	того чтобы	6	3
180	и притом	1	3
181	сводится к	2	3
182	всякого рода	1	3
183	все то	2	3
184	в духе	1	3
185	оно не	1	3
186	него как	1	3
187	если бы	11	3
188	и вообще	1	3
189	находится в	1	3
190	к нему	5	3
191	что здесь	1	3
192	и тем	4	3
193	с одной	3	3
194	мы знаем	2	3
195	был бы	1	3
196	не так	2	3
197	всяком случае	2	3
198	само по	1	3
199	и только	1	3
200	человека и	1	3
201	именно в	2	3
202	и нельзя	1	3
203	а наоборот	1	3
204	в связи	7	3
205	мы видели	4	3
206	одной стороны	3	3
207	как бы	19	3
208	же самое	6	3
209	но для	2	3
210	и для	7	3
211	или не	1	3
212	же в	1	3
213	но вот	1	3
214	вполне понятно	4	3
215	ее в	1	3
216	и эта	2	3
217	как на	2	3
218	в таком	7	3
219	во всяком	3	3
220	в этот	1	2
221	сам по	1	2
222	не иначе	1	2
223	не имеют	3	2
224	должна быть	4	2
225	и за	1	2
226	мы не	2	2
227	имеет свою	1	2
228	в сущности	14	2
229	на себя	1	2
230	мы и	1	2
231	он был	2	2
232	что его	1	2
233	но как	2	2
234	и речи	2	2
235	всю эту	1	2
236	с этим	3	2
237	и наконец	1	2
238	от этого	2	2
239	в которой	1	2
240	в целом	1	2
241	так или	1	2
242	в нашем	2	2
243	знаем в	1	2
244	что она	1	2
245	не к	3	2
246	не как	3	2
247	в силу	1	2
248	всех своих	1	2
249	одно и	3	2
250	же не	1	2
251	в другом	3	2
252	ко второму	1	2
253	в жизни	2	2
254	в это	1	2
255	но уже	1	2
256	о которых	1	2
257	таком случае	3	2
258	в этих	3	2
259	в их	5	2
260	нему и	1	2
261	далеки от	1	2
262	выше мы	1	2
263	не понимает	1	2
264	и более	7	2
265	о значении	1	2
266	что эта	1	2
267	есть прежде	1	2
268	но что	2	2
269	но только	1	2
270	и всегда	1	2
271	в разных	1	2
272	же время	8	2
273	ровно ничего	1	2
274	связи с	13	2
275	здесь же	1	2
276	не могут	1	2
277	той или	4	2
278	и найти	1	2
279	бы это	2	2
280	не существует	3	2
281	роль в	1	2
282	здесь нет	1	2
283	можно только	1	2
284	является в	2	2
285	как таким	1	2
286	и вся	1	2
287	это вполне	3	2
288	его в	7	2
289	эта сила	1	2
290	когда оно	1	2
291	бы в	4	2
292	в каких	1	2
293	быть и	6	2
294	но с	1	2
295	одной из	3	2
296	в какой	3	2
297	и так	1	2
298	в обществе	1	2
299	это же	2	2
300	в нашей	1	2
301	в начале	2	2
302	свидетельствует о	2	2
303	из них	1	2
304	себе в	1	2
305	могло бы	1	2
306	не о	1	2
307	друг друга	2	2
308	только с	2	2
309	для того	6	2
310	же деле	3	2
311	со стороны	1	2
312	или иначе	1	2
313	эта работа	1	2
314	больше и	1	2
315	самом же	3	2
316	которых мы	1	2
317	не на	2	2
318	но оно	1	2
319	нет ничего	1	2
320	на почве	9	2
321	стороны и	2	2
322	для понимания	3	2
323	есть оно	1	2
324	сказать не	1	2
325	является для	2	2
326	при условии	1	2
327	является как	2	2
328	это последнее	1	2
329	не является	8	2
330	об отношении	1	2
331	но когда	1	2
332	и ни	1	2
333	ни к	1	2
334	этом отношении	1	2
335	только что	3	2
336	все они	1	2
337	бы на	1	2
338	другой стороны	1	2
339	но можно	1	2
340	совершенно не	5	2
341	того же	5	2
342	к его	2	2
343	из этого	1	2
344	с его	8	2
345	же и	1	2
346	ни на	1	2
347	к этому	5	2
348	как известно	1	1
349	слова является	1	1
350	можно говорить	1	1
351	также что	1	1
352	речь идет	1	1
353	категорий мы	1	1
354	например в	1	1
355	для построения	1	1
356	науки или	1	1
357	мы здесь	2	1
358	не делает	1	1
359	противоречие с	1	1
360	науки о	2	1
361	это и	1	1
362	основные категории	2	1
363	что слово	1	1
364	с целым	1	1
365	от той	1	1
366	конечно с	1	1
367	а об	1	1
368	все те	4	1
369	о речи	1	1
370	правильного понимания	2	1
371	это совершенно	1	1
372	ясности и	1	1
373	теперь мы	2	1
374	он как	1	1
375	и стиль	1	1
376	но она	1	1
377	что иное	1	1
378	принадлежит к	1	1
379	которое не	1	1
380	в составе	1	1
381	для нашей	1	1
382	конечно и	2	1
383	проблемы мы	1	1
384	как впрочем	1	1
385	и самого	2	1
386	связи со	1	1
387	иное как	2	1
388	во всех	6	1
389	сознания а	1	1
390	то мы	2	1
391	а следовательно	1	1
392	подходить к	1	1
393	определяется его	2	1
394	точка зрения	1	1
395	значение не	1	1
396	к которой	1	1
397	следовательно все	2	1
398	если в	1	1
399	него с	1	1
400	оно является	2	1
401	и чем	1	1
402	что они	2	1
403	определяется не	2	1
404	относится к	3	1
405	пришлось пройти	1	1
406	это одно	2	1
407	как в	1	1
408	ко всякого	1	1
409	в противном	2	1
410	и где	1	1
411	переживания и	4	1
412	когда он	1	1
413	связанный с	1	1
414	об истории	1	1
415	себе не	1	1
416	как таковое	1	1
417	такую оценку	1	1
418	ясно и	1	1
419	и невозможно	1	1
420	к чему	1	1
421	точку зрения	2	1
422	бы с	1	1
423	бы не	2	1
424	а может	1	1
425	в последнее	1	1
426	как он	1	1
427	его но	1	1
428	так сказать	14	1
429	эпохи возрождения	1	1
430	в статье	1	1
431	характерен для	2	1
432	и политическая	1	1
433	о которой	1	1
434	невозможно то	1	1
435	перестает быть	1	1
436	в первую	1	1
437	зрения в	1	1
438	к одному	1	1
439	в корне	3	1
440	данном отношении	1	1
441	и вот	1	1
442	имеют никакого	1	1
443	различие между	2	1
444	этом последнем	2	1
445	представляются нам	1	1
446	конечно в	3	1
447	распадается на	2	1
448	его не	1	1
449	на все	2	1
450	на этой	5	1
451	лишь в	14	1
452	заключается в	1	1
453	уже знаем	2	1
454	случае является	1	1
455	в свой	1	1
456	как такие	1	1
457	в плоскости	1	1
458	мне пришлось	1	1
459	в них	1	1
460	рядом с	2	1
461	отдельные переживания	1	1
462	смысле совокупности	2	1
463	восприятие и	1	1
464	вопросы и	1	1
465	во внимание	1	1
466	которой он	1	1
467	выразить все	1	1
468	фигурирует в	2	1
469	можем дать	1	1
470	которая становится	1	1
471	во время	1	1
472	от своего	2	1
473	и их	4	1
474	еще менее	1	1
475	является уже	1	1
476	относиться ко	1	1
477	место в	2	1
478	себе а	1	1
479	сущности ничего	1	1
480	является только	2	1
481	может развиваться	1	1
482	мир и	1	1
483	слово для	3	1
484	но он	1	1
485	друг другу	1	1
486	истиной и	1	1
487	речи в	10	1
488	войти в	1	1
489	ни было	6	1
490	возможно только	1	1
491	следующими словами	1	1
492	же мы	1	1
493	почти все	1	1
494	в атмосфере	2	1
495	какие бы	1	1
496	и какие	1	1
497	что с	1	1
498	особенно ярко	1	1
499	самого начала	5	1
500	одна из	7	1
501	это делают	1	1
502	в основе	9	1
503	сознания как	1	1
504	какой бы	3	1
505	слово по	1	1
506	это еще	1	1
507	для всего	3	1
508	следовательно и	2	1
509	и объективной	1	1
510	и весь	1	1
511	правда некоторые	1	1
512	правда это	1	1
513	и является	2	1
514	ему и	1	1
515	это слово	1	1
516	в процессе	18	1
517	не столь	1	1
518	ли это	2	1
519	ему не	1	1
520	настоящего времени	2	1
521	ему удалось	1	1
522	исходить из	1	1
523	в направлении	6	1
524	когда мы	1	1
525	и такие	1	1
526	лица оно	1	1
527	так а	1	1
528	переход в	1	1
529	и другим	1	1
530	но также	1	1
531	бы он	3	1
532	для его	3	1
533	и свое	1	1
534	подход к	2	1
535	которые мы	1	1
536	и он	2	1
537	необходимым и	1	1
538	каждому из	1	1
539	мы убедимся	2	1
540	всем этим	2	1
541	говоря уже	1	1
542	всего этого	1	1
543	или науки	1	1
544	в ее	3	1
545	в буквальном	1	1
546	последнее время	1	1
547	нет никакой	1	1
548	в себя	1	1
549	с самого	5	1
550	вторая основная	1	1
551	так в	1	1
552	что вопрос	1	1
553	слова а	1	1
554	стремиться к	1	1
555	и сам	1	1
556	четкому выделению	1	1
557	ясно что	1	1
558	притом в	1	1
559	мы только	3	1
560	и религии	1	1
561	было задачей	1	1
562	подойти к	1	1
563	когда в	1	1
564	от правильного	1	1
565	на ряд	1	1
566	слова ii	1	1
567	лишь при	2	1
568	каждый раз	3	1
569	в самой	1	1
570	каждой из	1	1
