N	3gram	Medvedev_F_1	Hudozhes
1	по отношению к	4	10
2	в отличие от	1	7
3	не сводится к	2	6
4	то же время	8	6
5	в то же	8	6
6	более или менее	6	5
7	с другой стороны	1	5
8	в том что	1	5
9	состоит в том	1	4
10	так и не	1	4
11	всех без исключения	1	3
12	с точки зрения	13	3
13	тем не менее	1	3
14	того или иного	2	3
15	в этом смысле	1	3
16	в том и	1	2
17	тот или иной	1	2
18	и в то	1	2
19	в противном случае	1	2
20	не могло быть	1	2
21	с одной стороны	4	2
22	так или иначе	1	2
23	в свою очередь	6	2
24	или иного жанра	1	2
25	том числе и	1	2
26	в общественном сознании	1	2
27	в том числе	1	2
28	к тому что	1	2
29	сама по себе	2	2
30	мира и его	1	1
31	по своей природе	1	1
32	на нее как	1	1
33	том отношении что	1	1
34	входит в состав	1	1
35	прежде всего в	3	1
36	друг другу и	1	1
37	ни были они	1	1
38	в химическом соединении	2	1
39	каждой из них	1	1
40	в настоящее время	10	1
41	искусства в его	1	1
42	смысле можно говорить	1	1
43	в зависимости от	2	1
44	можно говорить о	1	1
45	в искусстве не	1	1
46	бы то ни	3	1
47	соединении с художественной	2	1
48	произведения искусства в	1	1
49	и без остатка	1	1
50	с этой точки	1	1
51	произведения в ее	1	1
52	литературного произведения в	1	1
53	может быть и	3	1
54	этом смысле можно	1	1
55	в самом начале	1	1
56	во внутренней речи	1	1
57	произведения искусства как	1	1
58	существует не для	1	1
59	химическом соединении с	2	1
60	в художественном произведении	2	1
61	то ни было	1	1
62	и свою собственную	1	1
63	и в пределах	1	1
64	как художественное целое	1	1
65	и как бы	1	1
66	с художественной идеологемой	1	1
67	в связи с	2	1
68	и глубже чем	1	1
69	их отношении к	1	1
70	та или иная	1	1
71	в том отношении	1	1
72	так же как	1	1
73	и в том	1	1
74	все то что	1	1
75	в нашем примере	1	1
76	не перестанет быть	1	1
77	во внешнем мире	1	1
78	отдельности и в	1	1
79	в истории литературы	2	1
80	этой точки зрения	1	1
81	и тем самым	1	1
82	глубже чем это	1	1
83	становления и развития	1	1
84	может и не	1	1
85	друг от друга	2	1
86	со стилями других	1	1
87	тех или иных	1	1
88	в отношении к	1	1
89	не может быть	5	1
90	в их отношении	1	1
91	в отдельности и	1	1
92	в более или	1	1
