N	3gram	Losev_Dial_1	Marksizm
1	с точки зрения	12	20
2	не может быть	3	13
3	в самом деле	1	9
4	до сих пор	2	8
5	в связи с	1	7
6	с другой стороны	4	5
7	с самого начала	1	4
8	в отношении к	1	4
9	то же самое	1	3
10	в этом отношении	2	3
11	отнюдь не является	1	3
12	может быть и	3	3
13	в конце концов	3	3
14	внутреннего и внешнего	6	3
15	то же время	4	3
16	связи с этим	1	3
17	но все же	1	3
18	можно сказать что	3	3
19	в то же	4	3
20	для того чтобы	1	3
21	в том что	7	3
22	теперь мы должны	1	2
23	– все это	2	2
24	или хотя бы	2	2
25	в данный момент	1	2
26	в чем же	1	2
27	и той же	1	2
28	сама по себе	8	2
29	на самом же	1	2
30	можно было бы	4	2
31	точки зрения не	1	2
32	но в то	1	2
33	во всяком случае	2	2
34	лишь с точки	1	2
35	одной и той	1	2
36	это и есть	2	2
37	в нем нет	3	2
38	самом же деле	1	2
39	в этом смысле	3	2
40	тем не менее	1	2
41	ничего общего с	3	2
42	то все же	1	1
43	это – общение	1	1
44	же может быть	2	1
45	точка зрения на	1	1
46	наука до сих	1	1
47	так же нелепо	2	1
48	ничего не доказывает	1	1
49	другой стороны –	1	1
50	лежащая в ее	1	1
51	с их точки	1	1
52	как она есть	3	1
53	бы они были	1	1
54	есть прежде всего	1	1
55	различие внутреннего и	1	1
56	а между тем	1	1
57	что же касается	1	1
58	их точки зрения	1	1
59	которое как мы	1	1
60	в ее основе	1	1
61	именно то что	1	1
62	до известной степени	1	1
63	сами по себе	1	1
64	не понимают и	1	1
65	вопрос о действительности	1	1
66	строй и порядок	1	1
67	не было бы	2	1
68	в котором мы	1	1
69	нет уже никакой	1	1
70	но если мы	1	1
71	каждом из них	1	1
72	и потому в	1	1
73	отчет в том	1	1
74	ничего не имеет	1	1
75	если бы они	1	1
76	и вовсе не	1	1
77	но что такое	2	1
78	ни в какой	1	1
79	так или иначе	1	1
80	что почти все	1	1
81	с ними как	1	1
82	и не дает	1	1
83	а не только	1	1
84	если бы это	1	1
85	с одной стороны	2	1
86	не существует ни	1	1
87	ничего общего не	1	1
88	не зависит от	1	1
89	и должно быть	1	1
90	сказать что почти	1	1
91	прежде всего необходимо	2	1
92	это не значит	1	1
93	– это та	1	1
94	не должна быть	2	1
95	оно – не	1	1
96	а в том	1	1
97	как мы увидим	1	1
98	и та же	2	1
99	одна и та	2	1
100	значит что в	3	1
101	мы уже знаем	1	1
102	сих пор не	1	1
103	более или менее	3	1
104	перехода от одного	1	1
105	не имеет общего	1	1
106	понимают и не	1	1
107	само по себе	5	1
108	имеет общего с	2	1
109	точки зрения так	1	1
110	точки зрения самого	2	1
111	это значит что	9	1
112	постоянно имеет место	1	1
113	это – чисто	1	1
114	в новое время	1	1
115	друг от друга	1	1
116	увидим в дальнейшем	1	1
117	имеется в виду	1	1
118	таким образом и	1	1
119	к тому что	2	1
120	на самом деле	2	1
121	и пр –	1	1
122	друг с другом	1	1
123	другом и не	1	1
124	и в нем	2	1
125	той или иной	3	1
