N	2gram	Vygotskiy__3	DiskursI
1	в себе	2	19
2	при этом	5	17
3	в этом	14	16
4	как и	15	16
5	состоит в	3	16
6	и в	25	16
7	в качестве	12	16
8	может быть	13	16
9	и не	10	15
10	а не	1	14
11	отличие от	6	12
12	в отличие	6	12
13	в частности	4	12
14	но в	1	11
15	представляет собой	6	11
16	в мире	2	11
17	но и	4	11
18	не только	6	10
19	том что	20	10
20	так и	5	9
21	не может	6	9
22	такого рода	2	9
23	как в	9	8
24	в том	23	8
25	а также	2	8
26	но не	6	7
27	в данном	1	7
28	в нем	2	7
29	ни в	9	7
30	не менее	6	7
31	прежде всего	4	7
32	то же	2	6
33	еще не	4	6
34	с его	2	6
35	данном случае	1	6
36	отнюдь не	4	6
37	все же	6	6
38	в своей	2	6
39	тем самым	2	6
40	по своей	7	6
41	в своих	2	6
42	и на	6	5
43	в своем	4	5
44	в то	4	5
45	с другой	6	5
46	что в	17	5
47	для него	5	5
48	то что	15	5
49	а с	3	5
50	и то	2	4
51	по отношению	3	4
52	в этой	5	4
53	роль в	1	4
54	в основе	16	4
55	потому что	6	4
56	этом отношении	3	4
57	о том	5	4
58	в пределах	1	4
59	одного из	2	4
60	с одной	5	4
61	одно из	1	4
62	в одном	2	4
63	не сводится	1	4
64	одной стороны	5	4
65	как бы	10	4
66	не является	8	4
67	точки зрения	6	4
68	к этому	3	4
69	отношению к	2	4
70	также и	1	3
71	например в	1	3
72	в становлении	1	3
73	столь же	7	3
74	к жизни	2	3
75	перед нами	10	3
76	и как	5	3
77	все эти	7	3
78	из этих	4	3
79	он не	4	3
80	внутренней речи	19	3
81	и может	2	3
82	в другом	1	3
83	его в	3	3
84	ведет к	1	3
85	одного и	4	3
86	в этих	2	3
87	в котором	3	3
88	не столько	4	3
89	для данного	1	3
90	не в	6	3
91	на рубеже	1	3
92	мире и	1	3
93	могут быть	5	3
94	той или	2	3
95	приводит к	4	3
96	еще в	2	3
97	в его	15	3
98	только в	10	3
99	и его	2	3
100	уже не	2	3
101	из них	4	3
102	в них	2	3
103	в исторической	1	3
104	или иной	3	3
105	здесь в	1	3
106	иначе говоря	2	3
107	но это	5	3
108	и того	4	3
109	и все	4	3
110	как на	2	3
111	же как	6	2
112	того же	6	2
113	и это	4	2
114	той же	4	2
115	место в	2	2
116	совпадает с	6	2
117	в ней	1	2
118	мы имеем	4	2
119	общих чертах	1	2
120	не требует	1	2
121	всякий раз	2	2
122	отношение к	1	2
123	что как	2	2
124	как уже	6	2
125	отношения между	5	2
126	в целом	13	2
127	вследствие этого	1	2
128	с таким	1	2
129	подобно тому	1	2
130	что ни	1	2
131	является не	2	2
132	заключает в	2	2
133	и с	1	2
134	входит в	5	2
135	должно быть	2	2
136	такой же	1	2
137	все это	6	2
138	на первый	2	2
139	этом случае	1	2
140	в ходе	1	2
141	переходе от	1	2
142	с точки	1	2
143	речи в	4	2
144	их в	3	2
145	никогда не	4	2
146	того и	2	2
147	жизни не	1	2
148	и другого	2	2
149	сводится к	1	2
150	в области	7	2
151	указать на	1	2
152	жизнью и	1	2
153	с их	2	2
154	для себя	1	2
155	с ее	5	2
156	но при	1	2
157	это еще	1	2
158	говорит об	2	2
159	в себя	3	2
160	в результате	3	2
161	между тем	3	2
162	что и	10	2
163	другого в	2	2
164	и одновременно	2	2
165	который не	1	2
166	есть в	1	2
167	в большинстве	1	2
168	слова не	2	2
169	не о	1	2
170	общения и	1	2
171	не подлежит	1	2
172	именно в	5	2
173	с той	2	2
174	не на	1	2
175	вместе с	14	2
176	или по	1	2
177	в той	1	2
178	или иного	2	2
179	тому как	2	2
180	что же	1	2
181	в ряду	1	2
182	и для	2	2
183	ключом к	1	2
184	а в	4	2
185	с ней	3	2
186	другой стороны	3	2
187	что он	6	2
188	значение не	1	2
189	самых общих	1	1
190	является для	2	1
191	одним из	5	1
192	состоящий из	1	1
193	тех же	1	1
194	переход от	3	1
195	на деле	3	1
196	к данному	2	1
197	к другому	2	1
198	на две	1	1
199	но если	1	1
200	и могут	2	1
201	есть не	1	1
202	речевой деятельности	1	1
