N	2gram	Vygotskiy__4	Sotsiolo
1	истории литературы	1	10
2	все это	13	7
3	в том	21	5
4	в этом	28	5
5	и только	7	3
6	более чем	1	3
7	для нас	7	3
8	не только	7	3
9	и в	33	3
10	но ведь	1	3
11	не в	2	3
12	в его	10	3
13	за пределы	1	2
14	как только	2	2
15	но и	3	2
16	конце концов	3	2
17	и мы	15	2
18	было бы	12	2
19	к которому	1	2
20	в смысле	1	2
21	только в	4	2
22	далеко не	3	2
23	нужно было	1	2
24	в результате	2	2
25	том что	22	2
26	в частности	4	2
27	как будто	8	2
28	то что	44	2
29	главным образом	1	2
30	и что	25	2
31	литературы и	2	2
32	еще не	1	2
33	таким образом	13	2
34	это и	5	2
35	отношению к	1	2
36	в конце	8	2
37	что в	21	2
38	может быть	22	2
39	как бы	25	2
40	по отношению	1	2
41	очевидно что	1	2
42	и заключается	1	2
43	по существу	2	2
44	то же	9	2
45	не из	1	1
46	что все	11	1
47	быть не	2	1
48	по себе	9	1
49	даже в	2	1
50	сама по	3	1
51	в мире	3	1
52	границы и	1	1
53	в этой	9	1
54	тому что	6	1
55	эти два	1	1
56	и должны	1	1
57	даже не	2	1
58	на все	2	1
59	стоит только	2	1
60	с другой	2	1
61	ни одно	2	1
62	его в	3	1
63	дает нам	1	1
64	только для	1	1
65	ровно ничего	1	1
66	и какие	1	1
67	с ним	5	1
68	это не	6	1
69	на этот	3	1
70	именно в	2	1
71	в чем	1	1
72	они ни	1	1
73	все же	5	1
74	один из	2	1
75	и есть	4	1
76	перед нами	6	1
77	психологии и	1	1
78	в то	3	1
79	мысли в	1	1
80	тем же	1	1
81	и наконец	2	1
82	даже больше	1	1
83	новеллы я	1	1
84	только то	1	1
85	а с	2	1
86	том как	3	1
87	тем что	3	1
88	вопросом о	1	1
89	и как	5	1
90	правильно говорит	1	1
91	сущности есть	1	1
92	написанную на	1	1
93	и затем	3	1
94	что эти	2	1
95	что он	20	1
96	тогда и	1	1
97	прежде всего	2	1
98	бы он	1	1
99	в них	2	1
100	так и	3	1
101	не было	3	1
102	одной стороны	3	1
103	те же	2	1
104	но только	1	1
105	и не	13	1
106	полагает что	5	1
107	из себя	1	1
108	существу дела	1	1
109	никогда не	5	1
110	мы не	5	1
111	это как	1	1
112	со своими	1	1
113	же время	2	1
114	ничего не	2	1
115	переходим к	1	1
116	мы еще	1	1
117	и самым	1	1
118	и о	4	1
119	все эти	6	1
120	все построение	1	1
121	именно на	1	1
122	как и	5	1
123	бы в	1	1
124	для этого	8	1
125	иначе говоря	2	1
126	что автор	4	1
127	мы должны	6	1
128	в сущности	6	1
129	благодаря тому	1	1
130	вот в	1	1
131	образом в	2	1
132	конечно не	3	1
133	в связи	1	1
134	на первый	1	1
135	и его	5	1
136	в этих	1	1
137	место в	2	1
138	автор не	2	1
139	связи с	2	1
140	или не	1	1
141	хотя бы	2	1
142	в целом	5	1
143	мы переходим	2	1
144	не может	10	1
145	в своей	4	1
146	не от	1	1
147	а в	4	1
148	тех кто	1	1
149	что она	10	1
150	о том	20	1
151	и потому	2	1
152	больше того	3	1
153	мы думаем	1	1
154	в котором	2	1
155	никак не	6	1
156	происходит не	1	1
157	из тех	1	1
158	конечно только	1	1
159	автор с	1	1
160	все то	12	1
161	может не	1	1
162	столь же	2	1
163	всяком случае	3	1
164	когда мы	6	1
165	он говорит	3	1
166	на психологию	1	1
167	ни на	2	1
168	должно было	2	1
169	в конечном	1	1
170	что это	13	1
171	вовсе не	5	1
172	новое и	1	1
173	же самое	6	1
174	с одной	3	1
175	в заключение	1	1
176	но не	3	1
177	у него	6	1
178	в виде	3	1
179	этого и	1	1
180	между тем	1	1
181	но как	1	1
182	что на	1	1
183	конечном счете	1	1
184	не один	1	1
185	и никак	1	1
186	и более	1	1
187	том и	1	1
188	во всяком	3	1
189	и будет	1	1
190	перейти к	2	1
191	это значит	1	1
