N	3gram	Vinokur_St_3	Dialekti
1	и т д	2	23
2	с точки зрения	4	14
3	тем не менее	2	10
4	не только не	1	7
5	не может быть	5	6
6	в самом деле	1	5
7	сам по себе	1	5
8	по крайней мере	4	5
9	о том что	4	5
10	то время как	4	4
11	в то время	4	4
12	и больше ничего	1	4
13	т е не	1	4
14	того что он	1	3
15	с одной стороны	2	3
16	в каком смысле	2	3
17	в том что	11	3
18	прежде всего от	1	3
19	и что такое	1	3
20	на то что	3	3
21	только тогда когда	2	3
22	не говоря уже	1	2
23	но то что	1	2
24	он не может	1	2
25	тот или иной	1	2
26	говоря уже о	1	2
27	с этой точки	1	2
28	и тем не	2	2
29	и в этом	2	2
30	с другой стороны	4	2
31	во всяком случае	4	2
32	этой точки зрения	1	2
33	иметь в виду	1	2
34	что это есть	2	2
35	той или иной	1	2
36	к тому что	2	2
37	так или иначе	1	2
38	а потому что	2	1
39	в особенности это	1	1
40	потому что в	1	1
41	и во всяком	1	1
42	и той же	1	1
43	на самом деле	1	1
44	и с этим	1	1
45	на особого рода	1	1
46	то же самое	1	1
47	до сих пор	2	1
48	исторического процесса в	1	1
49	в лучшем случае	1	1
50	что мы имеем	2	1
51	что это такое	1	1
52	это не может	1	1
53	в этом отношении	4	1
54	для себя и	1	1
55	я думаю что	1	1
56	а иногда и	1	1
57	так чтобы и	1	1
58	а кроме того	1	1
59	и в частности	1	1
60	в применении к	1	1
61	в них как	1	1
62	и что он	1	1
63	но может быть	1	1
64	только в виде	2	1
65	точка зрения которая	1	1
66	в такой же	1	1
67	не в том	3	1
68	ни на что	1	1
69	это есть не	1	1
70	у нас не	1	1
71	но так как	1	1
72	и они вполне	1	1
73	вопрос что такое	1	1
74	а то что	1	1
75	более или менее	1	1
76	и ни в	1	1
77	то же время	3	1
78	и пр в	2	1
79	от того что	1	1
80	том смысле что	1	1
81	что в ней	1	1
82	связи с этим	1	1
83	то есть и	1	1
84	в одном из	1	1
85	что у него	1	1
86	речь идет о	1	1
87	не менее в	1	1
88	мы имеем в	2	1
89	в то же	3	1
90	в связи с	3	1
91	из этих двух	1	1
92	в том смысле	2	1
93	одной и той	1	1
94	что в них	1	1
95	того или другого	1	1
