N	2gram	Bakhtin_sl_1	Literetu
1	а не	15	20
2	и в	41	19
3	может быть	14	17
4	то же	14	12
5	и не	16	11
6	как и	4	10
7	в том	3	10
8	но и	16	10
9	в этом	12	9
10	в то	14	9
11	же время	12	9
12	не может	14	9
13	такого рода	2	9
14	не только	16	8
15	и даже	6	8
16	с другой	5	8
17	слова и	13	7
18	том что	2	7
19	так и	11	7
20	с одной	4	7
21	и на	14	6
22	в себе	3	6
23	при этом	6	6
24	однако в	1	6
25	не менее	1	6
26	себя в	9	6
27	одной стороны	4	6
28	столь же	2	5
29	но не	2	5
30	он не	3	5
31	одна из	2	5
32	так в	2	5
33	в качестве	3	5
34	у нас	2	5
35	на фоне	7	5
36	то есть	26	5
37	того что	3	5
38	вместе с	1	5
39	мы не	2	4
40	того же	6	4
41	так что	2	4
42	человека в	1	4
43	для него	3	4
44	точки зрения	16	4
45	не в	7	4
46	даже в	2	4
47	в ней	4	4
48	в его	13	4
49	один из	4	4
50	и других	3	4
51	каждый из	1	4
52	прежде всего	8	4
53	в частности	2	4
54	другой стороны	4	4
55	жизни и	1	4
56	одним из	4	3
57	и то	2	3
58	в сущности	13	3
59	в кругозоре	1	3
60	и он	1	3
61	во всех	17	3
62	в противовес	1	3
63	как к	2	3
64	в этой	1	3
65	то и	1	3
66	в нем	30	3
67	всех своих	2	3
68	перестает быть	2	3
69	в их	4	3
70	с точки	8	3
71	не столько	1	3
72	никогда не	3	3
73	ничего не	4	3
74	сознания в	1	3
75	и его	14	3
76	данном случае	3	3
77	в себя	1	3
78	не с	2	3
79	и с	4	3
80	в другом	2	3
81	в художественной	1	3
82	но с	1	3
83	в поэзии	3	3
84	а в	6	3
85	так как	3	3
86	этом отношении	1	3
87	и др	14	3
88	со стороны	1	3
89	в данном	3	3
90	по существу	3	3
91	но это	1	3
92	в начале	1	3
93	и для	4	3
94	о себе	1	3
95	как на	1	3
96	себя как	1	2
97	ту же	4	2
98	и т	28	2
99	же как	2	2
100	и до	1	2
101	поэзии и	4	2
102	той же	2	2
103	в первый	1	2
104	из своих	2	2
105	с ее	4	2
106	слово не	2	2
107	к своему	6	2
108	но как	1	2
109	в истории	3	2
110	без другого	2	2
111	все же	7	2
112	и наконец	4	2
113	и к	5	2
114	но в	8	2
115	то в	2	2
116	в целом	2	2
117	отказа от	1	2
118	и сам	3	2
119	свое время	1	2
120	на этом	2	2
121	не бывает	1	2
122	одно и	2	2
123	в каждом	4	2
124	а затем	1	2
125	и иных	2	2
126	в жизни	1	2
127	но уже	1	2
128	в них	6	2
129	с этой	3	2
130	он и	1	2
131	превращаясь в	1	2
132	как бы	12	2
133	и без	1	2
134	не к	1	2
135	по преимуществу	4	2
136	одном из	1	2
137	тем не	1	2
138	по крайней	1	2
139	то с	1	2
140	в основе	5	2
141	но только	1	2
142	поэт не	1	2
143	поэт говорит	1	2
144	могут быть	19	2
145	не исключают	1	2
146	для того	2	2
147	в виду	1	2
148	в ее	2	2
149	еще не	4	2
150	для этого	1	2
151	о том	3	2
152	и что	1	2
153	для нас	2	2
154	а также	2	2
155	а потому	1	2
156	и только	1	2
157	крайней мере	1	2
158	впрочем не	1	2
159	в него	3	2
160	было бы	3	2
161	и одновременно	2	2
162	тот же	1	2
163	одной из	3	2
164	в какой	1	2
165	друг друга	3	2
166	потому что	2	2
167	уже не	2	2
168	ни было	2	2
169	речь в	2	2
170	из них	3	2
171	был бы	2	2
172	в одном	2	2
173	т п	23	2
174	что и	1	2
175	вовсе не	7	2
176	у него	3	2
177	как раз	2	2
178	где в	1	2
179	наконец в	2	2
180	себя и	1	2
181	что не	1	2
182	не было	3	2
183	до конца	12	2
184	в руках	1	2
185	мира в	1	2
186	и столь	1	2
187	это его	1	2
188	быть не	1	2
189	этом случае	2	2
190	и нет	1	2
191	при всем	3	2
192	не является	2	2
193	в результате	3	2
194	хотя бы	3	2
195	с ним	7	2
196	же в	1	2
