N	3gram	Bakhtin_sl_1	Formalny
1	с точки зрения	8	14
2	не может быть	1	14
3	в то же	12	7
4	то же время	12	7
5	во всяком случае	5	6
6	и т д	5	6
7	и т п	23	5
8	в зависимости от	3	5
9	с другой стороны	4	5
10	а вовсе не	2	4
11	и не может	2	4
12	в данном случае	3	4
13	бы то ни	1	4
14	то ни было	1	4
15	в большинстве случаев	6	4
16	в направлении к	1	4
17	для того чтобы	1	4
18	может войти в	1	3
19	в этом отношении	1	3
20	и не могут	1	3
21	обстоит дело с	1	3
22	в одной плоскости	1	3
23	одни и те	1	3
24	в том что	1	3
25	и те же	1	3
26	заложенные в них	1	2
27	с таким же	1	2
28	входя в литературу	1	2
29	равно как и	1	2
30	может внести в	1	2
31	самом же деле	1	2
32	и во всяком	1	2
33	в нем и	1	2
34	с установкой на	1	2
35	следовательно и в	1	2
36	то или иное	1	2
37	и в то	5	2
38	до известной степени	2	2
39	в отличие от	1	2
40	в неразрывной связи	1	2
41	лишь одним из	1	2
42	на самом же	1	2
43	может быть только	2	2
44	во всех областях	1	2
45	наследник xviii века	1	2
46	дело в том	1	2
47	так и в	3	2
48	в отвлечении от	1	2
49	точки зрения самого	2	2
50	не только не	1	2
51	в пределах одной	2	2
52	т п в	1	2
53	как бы ни	2	2
54	именно потому что	1	2
55	между ними и	1	2
56	к тому что	2	2
57	тем не менее	1	2
58	в последнем счете	1	2
59	как мы видели	1	2
60	в пределах одного	1	2
61	предмет на который	1	1
62	было бы невозможно	1	1
63	не выходит за	3	1
64	сознания могут быть	1	1
65	точки зрения на	3	1
66	не могла быть	1	1
67	и столь же	1	1
68	не значит конечно	1	1
69	для индивидуального сознания	1	1
70	бы ни был	1	1
71	но оно не	2	1
72	имеем в виду	1	1
73	в каждый данный	5	1
74	жанра может быть	1	1
75	не может внести	1	1
76	а иногда и	1	1
77	свое выражение в	2	1
78	вследствие этого и	1	1
79	в этом случае	2	1
80	оно ни было	1	1
81	каждый данный момент	4	1
82	себя в нем	3	1
83	противоречить друг другу	1	1
84	значит конечно что	1	1
85	а следовательно и	1	1
86	обстоит дело и	1	1
87	в лучшем случае	2	1
88	хотя бы и	3	1
89	каково бы оно	1	1
90	может иметь место	1	1
91	оставаясь в пределах	1	1
92	одна из существеннейших	1	1
93	они вообще не	1	1
94	в поэтическом произведении	3	1
95	но и здесь	3	1
96	другой стороны эти	1	1
97	этом случае в	1	1
98	произведение в целом	1	1
99	то у нас	1	1
100	в противном случае	1	1
101	со всех сторон	1	1
102	с этой точки	1	1
103	до сих пор	2	1
104	высказывания а не	1	1
105	так или иначе	1	1
106	в процессе своего	1	1
107	высказывание в то	1	1
108	в значительной степени	1	1
109	одной из них	1	1
110	не только в	2	1
111	с одной стороны	4	1
112	слово входит в	1	1
113	а не те	1	1
114	бы ни были	2	1
115	слова так и	1	1
116	и не было	1	1
117	в течение исторического	1	1
118	исторический момент в	1	1
119	мы и можем	1	1
120	никогда не может	1	1
121	слово как его	1	1
122	является лишь одним	1	1
123	смысловые и стилистические	1	1
124	а не как	2	1
125	это не значит	1	1
126	бы оно ни	1	1
127	в основе их	2	1
128	оно не может	1	1
129	определенных социальных групп	1	1
130	в роман и	2	1
131	ощущаем в каждом	1	1
132	и ничем не	1	1
133	не из словаря	1	1
134	мы все время	1	1
135	и той же	1	1
136	в истории романа	1	1
137	этой точки зрения	1	1
138	о том что	1	1
139	одной плоскости с	1	1
140	того или иного	2	1
141	неразрывной связи с	1	1
142	форма и содержание	1	1
143	в данную эпоху	1	1
144	можно было бы	2	1
145	с самого начала	1	1
146	не только на	2	1
147	с ним связанные	1	1
148	выходит за пределы	3	1
149	той или иной	9	1
150	можно сказать что	1	1
151	у нас в	1	1
152	мы имеем в	1	1
153	лежит в основе	1	1
154	в поэтическое произведение	1	1
155	к действительности и	1	1
156	в самом слове	1	1
157	вот что говорит	1	1
158	лишь там где	1	1
159	одной и той	1	1
160	тех или иных	1	1
161	в отношении к	6	1
162	и в том	2	1
163	друг с другом	2	1
164	данный исторический момент	1	1
165	могут противоречить друг	1	1
166	нем и в	1	1
167	оно как и	1	1
168	друг друга и	1	1
169	за его пределы	1	1
170	как и в	1	1
171	как его понимает	1	1
