N	2gram	Nazirov_Vr_1	Problemy
1	и в	8	43
2	и не	5	29
3	т е	3	26
4	может быть	4	23
5	как бы	4	22
6	не может	2	18
7	как и	6	14
8	у достоевского	4	14
9	но и	7	14
10	в этом	8	13
11	точки зрения	2	13
12	что он	4	13
13	в нем	6	12
14	в одном	1	12
15	не только	9	11
16	но в	6	10
17	в его	3	10
18	прежде всего	1	10
19	еще не	2	9
20	он не	3	9
21	никогда не	2	9
22	то же	5	8
23	для него	2	8
24	с точки	2	8
25	и его	3	8
26	в самом	1	7
27	к себе	2	7
28	в то	5	7
29	и сам	1	7
30	в него	2	7
31	до сих	1	7
32	о себе	3	7
33	что же	1	7
34	сих пор	1	7
35	то что	7	7
36	и наконец	1	6
37	при этом	4	6
38	в этих	1	6
39	что я	2	6
40	о нем	6	6
41	в том	3	6
42	что ж	2	6
43	в котором	6	6
44	у него	5	6
45	и все	7	6
46	ну что	1	5
47	и он	2	5
48	но не	1	5
49	хотя и	1	5
50	в себе	2	5
51	но ведь	1	5
52	на то	3	5
53	да и	1	5
54	таким образом	2	5
55	и с	6	5
56	было бы	1	5
57	рядом с	2	5
58	это слово	1	5
59	о том	4	5
60	и что	8	5
61	же время	5	5
62	к нему	1	5
63	в той	2	5
64	все это	4	5
65	бы в	1	5
66	а в	2	5
67	достоевского в	7	4
68	я не	3	4
69	с его	3	4
70	во всех	1	4
71	в своем	3	4
72	героев достоевского	1	4
73	знаю что	1	4
74	человека в	3	4
75	же не	2	4
76	в них	2	4
77	далеко не	3	4
78	во время	2	4
79	в своей	2	4
80	но он	3	4
81	у тургенева	11	4
82	их в	2	4
83	том же	2	4
84	достоевский в	8	4
85	среди них	1	4
86	и это	2	4
87	в стиле	1	4
88	как раз	2	4
89	с другой	1	4
90	на этот	1	4
91	до конца	1	4
92	более того	1	4
93	но это	2	4
94	что в	7	4
95	себя как	1	3
96	также и	1	3
97	не хочет	1	3
98	той же	1	3
99	в виду	4	3
100	он был	3	3
101	он сам	2	3
102	еще один	1	3
103	тому же	1	3
104	чем у	1	3
105	никому не	1	3
106	самим собой	1	3
107	это не	4	3
108	в жизни	1	3
109	а за	1	3
110	такой же	1	3
111	и их	1	3
112	в их	1	3
113	он тоже	2	3
114	не должна	1	3
115	ничего не	1	3
116	во всем	1	3
117	могут быть	1	3
118	не менее	2	3
119	но при	1	3
120	так и	1	3
121	и даже	6	3
122	с ним	4	3
123	между тем	5	3
124	достоевского это	1	3
125	его в	3	3
126	и ее	2	3
127	себя в	1	3
128	уже не	2	3
129	достоевского не	4	3
130	тем что	3	3
131	о своей	1	3
132	в рассказе	1	3
133	он и	1	3
134	него в	1	3
135	но для	1	3
136	все же	6	3
137	в эту	2	3
138	но зато	1	3
139	для достоевского	1	3
140	в романе	6	3
141	другой стороны	1	3
142	того же	1	3
143	героя в	1	3
144	а между	1	2
145	отношения к	2	2
146	человека и	1	2
147	из подполья	3	2
148	и о	3	2
149	в сторону	1	2
150	отношение к	2	2
151	как в	1	2
152	с этим	1	2
153	как нам	1	2
154	целый ряд	4	2
155	и как	3	2
156	что это	1	2
157	в целом	1	2
158	момент его	1	2
159	как он	1	2
160	но на	1	2
161	романе достоевского	1	2
162	одно и	1	2
163	конечно в	1	2
164	об этом	5	2
165	из них	2	2
166	достоевского он	2	2
167	достоевского и	7	2
168	том что	3	2
169	которую он	1	2
170	что этот	1	2
171	и то	2	2
172	в повести	2	2
173	а вот	1	2
174	раз и	1	2
175	того как	1	2
176	одна из	2	2
177	достоевский не	3	2
178	в процессе	1	2
179	тем не	1	2
180	на бале	1	2
181	отличается от	1	2
182	в письме	5	2
183	в конце	3	2
184	и тонко	1	2
185	то время	1	2
186	что у	3	2
187	не был	1	2
188	его жизни	1	2
189	от них	1	2
190	в форме	1	2
