N	3gram	Vygotskiy__1	Narrotol
1	в том что	15	8
2	с одной стороны	8	7
3	о том что	6	6
4	по отношению к	7	6
5	в том числе	1	6
6	в отличие от	1	5
7	не может быть	5	5
8	том числе и	1	4
9	в данном случае	2	4
10	с другой стороны	9	4
11	той или иной	1	4
12	но все же	1	4
13	можно сказать что	4	4
14	состоит в том	1	3
15	в этом отношении	4	3
16	тем не менее	1	3
17	и тем самым	3	3
18	то же время	2	3
19	в свою очередь	3	3
20	в то же	2	3
21	по всей вероятности	1	2
22	с точки зрения	18	2
23	можно было бы	3	2
24	точно так же	1	2
25	ту или иную	1	2
26	в значительной степени	2	2
27	так же как	5	2
28	не только в	1	2
29	в известном смысле	2	2
30	значении этого слова	1	2
31	этой точки зрения	1	2
32	в конечном счете	1	2
33	речь идет о	2	2
34	живая клетка сохраняющая	1	1
35	сохраняющая все основные	1	1
36	не в состоянии	2	1
37	по своей природе	2	1
38	том что в	2	1
39	частями этого единства	1	1
40	и не быть	1	1
41	постольку поскольку оно	1	1
42	в чистом виде	1	1
43	и столь же	1	1
44	не могло не	1	1
45	анализ расчленяющий сложное	2	1
46	прежде всего в	2	1
47	дело в том	1	1
48	который в отличие	1	1
49	на самом деле	1	1
50	в самом деле	2	1
51	в этом смысле	1	1
52	лишь постольку поскольку	1	1
53	том что он	2	1
54	живыми частями этого	1	1
55	то же самое	3	1
56	в том же	1	1
57	же как и	4	1
58	целое на единицы	2	1
59	мы подразумеваем такой	1	1
60	по крайней мере	1	1
61	до сих пор	4	1
62	и в то	1	1
63	сам по себе	3	1
64	в первую очередь	3	1
65	только то что	1	1
66	независимо от того	2	1
67	что не только	1	1
68	и то что	1	1
69	такой продукт анализа	1	1
70	жизни присущие живому	1	1
71	все основные свойства	2	1
72	от элементов обладает	1	1
73	до наших дней	1	1
74	с этой точки	1	1
75	по направлению к	1	1
76	что оно есть	1	1
77	сложное единое целое	1	1
78	единое целое на	1	1
79	расчленяющий сложное единое	1	1
80	живому организму является	1	1
81	который является далее	1	1
82	свойства жизни присущие	1	1
83	свойствами присущими целому	1	1
84	содержит в себе	1	1
85	неразложимыми живыми частями	1	1
86	между ними не	1	1
87	основные свойства жизни	1	1
88	и с точки	1	1
89	основными свойствами присущими	1	1
90	далее неразложимыми живыми	1	1
91	является настоящей единицей	1	1
92	только внешняя сторона	1	1
93	тем что как	1	1
94	не имеет для	1	1
95	обладает всеми основными	1	1
96	и при этом	1	1
97	что именно в	1	1
98	единицей биологического анализа	1	1
99	связаны между собой	1	1
100	а с другой	2	1
101	и как бы	1	1
102	и который является	1	1
103	продукт анализа который	1	1
104	происходит и с	1	1
105	одной стороны от	1	1
106	как мы увидим	1	1
107	том чтобы определить	1	1
108	отличие от элементов	1	1
109	все то что	1	1
110	анализа который в	1	1
111	и до наших	1	1
112	подразумеваем такой продукт	1	1
113	в том чтобы	3	1
114	само по себе	1	1
115	присущими целому и	1	1
116	организму является настоящей	1	1
117	присущие живому организму	1	1
118	в различных сферах	1	1
119	и тем более	1	1
120	может показаться что	1	1
121	и не то	1	1
122	элементов обладает всеми	1	1
123	всего в том	1	1
124	друг от друга	3	1
125	тем более что	1	1
126	на всем протяжении	2	1
127	есть прежде всего	2	1
128	как мы уже	1	1
129	в силу своей	1	1
130	друг с другом	4	1
131	настоящей единицей биологического	1	1
132	целому и который	1	1
133	в неразрывное единство	1	1
134	в соответствии с	1	1
135	является далее неразложимыми	1	1
136	как и в	1	1
137	клетка сохраняющая все	1	1
138	является как бы	1	1
139	всеми основными свойствами	1	1
