N	2gram	Propp_Russ_2	Dialekti
1	и не	1	30
2	т е	24	30
3	может быть	13	20
4	не только	10	19
5	и в	29	19
6	и т	5	17
7	в мифе	1	16
8	а не	4	16
9	т д	5	15
10	что она	3	14
11	потому что	5	14
12	то что	5	14
13	в том	22	14
14	так как	13	14
15	и даже	1	14
16	как бы	18	14
17	то же	4	12
18	не просто	1	12
19	но и	8	12
20	и все	4	12
21	и как	2	10
22	что это	3	10
23	в нем	1	10
24	как и	11	10
25	том что	22	10
26	сказать что	1	10
27	так и	1	10
28	это не	5	10
29	никогда не	2	9
30	же и	1	9
31	не может	5	9
32	мы уже	1	8
33	в этом	11	8
34	в своей	2	8
35	не в	4	8
36	она не	3	8
37	прежде всего	2	8
38	религия есть	1	8
39	и то	2	7
40	время как	1	7
41	так что	4	7
42	должно быть	2	7
43	как это	4	7
44	и притом	1	7
45	только тогда	3	7
46	как будто	1	7
47	совершенно не	2	7
48	но это	1	7
49	что в	22	7
50	в религии	1	6
51	но не	5	6
52	что они	1	6
53	отнюдь не	1	6
54	тогда когда	4	6
55	в то	2	6
56	не могу	1	6
57	и вообще	1	6
58	что он	1	6
59	того что	3	6
60	есть и	1	6
61	и потому	1	5
62	и это	1	5
63	говорить о	1	5
64	есть ли	1	5
65	в одну	1	5
66	жизнь и	2	5
67	и его	1	5
68	и с	10	5
69	религия не	1	5
70	в виду	2	5
71	о том	9	5
72	и что	5	5
73	можно сказать	1	5
74	что и	2	5
75	с другой	2	5
76	а именно	3	5
77	и пр	2	5
78	и следовательно	1	5
79	в одно	1	5
80	по своему	1	5
81	как раз	1	5
82	только что	1	5
83	в самом	1	5
84	только в	1	5
85	и есть	1	4
86	еще не	6	4
87	в одной	1	4
88	независимо от	1	4
89	в своем	1	4
90	все же	2	4
91	та же	2	4
92	как он	1	4
93	и если	1	4
94	при этом	6	4
95	и по	3	4
96	таким образом	6	4
97	а потом	1	4
98	в одном	1	4
99	но он	3	4
100	все это	10	4
101	с ним	1	4
102	по своей	1	4
103	связи с	2	4
104	в таком	4	4
105	это конечно	1	4
106	без всякого	1	4
107	в ее	3	4
108	и когда	1	4
109	говорят что	1	4
110	в другом	1	4
111	может не	1	4
112	к нему	4	4
113	уже в	1	4
114	ни с	1	4
115	одно из	2	4
116	то время	2	4
117	могут быть	2	4
118	быть и	1	4
119	а в	9	4
120	другой стороны	1	4
121	же как	4	3
122	это и	2	3
123	как мы	3	3
124	что если	1	3
125	вопрос о	4	3
126	что иное	2	3
127	это время	2	3
128	иное как	2	3
129	в этой	3	3
130	с этим	2	3
131	кроме того	2	3
132	и где	1	3
133	от этого	1	3
134	после этого	2	3
135	всех этих	1	3
136	есть та	1	3
137	об этом	2	3
138	его в	8	3
139	было бы	3	3
140	уже знаем	1	3
141	мы имеем	6	3
142	и тогда	1	3
143	в этих	3	3
144	или вообще	4	3
