N	3gram	Vygotskiy__2	Myshleni
1	с точки зрения	10	18
2	для того чтобы	13	15
3	в том что	17	15
4	с другой стороны	2	9
5	так же точно	7	9
6	с одной стороны	1	8
7	с самого начала	1	8
8	заключается в том	10	6
9	о том что	4	6
10	мы могли бы	1	5
11	вместе с тем	1	5
12	по сравнению с	2	5
13	так же как	4	5
14	не может быть	8	5
15	в то время	3	5
16	же как и	1	4
17	до сих пор	5	4
18	то время как	2	4
19	в высшей степени	1	4
20	в этом отношении	5	4
21	к выводу что	1	4
22	можно сказать что	1	4
23	друг с другом	1	4
24	на то что	6	3
25	то же самое	6	3
26	сам по себе	4	3
27	приходит к выводу	1	3
28	можно было бы	4	3
29	к тому что	2	3
30	в том чтобы	3	3
31	не остается ничего	2	3
32	во всяком случае	2	3
33	с таким образом	8	3
34	в свою очередь	2	3
35	и тем самым	1	3
36	друг от друга	1	3
37	том что в	2	2
38	не в состоянии	1	2
39	при переходе от	1	2
40	и то же	1	2
41	и той же	4	2
42	того чтобы показать	2	2
43	том что он	3	2
44	указывает на то	2	2
45	как если бы	1	2
46	говорит он что	1	2
47	в зависимости от	1	2
48	в сущности говоря	4	2
49	остается ничего другого	2	2
50	на этот вопрос	2	2
51	то же время	2	2
52	одно и то	1	2
53	так как он	1	2
54	и в частности	1	2
55	ничего другого как	2	2
56	чтобы убедиться в	1	2
57	в данном случае	4	2
58	из этого факта	1	2
59	от того что	1	2
60	а с другой	1	2
61	благодаря тому что	1	2
62	приводит к тому	1	2
63	все более и	2	2
64	ответ на этот	1	2
65	вместо того чтобы	1	2
66	и таким образом	2	2
67	более и более	2	2
68	в самом деле	11	2
69	на основании этого	1	2
70	на всем протяжении	1	2
71	в то же	2	2
72	таким образом и	3	2
73	одной и той	4	2
74	прямо говорит что	2	2
75	того факта что	1	2
76	быть столь же	1	1
77	в том виде	3	1
78	приводит его к	1	1
79	потому что он	1	1
80	то что и	1	1
81	с все эти	1	1
82	в психологическом отношении	1	1
83	относительно того что	1	1
84	само собой разумеется	1	1
85	деле стоит только	1	1
86	в чем же	1	1
87	еще яснее это	1	1
88	самом деле стоит	1	1
89	по самому своему	1	1
90	на самом деле	5	1
91	говорит что в	1	1
92	из этого исходит	1	1
93	в этом смысле	1	1
94	не зависящего от	1	1
95	всегда и постоянно	1	1
96	в силу того	1	1
97	в свете этих	1	1
98	же точно в	1	1
99	чтобы показать что	1	1
100	но и как	1	1
101	во всех своих	1	1
102	и для всех	1	1
103	и не может	2	1
104	в чем заключается	1	1
105	того чтобы заметить	2	1
106	он прямо говорит	1	1
107	что он не	2	1
108	в отличие от	1	1
109	но и в	1	1
110	только то что	1	1
111	точно как в	1	1
112	что не только	1	1
113	тогда когда он	1	1
114	с тем чтобы	1	1
115	лежащим в основе	1	1
116	кроме того что	1	1
117	на каждом шагу	1	1
118	и значение в	1	1
119	точно так же	3	1
120	которые отличают его	1	1
121	с этой точки	1	1
122	по крайней мере	1	1
123	и тем что	2	1
124	и то что	2	1
125	полном согласии с	1	1
126	жизни и в	1	1
127	за пределы простого	1	1
128	с помощью которых	1	1
129	все решительно проявления	1	1
130	то обстоятельство что	1	1
131	едва ли не	1	1
132	в этой области	2	1
133	но и это	1	1
134	в конце концов	3	1
135	же точно как	3	1
136	тот факт что	1	1
137	что оба эти	1	1
138	говорит один из	1	1
139	состоит в том	2	1
140	тем что в	1	1
141	все больше и	1	1
142	между тем в	1	1
143	отличают его от	1	1
144	аналогично тому как	1	1
145	сам собой напрашивается	2	1
146	столько же сколько	2	1
147	того чтобы объяснить	1	1
148	сказать что все	1	1
149	к нулю и	1	1
150	того чтобы сделать	1	1
151	и вот этот	1	1
152	совершенно сходную с	1	1
153	образом и на	1	1
154	до наших дней	1	1
155	и до наших	1	1
156	в основе этого	1	1
157	этой точки зрения	2	1
158	силу того что	1	1
159	надо сказать что	2	1
160	к действительности не	1	1
161	собой разумеется что	1	1
162	же сколько и	1	1
163	в своих построениях	2	1
164	что в этой	2	1
165	на другом материале	1	1
166	то что мы	1	1
167	не только ее	1	1
168	это значит что	2	1
169	само по себе	3	1
170	всего того что	1	1
171	и постоянно от	1	1
172	входящих в ее	1	1
173	с но если	1	1
174	приближается к нулю	1	1
175	и никогда не	2	1
176	не только не	1	1
177	чтобы заметить что	1	1
178	потому что в	1	1
179	в каком они	1	1
180	в конечном счете	3	1
181	с тем и	1	1
182	речи но и	1	1
183	этих двух основных	1	1
184	чтобы показать как	1	1
185	которые могут быть	1	1
186	больше и больше	1	1
187	заключает в себе	2	1
188	с между тем	1	1
189	мы думаем что	1	1
190	уже что в	1	1
191	в полном согласии	1	1
192	на то как	2	1
193	и т д	2	1
194	вне всякого сомнения	1	1
195	тем не менее	4	1
196	там где дело	1	1
197	то же что	2	1
198	мы начинаем понимать	1	1
199	относится не к	1	1
200	же точно и	2	1
201	как и в	2	1
202	в жизни и	2	1
203	и представить себе	1	1
204	когда он в	1	1
205	кислород и водород	1	1
