N	3gram	Bakhtin_Fr_5	Myslijsy
1	по отношению к	1	8
2	в том что	6	7
3	не может быть	2	5
4	о том что	1	5
5	то же самое	2	4
6	до сих пор	3	4
7	только тогда когда	1	4
8	можно сказать что	2	4
9	для того чтобы	6	4
10	тем не менее	1	4
11	на самом деле	4	3
12	с точки зрения	2	3
13	вместе с тем	1	3
14	и таким образом	1	3
15	то же время	9	3
16	мы не можем	1	3
17	от того что	1	3
18	потому что в	1	3
19	в то же	9	3
20	что иное как	1	2
21	так как оно	1	2
22	до известной степени	4	2
23	сказать несколько слов	1	2
24	между тем как	1	2
25	несколько слов об	1	2
26	то что в	1	2
27	в данном случае	2	2
28	между собою и	1	2
29	после того как	1	2
30	то есть в	2	2
31	что и в	1	2
32	в большинстве случаев	2	2
33	не что иное	1	2
34	но уже и	1	1
35	хотя и не	1	1
36	мы его не	1	1
37	и того же	1	1
38	дело в том	2	1
39	к одной и	1	1
40	и той же	1	1
41	не только о	1	1
42	стороны одного и	1	1
43	же время и	1	1
44	то время когда	1	1
45	в том числе	4	1
46	о том как	2	1
47	бы он ни	1	1
48	во время своего	1	1
49	можно говорить о	2	1
50	таким образом как	1	1
51	но и не	1	1
52	не имеет никакого	1	1
53	и та же	1	1
54	слова и мысли	1	1
55	в этом отношении	5	1
56	и чем больше	1	1
57	в эту минуту	1	1
58	и др в	2	1
59	он ни был	1	1
60	и не в	2	1
61	не подлежит сомнению	1	1
62	может быть и	1	1
63	в это время	1	1
64	ничего общего с	1	1
65	то есть таких	1	1
66	в связи с	5	1
67	если она и	1	1
68	одним из первых	1	1
69	мысль обращается к	1	1
70	использовать его для	1	1
71	в свою очередь	1	1
72	одна и та	1	1
73	но на самом	1	1
74	все то что	1	1
75	того же явления	1	1
76	сих пор не	1	1
77	есть не что	1	1
78	в то время	2	1
79	такие понятия как	1	1
80	особенно ясно видно	1	1
81	и в самом	1	1
82	в ту же	1	1
83	том числе и	2	1
84	одного и того	1	1
85	друг от друга	1	1
86	кроме того она	1	1
87	заметить что в	1	1
88	не представляется возможным	1	1
89	мысли и слова	2	1
90	конечно не в	1	1
91	одной и той	1	1
92	в себе в	1	1
93	как и в	1	1
94	как бы он	1	1
95	мы видели что	1	1
