N	2gram	Voloshinov_1	Dialekti
1	не есть	2	54
2	и не	4	27
3	а не	1	26
4	точки зрения	8	25
5	и в	16	24
6	не только	7	23
7	что такое	5	21
8	не может	8	19
9	ничего не	1	17
10	и есть	3	16
11	и что	1	15
12	с точки	6	14
13	то что	3	14
14	таким образом	9	13
15	что он	2	13
16	вовсе не	1	13
17	может быть	17	13
18	и даже	4	13
19	что это	2	12
20	есть и	2	12
21	не менее	2	11
22	не имеет	1	11
23	что же	1	11
24	в сущности	1	10
25	отнюдь не	4	10
26	только не	1	10
27	не существует	2	10
28	что она	1	9
29	ни в	5	9
30	но и	4	9
31	нет ничего	1	9
32	в этом	9	8
33	и как	3	8
34	учение о	3	8
35	отличается от	1	8
36	прежде всего	9	8
37	что мы	2	8
38	том что	3	8
39	это и	1	7
40	в самом	2	7
41	что мир	1	7
42	как и	2	7
43	никогда не	2	7
44	как раз	1	7
45	что оно	2	7
46	в виду	1	7
47	другими словами	2	7
48	только на	3	7
49	даже и	1	7
50	что в	3	7
51	самом деле	6	6
52	что иное	1	6
53	я не	1	6
54	иное как	1	6
55	то же	2	6
56	и с	8	6
57	вещей и	1	6
58	оно не	2	6
59	если бы	1	6
60	что и	2	6
61	и только	9	6
62	о том	2	6
63	и жизни	1	6
64	так как	4	6
65	даже не	3	6
66	и пр	12	6
67	не на	2	6
68	и все	4	6
69	все это	4	6
70	но если	1	6
71	не что	1	6
72	есть то	1	6
73	вопрос о	1	5
74	что его	1	5
75	хотя и	1	5
76	и к	6	5
77	есть ли	1	5
78	он не	2	5
79	по крайней	3	5
80	так и	4	5
81	было бы	2	5
82	в них	2	5
83	мы не	2	5
84	в том	3	5
85	можно ли	1	5
86	тогда когда	1	5
87	и притом	3	5
88	и его	8	5
89	только в	4	5
90	уже не	1	5
91	крайней мере	3	5
92	что не	2	5
93	что для	1	5
94	как это	3	5
95	с этой	2	5
96	но это	2	5
97	только как	3	5
98	жизни и	3	5
99	как на	1	5
100	все остальное	1	4
101	и то	1	4
102	явления и	1	4
103	говорить о	2	4
104	мы и	1	4
105	первый план	1	4
106	в чем	5	4
107	нет и	2	4
