N	2gram	Voloshinov_2	Hudozhes
1	и в	19	28
2	том что	10	19
3	в ее	3	18
4	и не	19	18
5	в том	7	15
6	а не	9	14
7	в этом	15	13
8	не в	10	13
9	о том	3	12
10	перед нами	3	11
11	не только	13	11
12	при этом	9	11
13	как и	9	11
14	в его	5	11
15	у нее	1	10
16	уже не	1	10
17	в себе	4	9
18	но и	10	9
19	так и	10	8
20	между тем	6	8
21	что он	4	8
22	себя в	2	8
23	в жизни	2	8
24	в душе	4	8
25	может быть	28	8
26	о чем	2	8
27	по отношению	8	7
28	что она	1	7
29	к тому	6	7
30	как это	1	7
31	и все	6	7
32	с ним	1	7
33	жизни в	1	7
34	отношению к	8	7
35	в котором	3	6
36	то же	16	6
37	не было	3	6
38	и с	2	6
39	в своей	3	6
40	в то	8	6
41	тем что	2	6
42	для себя	4	6
43	если бы	11	6
44	сводится к	2	6
45	можно сказать	1	6
46	это не	4	6
47	а в	3	6
48	то что	4	6
49	жизни и	2	6
50	с его	8	5
51	в этой	3	5
52	как в	1	5
53	в самом	6	5
54	что это	2	5
55	не могла	1	5
56	рядом с	2	5
57	в своем	2	5
58	не менее	1	5
59	у него	2	5
60	никогда не	7	5
61	к чужой	1	5
62	ничего не	4	5
63	и его	16	5
64	и сам	1	5
65	его жизни	1	5
66	только на	4	5
67	одно из	1	5
68	для него	9	5
69	как бы	19	5
70	да и	3	5
71	что в	2	5
72	и другие	1	5
73	но не	2	4
74	в художественном	1	4
75	то в	1	4
76	человека в	1	4
77	он не	3	4
78	в других	1	4
79	тем не	1	4
80	для нее	1	4
81	тому что	4	4
82	же время	8	4
83	и сама	1	4
84	и о	2	4
85	того чтобы	6	4
86	в конечном	1	4
87	что они	2	4
88	только в	8	4
89	в качестве	3	4
90	что и	3	4
91	как раз	4	4
92	для того	6	4
93	говорит о	1	4
94	превращается в	1	4
95	не может	18	4
96	человека и	1	3
97	на себя	1	3
98	и он	2	3
99	в ней	3	3
100	но при	1	3
101	еще не	3	3
102	и на	5	3
103	столь же	3	3
104	в ответ	1	3
105	для других	3	3
106	не все	1	3
107	со стороны	1	3
108	следующим образом	1	3
109	бы не	2	3
110	как он	1	3
111	в нем	11	3
112	и читателя	1	3
113	что все	1	3
114	мы уже	6	3
115	с другими	3	3
116	было бы	4	3
117	в это	1	3
118	в них	1	3
119	соответствии с	1	3
120	несмотря на	1	3
121	в этих	3	3
122	что было	1	3
123	этом и	1	3
124	как о	2	3
125	и внутренней	1	3
126	к себе	1	3
127	же самое	6	3
128	и это	3	3
129	когда в	1	3
130	внимание на	1	3
131	все его	2	3
132	к нему	5	3
133	в родном	1	3
134	одной из	3	3
135	с ними	4	3
136	и ее	4	3
137	с одной	3	3
138	конечном счете	1	3
139	характерно что	3	3
140	в одном	1	3
141	с другой	3	3
142	все время	2	3
143	а с	2	3
144	прежде всего	7	3
145	в соответствии	1	3
146	так же	5	3
147	противоречие с	1	3
148	одной стороны	3	3
149	в состоянии	1	3
150	все это	1	3
151	или в	2	3
152	все они	1	3
153	на фоне	1	3
154	героя и	1	3
155	по поводу	1	3
156	самом деле	9	3
157	и то	3	2
158	но тем	1	2
159	той же	3	2
160	а как	4	2
161	говорить о	1	2
162	одного слова	3	2
163	если в	1	2
164	ответ на	2	2
165	все же	5	2
166	но в	7	2
167	бы с	1	2
168	в нашем	2	2
169	из этих	1	2
170	тому же	2	2
171	мысли и	3	2
172	но именно	1	2
173	о которой	1	2
174	не как	3	2
175	прежде чем	1	2
176	оно не	1	2
177	не будет	3	2
178	же не	1	2
179	не с	2	2
180	лишь в	14	2
181	его в	7	2
182	это было	2	2
183	о которых	1	2
184	и было	1	2
185	и тогда	2	2
186	место в	2	2
187	от своего	2	2
188	внешним и	1	2
189	с точки	13	2
190	не столько	1	2
191	с такою	1	2
192	ибо в	1	2
193	одна из	7	2
194	и внутренним	1	2
195	в основе	9	2
196	представляется нам	1	2
197	они и	1	2
198	как мы	15	2
199	мысль о	1	2
200	приводит к	2	2
201	роль в	1	2
202	до сих	3	2
203	и внешней	2	2
204	все те	4	2
205	и т.д	4	2
206	в другом	3	2
207	того или	2	2
208	нуждается в	1	2
209	и только	1	2
210	себя с	2	2
211	здесь не	1	2
212	дело с	1	2
213	впрочем и	1	2
214	именно на	1	2
215	с какой	1	2
216	было так	1	2
217	же и	1	2
218	и у	2	2
219	ни одного	1	2
220	в виде	2	2
221	его и	3	2
222	себе в	1	2
223	из них	1	2
224	вовсе не	11	2
225	сих пор	3	2
226	или иной	5	2
227	именно в	2	2
228	как же	1	2
229	еще и	1	2
230	себя и	1	2
231	что не	2	2
232	мы знаем	2	2
233	однако и	2	2
234	когда же	1	2
235	нет ничего	1	2
236	вместе с	2	2
237	в духе	1	2
238	этот смысл	1	2
239	в данном	5	2
240	или иного	2	2
241	что же	1	2
242	в контексте	5	2
243	автором и	1	2
244	и от	3	2
245	только для	1	2
246	не является	8	2
247	и для	7	2
248	отнюдь не	8	2
249	в двух	3	2
250	потому что	1	2
251	хотя бы	6	2
252	точки зрения	17	2
253	между ними	2	2
254	и эта	2	2
255	сказать что	4	2
256	самое что	1	2
257	этой связи	4	2
258	как на	2	2
259	гораздо более	1	2
260	отношения к	2	1
261	одним из	2	1
262	например в	1	1
263	таком случае	3	1
264	становится в	1	1
265	это и	1	1
266	не меняется	1	1
267	и так	1	1
268	к другому	5	1
269	его же	1	1
270	высшей степени	3	1
271	обойтись без	1	1
272	также и	1	1
273	жизни для	1	1
274	на материале	3	1
275	мы не	2	1
276	истины и	1	1
277	ответить на	1	1
278	в противоречие	1	1
279	не была	1	1
280	установкой на	2	1
281	в сущности	14	1
282	принадлежит к	1	1
283	на чужое	3	1
284	не совсем	1	1
285	на собственное	1	1
286	что можно	1	1
287	так а	1	1
288	из ее	1	1
289	и самого	2	1
290	он был	2	1
291	между собой	1	1
292	установку на	1	1
293	установки на	1	1
294	бы то	4	1
295	в различных	3	1
296	во всех	6	1
297	сознания а	1	1
298	говорит нам	1	1
299	то он	1	1
300	точка зрения	1	1
301	себе он	1	1
302	к которой	1	1
303	него с	1	1
304	иногда и	3	1
305	глава четвертая	1	1
306	друг от	1	1
307	или иное	1	1
308	оно произносится	1	1
309	ценностный акцент	1	1
310	за пределы	3	1
311	и чем	1	1
312	ни одна	1	1
313	в течение	1	1
314	в одной	2	1
315	в той	5	1
316	поскольку они	1	1
317	не ощущается	1	1
318	более и	2	1
319	и нет	1	1
320	как нам	1	1
321	на вопросы	2	1
322	хотя и	1	1
323	когда он	1	1
324	но для	2	1
325	его к	2	1
326	себе не	1	1
327	от этого	2	1
328	был завершен	1	1
329	добро и	1	1
330	для которого	1	1
331	в которой	1	1
332	и уверенности	1	1
333	так или	1	1
334	все эти	3	1
335	чужое слово	8	1
336	нами в	3	1
337	ее как	1	1
338	но ведь	3	1
339	так сказать	14	1
340	его но	1	1
341	к миру	1	1
342	из этой	1	1
343	в восприятии	1	1
344	нее и	1	1
345	и когда	1	1
346	в силу	1	1
347	в корне	3	1
348	чем крепче	1	1
349	какой бы	3	1
350	него в	1	1
351	этот тезис	1	1
352	лишь с	2	1
353	но все	1	1
354	значительной степени	2	1
355	не следует	2	1
356	в каждом	1	1
357	здесь мы	3	1
358	то ни	5	1
359	им как	2	1
360	то есть	2	1
361	не умеет	1	1
362	и других	1	1
363	и иных	1	1
364	всю свою	1	1
365	эти два	1	1
366	и тем	4	1
367	делает его	2	1
368	только одно	1	1
