N	2gram	Potebnia_M_2	FransuaR
1	и в	24	49
2	то есть	30	32
3	прежде всего	7	19
4	в его	2	18
5	и на	8	17
6	не только	15	17
7	и его	2	17
8	в этом	8	15
9	и не	19	15
10	в них	5	13
11	только в	11	13
12	но и	9	13
13	во время	4	12
14	как и	7	11
15	как бы	9	11
16	вовсе не	9	10
17	в нем	9	9
18	для него	10	9
19	и др	1	9
20	все это	2	9
21	отношение к	1	8
22	то же	12	7
23	все же	5	7
24	все эти	2	7
25	таким образом	11	7
26	как мы	1	7
27	один из	2	7
28	не может	12	7
29	жизни и	1	7
30	мы уже	1	6
31	именно в	1	6
32	во всех	7	6
33	в истории	1	6
34	с их	1	6
35	так и	5	6
36	и с	1	6
37	времени и	1	6
38	рядом с	3	6
39	но он	2	6
40	в то	6	6
41	же время	2	6
42	в себя	2	6
43	то что	20	6
44	так как	10	6
45	сказать что	2	6
46	с точки	1	5
47	с его	2	5
48	из этих	4	5
49	но не	12	5
50	при этом	13	5
51	в эту	3	5
52	никогда не	4	5
53	тот же	5	5
54	уже в	5	5
55	может быть	23	5
56	в особенности	1	5
57	относится к	3	5
58	и потому	2	5
59	отношения к	2	4
60	и до	1	4
61	но в	4	4
62	в себе	10	4
63	но все	2	4
64	лишь в	1	4
65	в жизни	2	4
66	в этих	3	4
67	страха и	1	4
68	и более	1	4
69	с ним	5	4
70	одна из	4	4
71	с другой	6	4
72	и во	3	4
73	в известной	1	4
74	мы находим	2	4
75	а в	8	4
76	тем что	7	4
77	до сих	4	4
78	не было	6	4
79	там где	4	4
80	и о	1	4
81	сих пор	4	4
82	том что	8	4
83	в своих	1	4
84	как на	3	4
85	человека и	3	3
86	в самом	4	3
87	место в	4	3
88	духа и	1	3
89	всех этих	2	3
90	на все	3	3
91	и других	2	3
92	было бы	13	3
93	из них	5	3
94	ни в	1	3
95	далеко не	3	3
96	мы видели	1	3
97	на земле	1	3
98	во всем	2	3
99	в одном	6	3
100	их в	2	3
101	этих последних	2	3
102	к этим	1	3
103	только с	1	3
104	и это	2	3
105	существенное значение	1	3
106	в ее	1	3
107	в собственном	2	3
108	так в	4	3
109	связанных с	1	3
110	и вообще	3	3
111	о том	5	3
112	к нему	1	3
113	же в	5	3
114	большей или	1	3
115	что он	4	3
116	с одной	4	3
117	не дает	2	3
118	или меньшей	1	3
119	что для	3	3
120	превращается в	2	3
121	связь с	1	3
122	одной стороны	3	3
123	видит в	1	3
124	в течение	1	3
125	но эти	2	3
126	и все	3	3
