N	3gram	Losev_Dial_4	slovoVRo
1	то же время	6	12
2	в то же	6	12
3	той или иной	1	9
4	с точки зрения	9	8
5	в отношении к	1	6
6	не может не	1	5
7	и в то	2	5
8	и т д	15	5
9	с другой стороны	1	4
10	но в то	2	4
11	в зависимости от	1	3
12	хотя бы и	2	3
13	в данном случае	1	3
14	и в сущности	1	2
15	в этом случае	1	2
16	и не может	1	2
17	в лучшем случае	1	2
18	может быть только	1	2
19	не только в	1	2
20	и в этом	3	2
21	а не как	1	2
22	на том же	1	2
23	есть как раз	1	2
24	в свою очередь	2	2
25	как бы ни	1	2
26	в пределах одной	1	2
27	прямо сказать что	1	1
28	одной и той	3	1
29	прежде всего в	1	1
30	дело в том	1	1
31	и той же	3	1
32	это было бы	1	1
33	в основе ее	1	1
34	и нет ничего	2	1
35	но это не	1	1
36	же время и	2	1
37	и не в	1	1
38	то или иное	3	1
39	не входит в	1	1
40	в отличие от	1	1
41	нет и ничего	1	1
42	на самом же	1	1
43	и не предполагает	1	1
44	рано или поздно	1	1
45	нет ничего что	1	1
46	с этой точки	2	1
47	по крайней мере	7	1
48	в меру своей	1	1
49	рассматривать с точки	1	1
50	в сущности только	1	1
51	и в частности	2	1
52	в новом свете	1	1
53	на своем месте	1	1
54	мы не знаем	1	1
55	и все его	1	1
56	его жизни и	1	1
57	так или иначе	1	1
58	только так что	1	1
59	можно прямо сказать	1	1
60	не может быть	6	1
61	тем не менее	2	1
62	о том что	1	1
63	и что же?	1	1
64	равно как и	2	1
65	если бы мы	1	1
66	этой точки зрения	2	1
67	не только не	1	1
68	он еще не	1	1
69	и прежде всего	1	1
70	включает в себя	1	1
71	можно сказать что	1	1
72	лежит в основе	3	1
73	мы видим что	2	1
74	тех или иных	1	1
75	самом же деле	1	1
76	для того чтобы	5	1
77	в том что	9	1
78	за его пределы	2	1
