N	3gram	Propp_Isto_7	Formalny
1	в связи с	1	10
2	не может быть	3	10
3	и т п	1	9
4	с точки зрения	1	7
5	и т д	16	5
6	в самом деле	1	5
7	вместе с тем	1	4
8	как мы видели	1	4
9	так и в	2	3
10	в большинстве случаев	1	3
11	с другой стороны	8	3
12	в зависимости от	1	3
13	но и в	2	3
14	не входит в	1	2
15	и не в	1	2
16	к тому что	1	2
17	и то и	1	2
18	в том что	4	2
19	но все же	2	2
20	с тем и	1	2
21	то и другое	1	2
22	и в конце	1	1
23	это не так	1	1
24	мы не можем	2	1
25	с одной стороны	4	1
26	и тот же	1	1
27	лежит в основе	2	1
28	пока только в	1	1
29	в одной из	2	1
30	мы знаем что	1	1
31	как и в	2	1
32	т е в	2	1
33	но тем не	2	1
34	в различных формах	1	1
35	до сих пор	2	1
36	и в особенности	1	1
37	что и в	2	1
38	сам он не	1	1
39	она не может	1	1
40	один и тот	1	1
41	что он не	1	1
42	в этом случае	1	1
43	то что он	1	1
44	и в других	2	1
45	не по существу	1	1
46	совершенно очевидно что	1	1
47	все дело в	1	1
48	все сводится к	1	1
49	но он не	1	1
50	более или менее	1	1
51	но все эти	1	1
52	мы имеем в	4	1
53	бы то ни	1	1
54	может быть понят	2	1
55	сама по себе	1	1
56	нам кажется что	1	1
57	только в том	1	1
58	ее так и	1	1
59	все же не	1	1
60	все новые и	1	1
61	он не может	1	1
62	таким образом мы	2	1
63	там где оно	1	1
64	на то чтобы	2	1
65	на этот вопрос	2	1
66	как мы увидим	1	1
67	имеют отношение к	2	1
68	а не в	1	1
69	во всех этих	6	1
70	тем не менее	4	1
71	большинстве случаев очень	1	1
72	в данном случае	3	1
73	в том чтобы	2	1
74	по этому вопросу	1	1
75	новые и новые	1	1
76	что они не	1	1
