N	2gram	Bakhtin_Fr_8	Literetu
1	а не	2	20
2	и в	56	19
3	может быть	3	17
4	своего рода	5	13
5	то же	11	12
6	и не	9	11
7	как и	5	10
8	в том	13	10
9	и т.п	11	10
10	но и	9	10
11	в этом	14	9
12	состоит в	1	9
13	в то	12	9
14	в мире	2	9
15	же время	10	9
16	не может	2	9
17	не только	8	8
18	и даже	8	8
19	с другой	2	8
20	слова и	3	7
21	том что	8	7
22	так и	13	7
23	и т.д	3	7
24	с одной	4	7
25	то что	3	7
26	и на	7	6
27	в себе	4	6
28	при этом	4	6
29	себя в	1	6
30	одной стороны	2	6
31	в году	3	5
32	но не	5	5
33	он не	5	5
34	одна из	4	5
35	так в	1	5
36	в качестве	4	5
37	для всех	1	5
38	на фоне	1	5
39	то есть	24	5
40	того что	1	5
41	вместе с	2	5
42	мы не	2	4
43	того же	1	4
44	по отношению	1	4
45	так что	3	4
46	для него	2	4
47	точки зрения	6	4
48	не в	3	4
49	даже в	4	4
50	в области	5	4
51	в ней	4	4
52	еще в	1	4
53	в его	18	4
54	один из	5	4
55	и других	4	4
56	каждый из	1	4
57	тем что	1	4
58	прежде всего	6	4
59	в частности	7	4
60	другой стороны	2	4
61	жизни и	1	4
62	что в	5	4
63	речь идет	1	3
64	одним из	5	3
65	и то	2	3
66	идет о	1	3
67	тем же	1	3
68	в сущности	8	3
69	и он	1	3
70	во всех	8	3
71	как правило	1	3
72	как к	2	3
73	в этой	6	3
74	в нем	8	3
75	такой же	5	3
76	в их	3	3
77	с точки	2	3
78	никогда не	5	3
79	и его	12	3
80	данном случае	2	3
81	в себя	1	3
82	и с	8	3
83	в другом	3	3
84	другого в	1	3
85	но с	2	3
86	а в	2	3
87	так как	4	3
88	себе и	2	3
89	этом отношении	1	3
90	и др	8	3
91	в данном	2	3
92	а именно	1	3
93	но это	2	3
94	в начале	1	3
95	и для	2	3
96	на свою	1	3
97	и как	2	3
98	что он	2	3
99	о себе	2	3
100	отношению к	1	3
101	как на	1	3
102	ту же	4	2
103	и до	10	2
104	той же	6	2
105	из своих	1	2
106	с ее	5	2
107	к своему	1	2
108	все же	2	2
109	и наконец	3	2
110	и к	4	2
111	на войну	1	2
112	но в	6	2
113	в нашем	2	2
114	как он	1	2
115	и сам	2	2
116	свое время	1	2
117	подобно тому	1	2
118	не бывает	1	2
119	а затем	1	2
120	и иных	1	2
121	в них	11	2
122	нет в	1	2
123	с этой	2	2
124	с тем	2	2
125	он и	2	2
126	и еще	2	2
127	как бы	11	2
128	не к	1	2
129	мысли и	1	2
130	по преимуществу	2	2
131	такую же	1	2
132	не раз	1	2
133	не по	1	2
134	в основе	4	2
135	при взгляде	2	2
136	в образах	1	2
137	уже о	1	2
138	могут быть	1	2
139	для того	2	2
140	в виду	1	2
141	в ее	6	2
142	это как	1	2
143	еще не	10	2
144	для этого	1	2
145	о том	4	2
146	картина мира	2	2
147	и что	1	2
148	для нас	1	2
149	а также	3	2
150	и только	1	2
151	было бы	2	2
152	и одновременно	1	2
153	тот же	1	2
154	одной из	3	2
155	потому что	6	2
156	уже не	3	2
157	уже в	2	2
158	ни было	2	2
159	из них	2	2
160	был бы	3	2
161	одно из	1	2
162	в одном	2	2
163	что и	3	2
164	вовсе не	6	2
165	у него	7	2
166	как раз	2	2
167	где в	1	2
168	наконец в	4	2
169	не было	5	2
170	до конца	11	2
171	мира в	1	2
172	из которых	2	2
173	тому как	1	2
174	раньше и	1	2
175	на свете	1	2
176	под названием	1	2
177	в результате	5	2
178	с ним	2	2
179	же в	1	2
180	из тех	1	2
181	не знает	1	2
182	в свое	1	2
183	в своих	4	2
184	том числе	3	2
185	от личности	1	1
186	с жизнью	1	1
187	начинается с	1	1
188	совершенно аналогична	1	1
189	перед лицом	1	1
190	из всех	2	1
191	это совершенно	1	1
192	и себя	1	1
193	как мы	7	1
194	вот она	1	1
195	он как	1	1
196	не заметил	1	1
197	ему в	1	1
198	единым и	1	1
199	пребывания в	1	1
200	меньшей степени	3	1
201	с большой	1	1
202	оказывается что	1	1
203	он был	12	1
204	за это	2	1
205	бы то	2	1
206	взгляде на	2	1
207	в чем	1	1
208	сказать и	1	1
