N	2gram	Vygotskiy__5	Myshleni
1	речи и	1	30
2	в этом	14	29
3	точки зрения	7	28
4	речи в	1	27
5	и в	30	26
6	не только	16	24
7	то что	37	24
8	таким образом	20	23
9	с точки	2	21
10	представляет собой	1	19
11	того чтобы	20	19
12	для того	20	18
13	в том	27	18
14	и не	6	18
15	том что	21	17
16	потому что	23	16
17	для других	1	15
18	как и	6	15
19	как мы	5	14
20	того что	8	14
21	так как	9	14
22	так же	13	14
23	этом случае	2	14
24	с помощью	2	13
25	и его	6	12
26	вместе с	12	12
27	что в	24	12
28	в которой	3	11
29	только не	5	11
30	но и	6	11
31	не может	9	11
32	что они	5	10
33	в сущности	12	9
34	в самом	14	9
35	в себе	5	9
36	тому что	8	9
37	по сравнению	4	9
38	тем что	6	9
39	что мы	11	9
40	по своему	1	9
41	же как	2	8
42	то же	7	8
43	той же	3	8
44	что она	6	8
45	что он	17	8
46	только в	5	8
47	сравнению с	4	8
48	сказать что	9	8
49	и то	9	7
50	мы не	3	7
51	и к	4	7
52	с самого	3	7
53	представление о	1	7
54	самого начала	3	7
55	к тому	8	7
56	может быть	11	7
57	прежде всего	4	7
58	самом деле	8	6
59	вопрос о	3	6
60	во всех	2	6
61	по отношению	2	6
62	все же	7	6
63	что это	8	6
64	все эти	2	6
65	было бы	5	6
66	и тем	6	6
67	в ее	3	6
68	что эта	4	6
69	нас к	1	6
70	в учении	3	6
71	в сознании	1	6
72	возникает из	1	6
73	между собой	2	6
74	мы могли	4	6
75	и что	23	6
76	заключается в	8	6
77	связь между	2	6
78	учении о	3	6
79	в какой	1	6
80	именно в	6	6
81	а не	8	6
82	как бы	19	6
83	в смысле	1	6
84	мы должны	3	6
85	как на	11	6
86	все что	1	6
87	тем же	3	5
88	из всех	1	5
89	оба эти	2	5
90	в целом	5	5
91	чем это	3	5
92	мы нашли	3	5
93	как говорит	4	5
94	могли бы	4	5
95	в силу	3	5
96	и с	2	5
97	нашего исследования	1	5
98	с тем	8	5
99	у нее	1	5
100	она не	1	5
101	что с	6	5
102	тогда когда	1	5
103	в процессе	1	5
104	же самое	5	5
105	данном случае	3	5
106	никак не	6	5
107	является в	2	5
108	если бы	11	5
109	в виду	4	5
110	можно сказать	2	5
111	и следовательно	2	5
112	как она	4	5
113	с одной	12	5
114	в качестве	2	5
115	на всем	1	5
116	если мы	16	5
117	в начале	1	5
118	и их	1	5
119	слова в	1	5
120	одной стороны	12	5
121	от мысли	1	5
122	до конца	2	5
123	как это	7	5
124	в данном	3	5
125	отношению к	1	5
126	с этой	2	5
127	и для	6	5
128	в речи	1	5
129	бы в	5	5
130	только что	4	5
131	переходит к	1	4
132	показать что	12	4
133	отношения между	2	4
134	едва ли	2	4
135	еще не	5	4
136	с другой	9	4
137	в нашем	2	4
138	если в	1	4
139	это и	2	4
140	как в	3	4
141	стороны и	4	4
142	целый ряд	3	4
143	но в	5	4
144	не можем	4	4
145	нами в	1	4
146	на то	17	4
147	в наших	1	4
148	и во	1	4
149	чем в	2	4
150	в такой	1	4
151	в котором	2	4
152	не в	8	4
153	в той	3	4
154	не менее	1	4
155	никогда не	9	4
156	учения о	3	4
157	связи с	2	4
158	в области	1	4
159	не могут	3	4
160	что оно	6	4
161	не есть	4	4
162	имеет место	3	4
163	приводит к	2	4
164	что у	3	4
165	о том	10	4
166	всем протяжении	1	4
167	которые мы	1	4
168	в его	4	4
169	и только	3	4
170	одной из	1	4
171	по этому	5	4
172	так что	3	4
173	в конце	4	4
174	это есть	3	4
175	о чем	4	4
176	речь в	2	4
177	должны быть	1	4
178	и от	1	4
179	поэтому она	1	4
180	то о	2	4
181	и наконец	3	4
182	этой точки	1	4
183	гораздо более	2	4
184	связана с	1	3
185	на самом	2	3
186	только потому	1	3
187	к другому	2	3
188	она все	2	3
189	что эти	2	3
190	собственном смысле	1	3
191	мы уже	6	3
192	есть не	4	3
193	совпадает с	1	3
194	из того	3	3
195	в ней	4	3
196	в чем	1	3
197	но не	7	3
198	очевидно что	2	3
199	нет и	1	3
200	из важнейших	1	3
201	в этой	5	3
202	в одной	2	3
203	как к	1	3
204	имеет в	1	3
205	из этих	3	3
206	учение о	1	3
207	он не	3	3
208	в первой	1	3
209	нашли что	1	3
210	чем у	3	3
211	одно и	3	3
212	так и	3	3
213	и заключается	4	3
214	об этом	3	3
215	это положение	1	3
216	мы видели	1	3
217	и значения	1	3
218	для него	3	3
219	в своей	4	3
220	мы в	1	3
221	состоит в	3	3
222	на другую	1	3
223	том и	2	3
224	по себе	7	3
225	проистекает из	1	3
226	случае в	1	3
227	и другое	2	3
228	что ему	2	3
229	на котором	1	3
230	в основе	7	3
231	но только	3	3
232	пути и	1	3
233	во всем	2	3
234	каждой из	1	3
235	этом отношении	3	3
236	отличается от	2	3
237	его с	2	3
238	такое что	2	3
239	в собственном	1	3
240	последнее время	1	3
241	с собой	1	3
242	мог бы	2	3
243	для этого	9	3
244	мы вправе	1	3
245	но мы	2	3
246	этому поводу	4	3
247	нуждается в	1	3
248	что и	3	3
249	это не	3	3
250	к нему	1	3
251	мысль и	1	3
252	мы видим	8	3
253	и является	1	3
254	только на	4	3
255	слова может	1	3
256	психологии в	1	3
257	представить себе	2	3
258	мы находим	2	3
259	мы можем	7	3
260	как раз	13	3
261	были бы	1	3
262	из двух	3	3
263	двух планов	1	3
264	до сих	5	3
265	естественно что	2	3
266	же точно	6	3
267	и потому	5	3
268	тенденцию к	1	3
269	смысле этого	1	3
270	этого слова	1	3
271	и о	3	3
272	сих пор	5	3
273	но это	1	3
274	о его	1	3
275	все это	2	3
276	уяснить себе	1	3
277	не является	2	3
278	совершается в	1	3
279	в пределе	1	3
280	в новой	1	3
281	находит свое	2	3
282	в одинаковой	1	3
283	есть то	2	3
284	между ними	2	3
285	в то	2	3
286	и другой	1	3
287	ту же	2	2
288	ко всем	1	2
289	отношения к	2	2
290	одним из	1	2
291	на деле	8	2
292	и есть	5	2
293	то в	1	2
294	который совершенно	1	2
295	и до	2	2
296	выражается в	1	2
297	все те	1	2
298	процессы и	1	2
299	первой и	1	2
300	не раз	1	2
301	что если	6	2
302	приводят к	1	2
303	благодаря тому	1	2
304	время как	2	2
305	мы и	1	2
306	но напротив	1	2
307	и он	2	2
308	столь же	1	2
309	конечном счете	1	2
310	ответ на	5	2
311	годится для	1	2
312	отношение к	1	2
313	отличие от	2	2
314	друг от	2	2
315	внешних проявлений	1	2
316	для объяснения	1	2
317	относится к	1	2
318	идет о	1	2
319	с этим	2	2
320	что ее	1	2
321	остановиться на	1	2
322	перед нами	2	2
323	говорит что	6	2
324	что по	2	2
325	в действительности	1	2
326	что слово	1	2
327	но эта	1	2
328	бы с	1	2
329	в известном	1	2
330	в последнее	1	2
331	на его	3	2
332	в нем	7	2
333	котором мы	3	2
334	то как	1	2
335	одной и	2	2
336	его от	1	2
337	те три	1	2
338	от нее	1	2
339	в одну	1	2
340	а затем	2	2
341	значение в	1	2
342	к другу	4	2
343	от одного	2	2
344	ни в	3	2
345	о которых	2	2
346	показывает что	3	2
347	шаг вперед	1	2
348	несмотря на	5	2
349	производит впечатление	1	2
350	должно быть	2	2
351	с несомненностью	2	2
352	бы сказать	2	2
353	и ко	1	2
354	в этих	3	2
355	во время	1	2
356	что между	2	2
357	привело к	1	2
358	и при	2	2
359	в противоположных	1	2
360	в их	3	2
361	она в	1	2
362	мы говорили	4	2
363	оказывается что	1	2
364	в отличие	2	2
365	в которых	2	2
366	признать что	1	2
367	и той	2	2
368	точку зрения	1	2
369	впечатления от	1	2
370	поэтому мы	1	2
371	которые в	1	2
372	но он	3	2
373	даже в	1	2
374	этой работы	1	2
375	для психологии	3	2
376	в отношении	2	2
377	сущности говоря	8	2
378	одинаковой степени	1	2
379	не имеет	1	2
380	того как	2	2
381	достигает своего	2	2
382	противоположных направлениях	3	2
383	это мы	1	2
384	того и	1	2
385	казалось бы	4	2
386	ничего не	2	2
387	то новое	1	2
388	нее нет	1	2
389	имеет совершенно	1	2
390	эти три	2	2
391	с другом	3	2
392	у нас	4	2
393	есть только	2	2
394	чтобы сделать	1	2
395	ли не	2	2
396	всего в	1	2
397	его значение	1	2
398	что при	3	2
399	одним и	3	2
400	в работах	1	2
401	если же	2	2
402	бы дать	1	2
403	которого мы	2	2
404	с ее	1	2
405	от друга	2	2
406	что все	6	2
407	это единство	1	2
408	свою очередь	1	2
409	то время	1	2
410	можно было	3	2
411	и которые	1	2
412	мы приводили	2	2
413	находится в	2	2
414	из основных	1	2
415	и здесь	6	2
416	ему нужно	1	2
417	внимание на	4	2
418	можно легко	2	2
419	нас в	1	2
420	этих двух	7	2
421	в конечном	1	2
422	мы показали	1	2
423	образом все	2	2
424	всех наших	1	2
425	слов и	2	2
426	к ней	1	2
427	в лучшем	3	2
428	показывают что	1	2
429	которое было	1	2
430	один из	5	2
431	говорили выше	2	2
432	которое мы	3	2
433	находим в	1	2
434	и ее	1	2
435	с которыми	1	2
436	уже в	6	2
437	вопроса о	2	2
438	всем его	1	2
439	в противоположном	1	2
440	нас и	2	2
441	за счет	1	2
442	его и	1	2
443	только одно	1	2
444	мы знаем	2	2
445	никто не	1	2
446	противоречие между	1	2
447	вовсе не	3	2
448	его мысль	1	2
449	и развиваются	1	2
450	ее развития	1	2
451	не выражается	1	2
452	что на	3	2
453	на ее	1	2
454	в свою	3	2
455	себя и	2	2
456	что не	1	2
457	что для	1	2
458	больше и	1	2
459	представляется в	1	2
460	которых мы	4	2
461	нечто такое	2	2
462	именно поэтому	2	2
463	к его	1	2
464	мы говорим	1	2
465	совершенно в	1	2
466	из которых	4	2
467	оно имеет	1	2
468	могут быть	8	2
469	что же	1	2
470	и всей	1	2
471	ко всему	1	2
472	даже с	1	2
473	друг с	3	2
474	только о	2	2
475	благодаря этому	1	2
476	лучшем случае	3	2
477	но для	1	2
478	не мог	1	2
479	она может	1	2
480	или в	6	2
481	и самым	1	2
482	не представляет	1	2
483	для нас	3	2
484	мы желаем	1	2
485	но всегда	1	2
486	а в	4	2
487	может и	1	2
488	в психологии	3	2
489	то понимание	1	2
490	совершенно не	6	2
491	мы сумеем	1	2
492	из этого	2	2
493	но именно	1	2
494	следовательно не	1	2
495	что то	1	2
496	к действительности	1	2
497	в своих	5	2
498	к этому	3	2
499	во всяком	1	2
500	формы и	3	1
501	и т	7	1
502	например в	1	1
503	через которые	1	1
504	того же	2	1
505	сам по	3	1
506	исключительно к	1	1
507	все остальное	1	1
508	из психологов	1	1
509	он может	1	1
510	своими собственными	2	1
511	шаг за	1	1
512	других областей	1	1
513	бы для	2	1
514	кто-либо из	1	1
515	с таким	2	1
516	верно что	3	1
517	в зависимости	6	1
518	и могут	1	1
519	а как	2	1
520	полагает что	3	1
521	не имеем	2	1
522	мы имеем	8	1
523	или наоборот	2	1
524	это совершенно	2	1
525	при анализе	1	1
526	от первой	1	1
527	нашу мысль	1	1
528	которую мы	2	1
529	развитие в	1	1
530	центральный момент	1	1
531	он как	2	1
532	ли у	1	1
533	в каждый	1	1
534	но она	2	1
535	в какой-либо	1	1
536	что иное	2	1
537	она любит	1	1
538	а путем	1	1
539	образом оказывается	1	1
540	начала в	1	1
541	зависимости от	7	1
542	о восприятии	1	1
543	себе что	1	1
544	решение вопроса	1	1
545	с большим	1	1
546	что оба	1	1
547	чем больше	3	1
548	о трагедии	1	1
549	иное как	2	1
550	противоположно направленные	1	1
551	это имеет	1	1
552	во внешнем	2	1
553	целом виде	1	1
554	друг к	4	1
555	совершенно прав	7	1
556	совсем не	2	1
557	мы будем	1	1
558	но как	1	1
559	нескольких словах	1	1
560	а только	1	1
561	точка зрения	1	1
562	к которой	1	1
563	правильное понимание	1	1
564	эта особенность	1	1
565	с совершенно	2	1
566	на которого	1	1
567	и никак	1	1
568	с психологической	1	1
569	высшим и	1	1
570	мы примем	2	1
571	она охватывает	1	1
572	которые не	1	1
573	там где	4	1
574	в центре	2	1
575	оказывается не	1	1
576	данный момент	1	1
577	дает нам	1	1
578	в своем	6	1
579	ряда фактов	1	1
580	образом с	1	1
581	мысль о	4	1
582	и как	7	1
583	показали что	2	1
584	в каком-то	1	1
585	является выражением	1	1
586	и свою	1	1
587	от этого	1	1
588	за собой	1	1
589	стороны мы	2	1
590	приводили выше	1	1
591	еще на	1	1
592	та же	1	1
593	себя с	1	1
594	другом виде	1	1
595	и внешних	1	1
596	динамически в	1	1
597	из той	1	1
598	тому же	1	1
599	в ответ	2	1
600	еще один	2	1
601	стороны это	1	1
602	и тот	1	1
603	и производит	1	1
604	не годится	1	1
605	этот анализ	1	1
606	точно как	2	1
607	словах на	1	1
608	построения мы	1	1
609	этот процесс	1	1
610	образом идет	1	1
611	при этом	8	1
612	различие и	1	1
613	время и	1	1
614	всех остальных	1	1
615	наконец третье	1	1
616	представляет один	1	1
617	показал как	1	1
618	при виде	1	1
619	которая является	1	1
620	не как	3	1
621	в басне	2	1
622	это по-видимому	1	1
623	свою силу	1	1
624	но вместе	1	1
625	центральный вопрос	1	1
626	на этом	6	1
627	так например	3	1
628	заключает в	4	1
629	которое как	1	1
630	от других	1	1
631	в основу	4	1
632	поскольку она	1	1
633	но все	2	1
634	должно служить	1	1
635	еще более	1	1
636	мы его	1	1
637	мы слышим	1	1
638	факт что	6	1
639	из отдельных	1	1
640	и может	1	1
641	в совершенно	6	1
642	и дальше	2	1
643	в другом	3	1
644	нам остается	1	1
645	она оказывается	1	1
646	и второй	1	1
647	вместо того	1	1
648	времени и	3	1
649	на этой	1	1
650	для своей	1	1
651	говорить не	1	1
652	что перед	1	1
653	по выражению	1	1
654	может стать	1	1
655	свести к	1	1
656	должен был	4	1
657	этого нового	1	1
658	исследования как	1	1
659	это оказывается	1	1
660	самый характер	1	1
661	количественным изменениям	1	1
662	о которой	1	1
663	каждый данный	1	1
664	все равно	2	1
665	к которым	2	1
666	этих планов	1	1
667	во внимание	5	1
668	и уже	3	1
669	говорится о	2	1
670	к их	1	1
671	мы с	3	1
672	еще в	2	1
673	иначе говоря	1	1
674	как таковой	1	1
675	в один	1	1
676	в понимании	1	1
677	необходимо прежде	1	1
678	и одно	1	1
679	будет в	1	1
680	нас не	2	1
681	где мы	3	1
682	пор в	1	1
683	психологии не	1	1
684	опять как	1	1
685	мы называем	2	1
686	совершенно понятно	1	1
687	этого вопроса	1	1
688	доказательство того	1	1
689	не к	1	1
690	бы мы	3	1
691	на место	1	1
692	из области	1	1
693	этого переживания	1	1
694	психики при	1	1
695	в одном	2	1
696	в опыте	1	1
697	значения с	1	1
698	их в	1	1
699	мы таким	1	1
700	кажется нам	6	1
701	этих трех	1	1
702	что есть	2	1
703	которые сопровождают	1	1
704	можем теперь	1	1
705	деле это	2	1
706	внимание то	1	1
707	ли я	1	1
708	все три	1	1
709	так часто	1	1
710	с теми	3	1
711	хотелось бы	1	1
712	структура совершенно	1	1
713	одна из	3	1
714	ее с	1	1
715	современной психологии	1	1
716	внести в	1	1
717	в самых	1	1
718	совершенно правильно	2	1
719	в структуре	1	1
720	не могло	1	1
721	это с	1	1
722	рассматривать как	1	1
723	в разных	1	1
724	действительности но	1	1
725	поэт хотел	1	1
726	этом оказывается	1	1
727	основу исследования	1	1
728	всего на	1	1
729	это сделать	1	1
730	другой стороны	5	1
731	мы сравним	1	1
732	на него	1	1
733	почти не	2	1
734	так сказать	1	1
735	в каком	3	1
736	если только	1	1
737	факта что	1	1
738	перед ним	1	1
739	имеет характер	1	1
740	и оно	1	1
741	мы встречаем	1	1
742	один раз	1	1
743	с и	5	1
744	поэтому не	1	1
745	заключается что	1	1
746	большей мере	1	1
747	психологии связь	1	1
748	выразить так	1	1
749	одну и	1	1
750	подвести итоги	1	1
751	что отличает	1	1
752	для его	1	1
753	не статически	1	1
754	но к	1	1
755	поставить вопрос	1	1
756	из чего	1	1
757	всегда в	1	1
758	двоякого рода	3	1
759	и это	8	1
760	оно может	1	1
761	но по	1	1
762	выражение и	1	1
763	как не	1	1
764	сумеем показать	1	1
765	здесь не	1	1
766	без всякого	1	1
767	как по	1	1
