N	3gram	Bakhtin_Pr_5	VLabPisa
1	в этом отношении	1	13
2	с другой стороны	3	8
3	не может быть	3	8
4	по отношению к	6	7
5	то же время	10	5
6	в то же	10	5
7	можно сказать что	1	4
8	в том что	2	4
9	о том как	1	3
10	и в то	2	3
11	вместе с тем	1	3
12	мы видели что	1	3
13	большей или меньшей	1	3
14	о том что	1	3
15	к тому что	1	3
16	в чем же	1	2
17	подобно тому как	2	2
18	до сих пор	1	2
19	лишь в пределах	1	2
20	можно было бы	2	2
21	и не может	2	2
22	по крайней мере	1	2
23	или меньшей степени	1	2
24	в конце концов	3	2
25	для него в	1	2
26	в большей или	1	2
27	во всяком случае	4	2
28	не только не	1	2
29	для того чтобы	1	2
30	и в другом	1	2
31	если бы он	1	1
32	то все же	2	1
33	того или другого	1	1
34	связи с его	1	1
35	в той или	4	1
36	лицом к лицу	1	1
37	точки зрения на	1	1
38	в которой он	1	1
39	а затем его	1	1
40	то время как	1	1
41	в самом деле	1	1
42	но даже и	1	1
43	и по отношению	1	1
44	в этом смысле	3	1
45	в том же	1	1
46	его действительной жизни	1	1
47	как и все	2	1
48	главным образом в	1	1
49	сама по себе	1	1
50	что он не	1	1
51	он и не	2	1
52	то что в	1	1
53	этом отношении очень	1	1
54	это вовсе не	1	1
55	он сам по	1	1
56	том или ином	1	1
57	с ними в	1	1
58	может быть и	1	1
59	со всех сторон	1	1
60	чем иным как	1	1
61	как если бы	1	1
62	одно и то	3	1
63	что даже и	1	1
64	главное для него	1	1
65	в том или	1	1
66	и сводится к	1	1
67	не чем иным	1	1
68	в данном случае	1	1
69	но в то	4	1
70	но она не	1	1
71	то же самое	1	1
72	и то же	3	1
73	как будто бы	1	1
74	каждый из них	1	1
75	то же но	1	1
76	служит для него	1	1
77	для правильного понимания	1	1
78	а между тем	3	1
79	нет ни одного	2	1
80	между этими двумя	1	1
81	в плане же	1	1
82	и при всей	1	1
83	в то время	1	1
84	и вместе с	1	1
85	в свою очередь	1	1
86	но и для	1	1
87	вопрос о том	1	1
88	в реальной действительности	1	1
89	по его мнению	1	1
90	той или иной	4	1
91	уже сама по	1	1
92	не может обойтись	1	1
93	в братьях карамазовых	3	1
94	для самого себя	1	1
95	тому что они	1	1
96	к тому же	3	1
97	как мы знаем	2	1
98	что он в	2	1
99	заключает в себе	1	1
100	не только для	1	1
