N	2gram	Losev_Vlad_1	Psycholo
1	то что	18	32
2	и в	31	31
3	в том	11	30
4	и т	2	26
5	то есть	3	26
6	что в	14	23
7	может быть	6	22
8	таким образом	3	20
9	при этом	2	19
10	ясно что	2	19
11	так как	8	18
12	не может	6	17
13	как и	4	16
14	том что	14	16
15	и не	17	16
16	точки зрения	2	15
17	искусства и	1	15
18	только в	9	14
19	не только	24	13
20	что и	5	13
21	а не	1	13
22	мы не	1	12
23	так же	1	12
24	в этом	14	12
25	в самом	2	11
26	не в	5	11
27	в области	1	11
28	на то	5	10
29	того что	2	10
30	потому что	11	10
31	самом деле	1	9
32	ни в	2	9
33	как в	3	9
34	т д	2	8
35	и что	6	8
36	никогда не	9	8
37	что мы	2	8
38	вместе с	3	8
39	все это	5	8
40	во всяком	2	8
41	том чтобы	2	7
42	заключается в	1	7
43	на основании	2	7
44	сказать что	7	7
45	того чтобы	2	7
46	и его	7	7
47	о том	11	7
48	что он	12	7
49	отнюдь не	3	6
50	из этих	2	6
51	что она	2	6
52	для того	2	6
53	было бы	2	6
54	если бы	1	6
55	в его	12	6
56	всяком случае	2	6
57	вовсе не	5	6
58	и даже	15	6
59	одной стороны	1	6
60	до конца	1	6
61	а в	9	6
62	и есть	1	5
63	то же	6	5
64	время как	1	5
65	с одной	1	5
66	в целом	3	5
67	и совершенно	1	5
68	несмотря на	4	5
69	она не	1	5
70	в то	8	5
71	с и	2	5
72	то время	2	5
73	для нас	4	5
74	с другой	3	5
75	так что	10	5
76	совершенно не	2	5
77	все же	3	5
78	и для	2	5
79	и все	4	5
80	говорит что	4	5
81	другой стороны	3	5
82	в котором	6	4
83	мы имеем	1	4
84	в которой	4	4
85	столь же	1	4
86	у него	15	4
87	со всеми	1	4
88	в себе	4	4
89	и если	5	4
90	по существу	2	4
91	одной и	1	4
92	что я	2	4
93	тому что	1	4
94	одна из	1	4
95	у нас	6	4
96	очень часто	1	4
97	к тому	3	4
98	те же	1	4
99	со стороны	2	4
100	никак не	4	4
101	прежде всего	1	4
102	один из	4	4
103	мы увидим	3	4
104	для всех	1	4
105	и у	4	4
106	мы можем	1	4
107	и так	3	4
108	как это	7	4
109	этого слова	1	4
110	с этой	1	4
111	и о	2	4
112	в результате	2	4
113	в этих	1	4
114	указывает на	2	4
115	и другие	1	4
116	в своих	5	4
117	к этому	6	4
118	это и	2	3
119	почти всегда	1	3
120	с в	3	3
121	той же	2	3
122	вопрос о	1	3
123	из которых	1	3
124	совсем не	4	3
125	но не	3	3
126	в своем	4	3
127	хотя и	4	3
128	что по	1	3
129	и к	6	3
130	себе не	1	3
131	но в	12	3
132	в произведении	1	3
133	уже в	7	3
134	в этой	4	3
135	им в	1	3
136	тому же	2	3
137	в силу	1	3
138	и вот	3	3
139	и по	8	3
140	в каждом	1	3
141	не будет	1	3
142	с тем	2	3
143	мы знаем	2	3
144	в своей	4	3
145	представление о	1	3
146	для объяснения	1	3
147	и той	1	3
148	только не	1	3
149	во всем	4	3
150	что на	2	3
151	у меня	2	3
152	все то	1	3
153	не могут	1	3
154	не есть	1	3
155	и это	2	3
156	но только	3	3
157	что все	2	3
158	роль в	1	3
159	и когда	1	3
160	так и	6	3
161	что у	4	3
162	но к	1	3
163	но мы	2	3
164	он не	10	3
165	в частности	2	3
166	дело с	1	3
167	который в	1	3
168	в обществе	1	3
169	только на	3	3
170	и других	2	3
171	это обстоятельство	1	3
172	в конце	9	3
173	от того	1	3
174	и только	1	3
175	не было	5	3
176	под влиянием	3	3
177	в одной	1	3
178	из его	4	3
179	в состоянии	1	3
180	но это	3	3
181	конце концов	3	3
182	это все	1	3
183	жизни и	5	3
184	все что	2	3
185	как на	2	3
186	в таком	1	3
187	ту же	1	2
188	того же	6	2
189	и то	10	2
190	и без	1	2
191	на самом	1	2
192	тех же	2	2
193	мысли а	1	2
194	поэзии и	1	2
195	есть не	1	2
196	она в	1	2
197	как мы	9	2
198	этот метод	1	2
199	на место	1	2
200	этом не	2	2
201	почти все	1	2
202	есть нечто	1	2
203	но даже	2	2
204	большим и	1	2
205	может дать	1	2
206	в чем	2	2
207	только то	1	2
208	но как	5	2
209	отношение к	3	2
210	что они	3	2
211	как к	2	2
212	мысли но	1	2
213	когда он	5	2
214	более или	3	2
215	представляет собой	1	2
216	то я	1	2
217	и тот	2	2
218	как он	4	2
219	в нем	4	2
220	главным образом	4	2
221	этого вопроса	1	2
222	в немецкой	1	2
223	поскольку она	1	2
224	раз из	1	2
225	существу дела	2	2
226	и с	14	2
227	психологии в	1	2
228	на почве	1	2
229	этом смысле	4	2
230	и тем	1	2
231	в них	2	2
232	далеко не	1	2
233	и очень	3	2
234	и тогда	1	2
235	или менее	3	2
236	и сейчас	2	2
237	что такое	2	2
238	и понятия	1	2
239	мысли и	4	2
240	бы мы	1	2
241	теми же	1	2
242	тем не	2	2
243	их в	1	2
244	том и	1	2
245	том же	1	2
246	даже в	2	2
247	этой области	2	2
248	не менее	2	2
249	тем самым	2	2
250	с теми	1	2
251	на два	1	2
252	в науке	3	2
253	эта внутренняя	1	2
254	это мы	2	2
255	ничего не	3	2
256	и теперь	4	2
257	уже и	2	2
258	этом отношении	1	2
259	есть только	1	2
260	же самое	1	2
261	на это	2	2
262	в нас	4	2
263	на вопрос	1	2
264	и поэтому	1	2
265	связи со	2	2
266	с ним	5	2
267	в настоящее	1	2
268	все дело	1	2
269	и здесь	3	2
270	настоящее время	1	2
271	там же	13	2
272	но и	19	2
273	случае не	1	2
274	нас в	1	2
275	этих двух	1	2
276	и во	1	2
277	что с	2	2
278	или как	1	2
279	этому поводу	1	2
280	в другой	1	2
281	к нему	4	2
282	что здесь	1	2
283	видели что	1	2
284	тот же	3	2
285	и потому	6	2
286	в разные	1	2
287	по мнению	1	2
288	никак нельзя	2	2
289	по этому	2	2
290	в качестве	6	2
291	вот что	3	2
292	уже не	3	2
293	в жизни	3	2
294	от других	1	2
295	из них	2	2
296	одно из	1	2
297	в одном	1	2
298	но что	3	2
299	как раз	7	2
300	и вместе	1	2
301	в каком	2	2
302	себя и	1	2
303	что для	4	2
304	говорит о	1	2
305	то и	2	2
306	и психологии	5	2
307	о чем	1	2
308	когда она	1	2
309	в связи	3	2
310	него в	2	2
311	настоящей работы	3	2
312	к жизни	2	2
313	смысле этого	1	2
314	что же	5	2
315	истины в	1	2
316	может считаться	1	2
317	в изучении	1	2
318	к другим	1	2
319	это новое	1	2
320	не существует	1	2
321	и от	5	2
322	это можно	3	2
323	и самым	1	2
324	от него	2	2
325	бы в	1	2
326	к этой	2	2
327	и как	4	2
328	только что	2	2
329	или не	1	2
330	до тех	1	2
331	человека то	1	2
332	что даже	1	2
333	из этого	2	2
334	по поводу	12	2
335	всегда в	1	1
336	совершенно другую	1	1
337	что отношение	1	1
338	что отнюдь	1	1
339	него впечатление	1	1
340	изучения в	1	1
341	уже к	1	1
342	и мистически	1	1
343	которое мы	1	1
344	когда человек	1	1
345	ведь и	1	1
346	и больше	1	1
347	едва ли	3	1
348	те времена	5	1
349	он уже	4	1
350	и была	1	1
351	по другой	1	1
352	из жизненных	1	1
353	что если	1	1
354	в первый	1	1
355	он как	3	1
356	который был	2	1
357	объяснения его	1	1
358	но она	3	1
359	что иное	1	1
360	этот факт	2	1
361	в полной	2	1
362	я не	4	1
363	ему в	2	1
364	и был	6	1
365	это время	3	1
366	в ней	1	1
367	свою очередь	1	1
368	литературы и	1	1
369	еще не	2	1
370	и на	3	1
371	бы то	1	1
372	с его	11	1
373	во всех	1	1
