N	3gram	Losev_Prob_3	Komedia
1	до сих пор	2	9
2	в том что	9	9
3	в самом деле	1	6
4	для того чтобы	1	6
5	в то же	4	4
6	о том что	3	4
7	к тому же	1	4
8	если бы он	1	3
9	о том как	2	3
10	с точки зрения	2	3
11	в связи с	7	3
12	во всяком случае	6	3
13	речь идет о	1	3
14	с одной стороны	1	3
15	тем не менее	10	3
16	то же самое	7	3
17	хотя и не	2	2
18	само собой разумеется	1	2
19	так или иначе	1	2
20	в этом случае	5	2
21	по сравнению с	2	2
22	что он не	1	2
23	бы то ни	4	2
24	только для того	1	2
25	то время как	4	2
26	то ни было	3	2
27	в конце концов	3	2
28	с другой стороны	5	2
29	собой разумеется что	1	2
30	то обстоятельство что	1	2
31	в то время	4	2
32	на этот раз	3	2
33	что и в	3	2
34	именно потому что	3	2
35	таким образом если	1	1
36	потому что он	4	1
37	ничем не отличаются	1	1
38	такое же положение	1	1
39	в частности о	1	1
40	и без всякого	1	1
41	более или менее	1	1
42	равно как и	1	1
43	так что он	2	1
44	на первый план	2	1
45	и там и	2	1
46	еще не был	1	1
47	то что и	1	1
48	в отличие от	2	1
49	в первую очередь	3	1
50	в третий раз	1	1
51	нечто большее чем	1	1
52	отнюдь не является	2	1
53	на то что	1	1
54	с этой точки	1	1
55	по крайней мере	5	1
56	и в частности	2	1
57	и после этого	1	1
58	остается то что	1	1
59	в настоящее время	2	1
60	в том чтобы	1	1
61	в первом случае	1	1
62	едва ли кто-нибудь	1	1
63	таким образом и	1	1
64	имеет ничего общего	3	1
65	но при этом	1	1
66	здесь не только	1	1
67	как и всякий	1	1
68	этой точки зрения	2	1
69	а то что	2	1
70	там и здесь	3	1
71	и для нас	1	1
72	так и в	1	1
73	можно сказать что	2	1
74	ничего общего с	2	1
75	и никогда не	1	1
76	и тем более	2	1
77	да и сами	1	1
78	даже не в	1	1
79	мы находим у	1	1
80	не менее в	1	1
81	о чем ты	1	1
82	и по существу	1	1
83	делает вид что	1	1
84	в ней как	1	1
85	таким образом что	1	1
86	к тому что	1	1
87	друг от друга	2	1
88	и в этом	6	1
89	и в его	3	1
90	вовсе не является	2	1
91	но если бы	1	1
92	друг друга и	1	1
93	не нуждается в	1	1
94	и все его	1	1
95	не имеет ничего	3	1
96	и т д	13	1
97	и здесь не	1	1
