N	3gram	Bakhtin_Pr_2	Formalny
1	не может быть	4	10
2	в связи с	1	10
3	и т п	9	9
4	с точки зрения	8	7
5	в самом деле	4	5
6	то же время	5	5
7	в то же	5	5
8	во всяком случае	1	5
9	и т д	4	5
10	на самом деле	1	3
11	как раз и	2	3
12	и не может	4	3
13	сам по себе	5	3
14	но и в	1	3
15	может быть и	2	3
16	в большинстве случаев	8	3
17	в значительной степени	1	3
18	с другой стороны	3	3
19	так и в	1	3
20	в самом предмете	2	2
21	и в характере	1	2
22	прежде всего в	1	2
23	в этом смысле	2	2
24	в этом пункте	1	2
25	сами по себе	1	2
26	в отличие от	4	2
27	что в нем	1	2
28	отца с сыном	1	2
29	бы совершенно иной	1	2
30	дело идет о	1	2
31	в конце концов	2	2
32	не входит в	1	2
33	т е как	1	2
34	тем путем что	1	2
35	между этими двумя	1	2
36	была бы совершенно	1	2
37	но в этом	1	2
38	но все же	2	2
39	в том что	1	2
40	и не в	1	2
41	как мы знаем	1	2
42	всего возникает вопрос	1	1
43	превращается в простую	1	1
44	и в поэзии	1	1
45	в этом рассказе	1	1
46	т е уже	1	1
47	очень важное место	1	1
48	прежде всего как	1	1
49	прежде всего на	1	1
50	иметь в виду	1	1
51	а вовсе не	1	1
52	в виду что	1	1
53	связи с теми	1	1
54	как бы не	1	1
55	более или менее	3	1
56	в этом последнем	1	1
57	и до сих	1	1
58	в настоящее время	2	1
59	в какой они	1	1
60	она уже не	1	1
61	нам кажется что	2	1
62	с установкой на	1	1
63	с одной стороны	1	1
64	точки зрения его	1	1
65	до сих пор	7	1
66	в различных формах	1	1
67	при этом не	1	1
68	в таком случае	1	1
69	и в других	1	1
70	что он не	1	1
71	и так или	1	1
72	является одним из	1	1
73	как мы увидим	3	1
74	же время не	1	1
75	занимает очень важное	1	1
76	в собственном смысле	1	1
77	мы знаем в	1	1
78	он есть а	1	1
79	слова слово у	1	1
80	с самим собою	5	1
81	том или ином	1	1
82	на этот вопрос	2	1
83	может быть даже	1	1
84	или даже в	1	1
85	т е что	1	1
86	по крайней мере	1	1
87	нет слова без	1	1
88	так сказать в	1	1
89	как установку на	1	1
90	возникает вопрос о	1	1
91	и в этих	2	1
92	остановимся прежде всего	1	1
93	в художественном творчестве	2	1
94	в том или	2	1
95	т е в	1	1
96	в нашем вопросе	1	1
97	связей с другими	1	1
98	но в то	3	1
99	сказа и диалога	1	1
100	не укладывающиеся в	1	1
101	смысле этого слова	1	1
102	в той же	1	1
103	сообщение о том	1	1
104	как один из	1	1
105	но при этом	2	1
106	в одной плоскости	2	1
107	так или иначе	1	1
108	контекст в котором	1	1
109	в большей или	1	1
110	или меньшей степени	1	1
111	все же не	1	1
112	то что он	1	1
113	становится как бы	1	1
114	а не как	1	1
115	бы то ни	1	1
116	на конкретном материале	1	1
117	и к их	1	1
118	мы не найдем	1	1
119	до настоящего времени	1	1
120	и не о	1	1
121	чем он был	1	1
122	элементы речи и	1	1
123	функции его в	1	1
124	но тем не	1	1
125	не была бы	1	1
126	большей или меньшей	1	1
127	не вещь а	1	1
128	вследствие этой своей	1	1
129	рассказе и в	1	1
130	при этом слово	1	1
131	за свои пределы	1	1
132	т п в	1	1
133	и всякое иное	1	1
134	он не есть	1	1
135	слова в пределах	1	1
136	прежде всего возникает	1	1
137	в известной степени	1	1
138	в узком смысле	2	1
139	в сущности не	1	1
140	сама по себе	4	1
141	тем не менее	2	1
142	в процессе перехода	1	1
143	всего этого по	1	1
144	и до настоящего	1	1
145	как и в	3	1
