N	2gram	Savitsky_E_1	Psycholo
1	то что	6	37
2	и в	37	30
3	в том	11	27
4	что в	21	24
5	и что	2	23
6	потому что	3	23
7	том что	6	21
8	того чтобы	6	20
9	таким образом	2	20
10	для того	6	20
11	как бы	6	19
12	на то	6	17
13	не только	18	16
14	и мы	3	16
15	если мы	1	16
16	в этом	12	14
17	в самом	4	14
18	то есть	6	13
19	так же	9	13
20	с одной	8	12
21	одной стороны	8	12
22	вместе с	2	12
23	может быть	6	11
24	если бы	2	11
25	что мы	1	11
26	как на	3	11
27	о том	3	10
28	и то	2	9
29	никогда не	3	9
30	увидим что	1	9
31	и когда	1	9
32	так как	7	9
33	с другой	7	9
34	для этого	1	9
35	не может	9	9
36	сказать что	4	9
37	мы увидим	1	9
38	что это	2	8
39	при этом	1	8
40	заключается в	2	8
41	с тем	3	8
42	не в	5	8
43	к тому	8	8
44	и это	1	8
45	тому что	1	8
46	того что	7	8
47	мы видим	2	8
48	а не	2	8
49	могут быть	2	8
50	и т	1	7
51	то же	15	7
52	но не	5	7
53	все же	1	7
54	и как	2	7
55	в нем	1	7
56	точки зрения	23	7
57	по себе	4	7
58	в основе	1	7
59	совершенно прав	2	7
60	мы можем	3	7
61	как это	4	7
62	что если	2	6
63	в своем	14	6
64	и если	2	6
65	на этом	1	6
66	что все	2	6
67	как и	7	6
68	что с	1	6
69	и его	1	6
70	как будто	2	6
71	когда мы	1	6
72	в совершенно	1	6
73	или в	2	6
74	о котором	1	6
75	и тем	3	6
76	уже в	1	6
77	двух противоположных	1	6
78	тем что	3	6
79	но и	14	6
80	именно в	4	6
81	кажется нам	1	6
82	мы все	1	6
83	и не	14	6
84	и для	3	6
85	что оно	1	6
86	жизни и	2	6
87	по этому	1	5
88	когда он	3	5
89	в себе	9	5
90	в этой	2	5
91	было бы	8	5
92	рядом с	1	5
93	во внимание	1	5
94	несмотря на	4	5
95	был бы	1	5
96	с и	10	5
97	как мы	5	5
98	но в	14	5
99	сводится к	1	5
100	один из	1	5
101	в двух	1	5
102	дело с	1	5
103	только в	9	5
104	совершенно очевидно	2	5
105	и потому	5	5
106	бы в	2	5
107	обратиться к	1	5
108	другой стороны	2	5
109	в своих	2	5
110	исходит из	1	4
111	то это	1	4
112	в ней	4	4
113	друг к	1	4
114	стороны и	6	4
115	могли бы	1	4
116	и к	3	4
117	мы говорили	1	4
118	к другу	1	4
119	есть не	2	4
120	в них	3	4
121	с такой	1	4
122	в своей	8	4
123	что эта	1	4
124	казалось бы	1	4
125	заключает в	3	4
126	у нас	1	4
127	по сравнению	2	4
128	мысль о	1	4
129	на примере	1	4
130	внимание на	1	4
131	в его	2	4
132	этот вопрос	2	4
133	не можем	2	4
134	от того	1	4
135	говорит о	3	4
136	прежде всего	9	4
137	которых мы	1	4
138	там где	3	4
139	в частности	5	4
140	сравнению с	2	4
141	в результате	3	4
142	и все	2	4
143	а в	2	4
144	не есть	2	4
145	в их	11	3
146	той же	1	3
147	смотреть на	1	3
148	мы не	4	3
149	и о	1	3
150	из того	2	3
151	в каждой	1	3
152	и на	6	3
153	противоположных направлениях	1	3
154	в ее	8	3
155	как в	3	3
156	и наконец	2	3
157	чем больше	2	3
158	на его	1	3
159	он не	2	3
160	состоит в	1	3
161	не как	1	3
162	в силу	2	3
163	находит себе	1	3
164	можно было	3	3
165	об этом	1	3
166	т д	1	3
167	эти два	1	3
168	в этих	2	3
169	вопрос о	4	3
170	вовсе не	6	3
171	есть нечто	1	3
172	с теми	1	3
173	одна из	1	3
174	находятся в	1	3
175	этом отношении	3	3
176	в каком	4	3
177	с другом	3	3
178	не могут	2	3
179	что при	1	3
180	данном случае	2	3
181	котором мы	1	3
182	так и	10	3
183	именно потому	2	3
184	в состав	1	3
185	и поэтому	2	3
186	что и	3	3
187	и только	3	3
188	чем это	1	3
189	тот же	1	3
190	которое мы	1	3
191	и насколько	1	3
192	для него	1	3
193	в состоянии	1	3
194	что на	2	3
195	со стороны	5	3
196	эти две	1	3
197	на этот	2	3
198	с которым	1	3
199	в данном	3	3
200	в той	5	3
201	это есть	1	3
202	друг с	3	3
203	лучшем случае	1	3
204	при таком	1	3
205	для нас	4	3
206	целый ряд	2	3
207	мы должны	2	3
208	хотя бы	15	3
209	обстоит дело	3	3
210	в свою	3	3
211	в лучшем	1	3
212	в психологии	3	3
213	и сейчас	2	3
214	имеет место	2	3
215	и другие	1	3
216	это в	1	3
217	в таком	3	3
218	ту же	1	2
219	же как	5	2
220	того же	3	2
221	по преимуществу	2	2
222	и до	1	2
223	что эти	2	2
224	должна быть	2	2
225	с таким	1	2
226	что между	1	2
227	которую мы	5	2
228	время как	1	2
229	с но	1	2
230	почти на	1	2
231	между собой	2	2
232	в последних	1	2
233	с его	1	2
234	во всех	6	2
235	различия между	1	2
236	по отношению	1	2
237	с совершенно	1	2
238	очевидно что	3	2
239	отличие от	1	2
240	друг от	2	2
241	в центре	1	2
242	в одной	1	2
243	от друга	2	2
244	его на	2	2
245	с этим	2	2
246	нам кажется	7	2
247	что по	1	2
248	он в	1	2
249	все эти	1	2
250	в нашем	1	2
251	элементов с	1	2
252	но его	1	2
253	и следовательно	1	2
254	но все	1	2
255	как они	1	2
256	а затем	1	2
257	и с	2	2
258	из них	3	2
259	о которых	1	2
260	к которым	5	2
261	осуществляется в	1	2
262	или наоборот	1	2
263	чем в	4	2
264	должно быть	1	2
265	и того	2	2
266	одного и	1	2
267	лучшим доказательством	1	2
268	бы на	1	2
269	в котором	2	2
270	с точки	17	2
271	или вернее	2	2
272	в отличие	1	2
273	в которых	3	2
274	с так	1	2
275	в отношении	32	2
276	и другое	1	2
277	в то	16	2
278	дело в	3	2
279	в полной	4	2
280	во всем	1	2
281	большее количество	1	2
282	со своим	1	2
283	есть только	1	2
284	ли не	1	2
285	которого мы	2	2
286	и другими	1	2
287	мог бы	2	2
288	еще в	1	2
289	когда в	1	2
290	наше внимание	2	2
291	является в	1	2
292	и даже	6	2
293	или иной	4	2
294	следует понимать	1	2
295	и та	2	2
296	или на	1	2
297	можно сказать	4	2
298	связь между	1	2
299	это может	1	2
300	самом процессе	1	2
301	и можно	2	2
302	мы хотим	1	2
303	в сферу	2	2
304	этом смысле	3	2
305	быть и	1	2
306	в большей	1	2
307	что даже	1	2
308	которое существует	2	2
309	в качестве	14	2
310	бы по	1	2
311	связи с	1	2
312	не дает	3	2
313	мы знаем	1	2
314	представить себе	1	2
315	мы находим	1	2
316	в одном	2	2
317	само по	4	2
318	что тот	1	2
319	с той	1	2
320	же обстоит	1	2
321	на которых	1	2
322	и эта	2	2
323	именно поэтому	1	2
324	это значит	2	2
325	в течение	5	2
326	в положении	1	2
327	эту мысль	1	2
328	с этой	6	2
329	и таким	2	2
330	не является	3	2
331	с мы	2	2
332	лицо и	1	2
333	той или	4	2
334	же в	2	2
335	есть то	1	2
336	между ними	2	2
337	себе не	3	2
338	но еще	2	2
339	гораздо более	1	2
340	речь идет	1	1
341	например в	1	1
342	в сфере	3	1
343	связана с	1	1
344	в такой	1	1
345	для одних	1	1
346	исключительно к	1	1
347	силы и	1	1
348	других областей	1	1
349	идет о	3	1
350	которая ее	1	1
351	из всех	3	1
352	эту же	1	1
353	если ставить	1	1
354	свести на	1	1
355	состояние есть	1	1
356	на такие	1	1
357	почти все	1	1
358	другую и	1	1
359	только это	1	1
360	которое не	1	1
361	во вторичном	1	1
362	не имеющим	2	1
363	все так	1	1
364	на них	2	1
365	которых нет	1	1
366	столь же	5	1
367	чуть ли	1	1
368	возможности и	1	1
369	конечно это	1	1
370	то мы	1	1
371	видели что	1	1
372	мы будем	1	1
373	но как	2	1
374	точка зрения	2	1
375	к которой	1	1
376	связано с	3	1
377	если в	2	1
378	может произойти	1	1
379	или иное	1	1
380	значение имеет	1	1
381	теперь не	1	1
382	значительной мере	1	1
383	один и	1	1
384	что вызывает	1	1
385	к сожалению	1	1
386	относится к	1	1
387	которые не	1	1
388	исходящее из	1	1
389	дает нам	1	1
390	как нам	5	1
391	что нет	1	1
392	и где	1	1
393	если обратиться	1	1
394	хотя и	2	1
395	мы различаем	1	1
396	имеет в	2	1
397	более или	1	1
398	от этого	5	1
399	и отчасти	2	1
400	психологии и	1	1
401	характер как	1	1
402	та же	1	1
403	самой природе	1	1
404	бы с	1	1
405	представляет собой	3	1
406	еще далеко	1	1
407	большей части	2	1
408	не заключается	1	1
409	в известном	3	1
410	в последнее	1	1
411	нами в	1	1
412	и тот	1	1
413	всем его	1	1
414	тому же	1	1
415	во многих	4	1
416	этот процесс	2	1
417	мы совершенно	1	1
418	главным образом	2	1
419	но именно	2	1
420	и вообще	1	1
421	не являются	1	1
422	не к	2	1
423	средства которые	1	1
424	по своему	7	1
425	на земле	1	1
426	делает по	1	1
427	с собой	1	1
428	и наоборот	1	1
429	поскольку она	2	1
430	от нее	1	1
431	не из	3	1
432	с в	2	1
433	бы дать	1	1
434	протекают в	1	1
435	только частично	1	1
436	они должны	1	1
437	различие между	1	1
438	том случае	1	1
439	полной мере	1	1
440	которую по	1	1
441	выпадает на	2	1
442	того или	4	1
443	воспринимается как	1	1
444	окажется что	2	1
445	сейчас в	1	1
446	свести к	1	1
447	сказывается в	2	1
448	в жизни	1	1
449	том насколько	1	1
450	бы совершенно	2	1
451	о характере	1	1
452	этого слова	1	1
453	его частей	1	1
454	далеко не	2	1
455	пребывает в	1	1
456	нас к	2	1
457	одна другую	1	1
458	жизни но	1	1
459	на пересечении	1	1
460	видим как	2	1
461	этой схеме	1	1
462	как таковой	1	1
463	какой именно	1	1
464	или менее	1	1
465	в эту	2	1
466	мира имеет	1	1
467	именно и	1	1
468	она в	3	1
469	установить что	1	1
470	с только	1	1
471	ценность в	2	1
472	представление о	2	1
473	от себя	1	1
474	можно применить	1	1
475	признать что	1	1
476	не менее	1	1
477	одном из	2	1
478	в корне	1	1
479	выше мы	1	1
480	которые в	1	1
481	заложены элементы	1	1
482	в россии	5	1
483	эти области	6	1
484	на другую	1	1
485	тому чтобы	2	1
486	бы нас	1	1
487	даже в	4	1
488	проистекает из	1	1
489	если и	1	1
490	вплоть до	1	1
491	но они	1	1
492	она не	2	1
493	имеет свое	1	1
494	почти никогда	1	1
495	для каждого	1	1
496	означает что	1	1
497	тогда когда	2	1
498	принадлежат к	1	1
499	в процессе	4	1
500	он мог	1	1
501	не имеет	4	1
502	это мы	1	1
503	на язык	2	1
504	в разных	1	1
505	больше чем	1	1
506	то окажется	2	1
507	действительности но	1	1
508	совершенно неправильно	1	1
509	в русском	1	1
510	к ней	4	1
511	связь и	1	1
512	вместо того	1	1
513	и теперь	2	1
514	можно рассматривать	1	1
515	мы бы	1	1
516	доказать что	1	1
517	в области	11	1
518	всех прочих	2	1
519	есть к	1	1
520	являются не	1	1
521	в других	2	1
522	должны быть	1	1
523	одну и	2	1
524	для такого	1	1
525	отказаться от	1	1
526	подтверждение в	1	1
527	всегда в	1	1
528	в применении	3	1
529	применить к	1	1
530	оно может	1	1
531	не делает	1	1
532	но по	2	1
533	с ее	1	1
534	которая выпадает	1	1
535	как не	2	1
536	свою очередь	2	1
537	в некоторых	2	1
538	рассматривать как	1	1
539	и от	3	1
540	как по	1	1
541	последнее время	1	1
542	то или	1	1
543	она может	1	1
544	то время	1	1
545	чем если	1	1
546	не находить	1	1
547	значение в	1	1
548	то как	1	1
549	каждого из	1	1
550	возникающее в	1	1
551	во многом	2	1
552	по признаку	3	1
553	это должно	1	1
554	в некоторой	1	1
555	быть может	1	1
556	которая отличает	1	1
557	ними и	2	1
558	в построении	1	1
559	может в	1	1
560	говорить не	1	1
561	говорит об	1	1
562	его жизни	1	1
563	в значительной	2	1
564	то исключительно	1	1
565	и во	2	1
566	это изменение	1	1
567	нас в	1	1
568	к нему	2	1
569	язык и	1	1
570	между тем	8	1
571	отрицательный ответ	1	1
572	однако с	1	1
573	которые мы	1	1
574	переходит в	1	1
575	его мысль	1	1
576	не обязательно	1	1
577	вслед за	6	1
578	мере благодаря	1	1
579	которые при	1	1
580	он рассматривает	1	1
581	другой и	2	1
582	и характером	1	1
583	в каких	1	1
584	эти последние	2	1
585	но так	1	1
586	действию в	1	1
587	в новой	1	1
588	не о	1	1
589	одной из	5	1
590	в какой	2	1
591	то в	4	1
592	в стороне	3	1
593	который в	1	1
594	или же	1	1
595	на несколько	1	1
596	и ее	1	1
597	тот что	1	1
598	роль которая	1	1
599	с которыми	1	1
600	внимание что	1	1
601	на всем	4	1
602	уже не	1	1
603	центральной и	2	1
604	центре и	1	1
605	в виде	5	1
606	в начале	1	1
607	в сознании	1	1
608	кажется что	2	1
609	от других	1	1
610	при помощи	2	1
611	но совершенно	1	1
612	только одно	2	1
613	и их	1	1
614	другую сторону	1	1
615	тем как	1	1
616	составных частей	1	1
617	заметить что	2	1
618	к той	2	1
