N	2gram	Nazirov_Tv_2	Psycholo
1	в том	8	37
2	и в	20	32
3	и что	2	22
4	то есть	5	21
5	том что	4	21
6	потому что	7	21
7	таким образом	10	21
8	в искусстве	2	21
9	то что	3	21
10	что в	7	20
11	может быть	8	18
12	так же	5	18
13	что и	1	17
14	не может	7	17
15	самом деле	2	16
16	что она	4	16
17	то же	7	13
18	в этом	8	13
19	при этом	8	13
20	что он	6	13
21	в самом	3	12
22	заключается в	1	12
23	не только	13	12
24	по себе	1	12
25	так как	3	12
26	на то	1	11
27	было бы	1	11
28	в основе	2	11
29	и т	13	10
30	когда он	4	10
31	при помощи	2	10
32	но и	8	10
33	как и	6	10
34	и не	9	10
35	как в	4	9
36	никогда не	11	9
37	тем что	3	9
38	что все	1	9
39	в своих	3	9
40	на деле	1	8
41	той же	1	8
42	что это	1	8
43	не в	4	8
44	не менее	2	8
45	т п	2	8
46	что они	4	7
47	и как	1	7
48	говорит что	1	7
49	все эти	4	7
50	ясно что	1	7
51	такой же	2	7
52	и его	9	7
53	как будто	1	7
54	к тому	1	7
55	можно было	1	7
56	только в	2	7
57	мы знаем	1	7
58	что для	1	7
59	а не	6	7
60	сказать что	1	7
61	что если	1	6
62	в этой	5	6
63	он не	3	6
64	если бы	4	6
65	о том	5	6
66	социальной психологии	1	6
67	все время	2	6
68	и мы	3	6
69	тот же	1	6
70	как бы	11	6
71	художественного произведения	1	5
72	и на	5	5
73	что его	2	5
74	что у	4	5
75	все это	6	5
76	в то	10	5
77	утверждает что	1	5
78	и даже	5	5
79	до сих	3	5
80	отнюдь не	4	5
81	он говорит	1	5
82	искусства но	1	5
83	сих пор	3	5
84	как раз	1	5
85	как на	1	5
86	ту же	1	4
87	же как	3	4
88	едва ли	2	4
89	столь же	1	4
90	в чем	4	4
91	есть по	1	4
92	с этим	1	4
93	все же	5	4
94	в целом	6	4
95	в нем	3	4
96	к одному	1	4
97	и по	2	4
98	и с	8	4
99	в жизни	1	4
100	несмотря на	1	4
101	знаем что	1	4
102	образом и	1	4
103	и более	1	4
104	тому что	1	4
105	не имеет	1	4
106	но только	1	4
107	ничего не	4	4
108	как она	1	4
109	и до	1	4
110	в сознании	1	4
111	что на	2	4
112	и для	1	4
113	могут быть	2	4
114	если же	1	4
115	и это	3	4
116	и сам	5	4
117	и поэтому	2	4
118	между тем	3	4
119	мы видим	4	4
120	из них	2	4
121	в творчестве	5	4
122	как это	1	4
123	наряду с	7	4
124	с этой	3	4
125	а в	4	4
126	совершенно не	1	4
127	из этого	2	4
128	например в	5	3
129	отношении к	1	3
130	приходит к	1	3
131	мы не	4	3
132	или же	1	3
133	то это	1	3
134	и он	2	3
135	во всех	1	3
136	но как	1	3
137	а только	1	3
138	и к	1	3
139	но в	4	3
140	думать что	1	3
141	главным образом	1	3
142	в поэзии	1	3
143	не к	1	3
144	и вот	1	3
145	евгения онегина	3	3
146	об этом	4	3
147	к которым	1	3
148	показывает что	4	3
149	в своей	6	3
150	в их	3	3
151	представление о	7	3
152	в которых	3	3
153	но он	1	3
154	том чтобы	1	3
155	не могли	2	3
156	что с	1	3
157	свое собственное	1	3
158	не могут	1	3
159	указывает на	1	3
160	отказаться от	2	3
161	на это	1	3
162	в виду	1	3
163	то время	1	3
164	так и	6	3
165	жизнь и	1	3
166	образом в	1	3
167	с другой	2	3
168	в конечном	1	3
169	значит что	1	3
170	один из	3	3
171	этот вопрос	3	3
172	действующих лиц	2	3
173	действительной жизни	1	3
174	и ее	2	3
175	так что	2	3
176	что не	3	3
177	конечном счете	1	3
178	и других	2	3
179	и их	1	3
180	сами по	1	3
181	в конце	6	3
182	может служить	2	3
183	в частности	2	3
184	того или	1	3
185	что же	1	3
186	при всем	1	3
187	еще более	1	3
188	только как	1	3
189	в свою	1	3
190	точно так	1	3
191	не остается	1	2
192	и без	2	2
193	только потому	1	2
194	объясняется и	1	2
195	еще не	5	2
196	с в	1	2
197	из всех	1	2
198	это совершенно	1	2
199	нашу мысль	1	2
200	в первый	1	2
201	оба эти	1	2
202	который видит	1	2
203	же что	1	2
204	бы с	1	2
205	роман и	2	2
206	с его	1	2
207	в ее	2	2
208	но не	5	2
209	точка зрения	2	2
210	к которой	1	2
211	если в	1	2
212	ответ на	1	2
213	искусство в	1	2
214	отличие от	2	2
215	однако не	1	2
216	но эта	2	2
217	психологии и	1	2
218	в которой	2	2
219	мы получаем	1	2
220	бы не	2	2
221	в себе	3	2
222	т д	11	2
223	же с	9	2
224	на его	4	2
225	в каждом	1	2
226	то чтобы	1	2
227	значение в	1	2
228	с другими	2	2
229	это не	7	2
230	то все	1	2
231	должен был	1	2
232	образом сюжет	1	2
233	в них	1	2
234	тот самый	1	2
235	всю жизнь	1	2
236	не значит	1	2
237	не так	2	2
238	всяком случае	2	2
239	место в	3	2
240	он дает	1	2
241	приблизительно так	1	2
242	и эти	1	2
243	их в	2	2
244	том же	2	2
245	в этих	1	2
246	что этот	2	2
247	произведения как	1	2
248	вплоть до	1	2
249	на него	2	2
250	в процессе	2	2
251	он с	1	2
252	казалось бы	3	2
253	же время	7	2
254	онегина и	1	2
255	в русском	1	2
256	не вполне	1	2
257	ли это	1	2
258	ни в	1	2
259	как только	1	2
260	отличается от	1	2
261	что оно	1	2
262	его с	1	2
263	это происходит	1	2
264	она не	1	2
265	на вопрос	1	2
266	свою очередь	1	2
267	на другой	1	2
268	сводится к	2	2
269	романе в	1	2
270	то или	1	2
271	действия и	2	2
272	так в	2	2
273	роль в	2	2
274	том как	1	2
275	и вообще	2	2
276	в таком	3	2
277	именно потому	1	2
278	ничего кроме	1	2
279	и здесь	1	2
280	во всяком	2	2
281	психологии действующих	1	2
282	он прямо	1	2
283	за основу	1	2
284	в его	10	2
285	а потому	1	2
286	и только	2	2
287	в свете	3	2
288	в драме	1	2
289	пришел к	1	2
290	как нечто	1	2
291	может оказаться	1	2
292	и у	2	2
293	в одном	2	2
294	вовсе не	2	2
295	отношение к	1	2
296	в день	1	2
297	и никогда	1	2
298	к которому	2	2
299	такое же	1	2
300	а с	3	2
301	не было	2	2
302	зависит от	2	2
303	была бы	1	2
304	и далее	2	2
305	вместе с	3	2
306	с каким-то	1	2
307	но это	5	2
308	а к	1	2
309	для нас	1	2
310	всякий раз	1	2
311	первый раз	1	2
312	в романе	15	2
313	другой стороны	2	2
314	но когда	1	2
315	на этот	2	2
316	или иного	1	2
317	ли он	1	2
318	имеют дело	1	2
319	и от	4	2
320	читателя и	1	2
321	а я	2	2
322	тайны и	1	2
323	с новыми	1	1
324	а между	1	1
325	как известно	2	1
326	от этой	2	1
327	героев и	1	1
328	речь идет	1	1
329	у читателя	2	1
330	одним из	3	1
331	с с	1	1
332	таком случае	2	1
333	человека и	3	1
334	которого в	1	1
335	совершенно новый	1	1
336	фрейд в	1	1
337	в первом	1	1
338	человеческой души	1	1
339	по преимуществу	2	1
340	почти всегда	1	1
341	в основании	1	1
342	высшей степени	1	1
343	и за	1	1
344	смотреть на	1	1
345	и значение	1	1
346	и татьяну	1	1
347	с введением	1	1
348	преступления и	2	1
349	что уже	1	1
350	на место	1	1
351	почему мы	1	1
352	эстетики и	1	1
353	роман в	1	1
354	мы и	1	1
355	и со	1	1
356	указал что	1	1
357	власть над	1	1
358	литературы и	1	1
359	он сам	3	1
360	действительно все	1	1
361	с одной	1	1
362	жить и	1	1
363	которую она	1	1
364	должны были	1	1
365	него с	1	1
366	или иное	1	1
367	и достоевский	4	1
368	их поступков	1	1
369	чем же	1	1
370	в истории	2	1
371	толстого и	1	1
372	этот прием	1	1
373	общего с	1	1
374	сострадания и	1	1
375	сказал бы	1	1
376	его к	1	1
377	в противоположность	1	1
378	то в	1	1
379	только то	1	1
380	уже не	3	1
381	в литературном	2	1
382	в гамлете	1	1
383	все по	1	1
384	из этих	1	1
385	очень важным	2	1
386	творчество достоевского	4	1
387	в большинстве	1	1
388	что ничего	1	1
389	того факта	1	1
390	нами в	1	1
391	тому же	2	1
392	но ведь	2	1
393	трагического и	2	1
394	если он	5	1
395	это его	2	1
396	например как	1	1
397	у древних	1	1
398	прием в	1	1
399	идеи и	1	1
400	в принципе	4	1
401	что нужно	1	1
402	в силу	1	1
403	это если	1	1
404	и если	2	1
405	в россии	2	1
406	важную роль	1	1
407	и сколько	2	1
408	у пушкина	3	1
409	в плане	3	1
410	так например	3	1
411	к выводу	1	1
412	совпадают с	1	1
413	же не	2	1
414	это случилось	1	1
415	считается что	1	1
416	и дальше	1	1
417	в другом	1	1
418	чего он	1	1
419	происходит то	1	1
420	говорил что	2	1
421	а по	1	1
422	его в	3	1
423	образом если	1	1
424	на бумаге	1	1
425	мы на	1	1
426	подходит к	1	1
427	в глазах	1	1
428	возбуждение сострадания	1	1
429	он приходит	1	1
430	в художественную	1	1
431	чем сделать	1	1
432	вводит в	1	1
433	он же	2	1
434	в высшей	1	1
435	романы достоевского	2	1
436	которой он	2	1
437	всегда и	1	1
438	мы видели	1	1
439	искусства критика	1	1
440	жизни но	1	1
441	с такой	1	1
442	духовной жизни	1	1
443	должно быть	1	1
444	потому и	1	1
445	и тогда	2	1
446	достоевского но	3	1
447	в эту	1	1
448	но если	2	1
449	и юмор	1	1
450	таким же	1	1
451	и тут	1	1
452	нас не	1	1
453	не зависит	1	1
454	в котором	3	1
455	не столько	2	1
456	в отличие	2	1
457	король лир	1	1
458	сознаться что	1	1
459	является только	1	1
460	из области	1	1
461	сам же	1	1
462	это утверждение	1	1
463	по крайней	2	1
464	однако в	1	1
465	в устах	2	1
466	в творчество	1	1
467	с так	1	1
468	зрения и	1	1
469	суждения о	1	1
470	участвует в	1	1
471	самого начала	1	1
472	хотелось бы	1	1
473	в русской	2	1
474	некоторого рода	1	1
475	писатель ничего	1	1
476	дело в	1	1
477	одна из	3	1
478	похоже на	1	1
479	и комического	2	1
480	жизни не	1	1
481	у этого	1	1
482	к поэзии	1	1
483	сознанию необходимости	1	1
484	к ней	1	1
485	его судьбу	1	1
486	и является	1	1
487	с своей	1	1
488	же он	1	1
489	же самая	1	1
490	связи с	1	1
491	для анализа	2	1
492	из условий	1	1
493	тогда в	1	1
494	в области	1	1
495	тех кому	1	1
496	факта что	1	1
497	встречается в	1	1
498	мы узнаем	2	1
499	похож на	1	1
500	ли не	2	1
501	которого я	1	1
502	он имел	1	1
503	сходство с	1	1
504	на читателя	1	1
505	всего что	1	1
506	не есть	1	1
507	приводит его	1	1
508	людях и	1	1
509	характер этого	1	1
510	должен быть	1	1
511	для себя	1	1
512	из всего	1	1
513	именно эту	1	1
514	как мы	1	1
515	психологическом отношении	1	1
516	и о	1	1
517	смысле что	1	1
518	читателя он	1	1
519	какой-то другой	1	1
520	но при	1	1
521	эта часть	1	1
522	для читателя	1	1
523	характер и	1	1
524	нет никаких	1	1
525	болезни и	1	1
526	в себя	1	1
527	с самого	1	1
528	культуры и	1	1
529	этот роман	1	1
530	искусства хотя	1	1
531	приводит к	2	1
532	здесь он	1	1
533	не с	1	1
534	можно понять	1	1
535	живет в	1	1
536	к анализу	2	1
537	непосредственного воздействия	1	1
538	с собой	1	1
539	еще в	1	1
540	когда в	1	1
541	возможно что	1	1
542	является в	1	1
543	чтобы вызвать	2	1
544	и всякого	1	1
545	быть может	3	1
546	как у	3	1
547	когда сюжет	1	1
548	предположить что	1	1
549	означает что	1	1
550	это объясняется	1	1
551	о нем	1	1
552	приближается к	1	1
553	сюжета который	1	1
554	и должно	1	1
555	действительности но	1	1
556	всем протяжении	1	1
557	нам хотелось	1	1
558	в сфере	1	1
559	в пользу	3	1
560	происходит не	1	1
561	восходит к	2	1
562	а у	1	1
563	переходит в	1	1
564	сильнее и	2	1
