N	3gram	Tiupa_Anal_3	Problema
1	о том что	5	9
2	с точки зрения	2	8
3	в том что	7	8
4	в связи с	1	7
5	тем не менее	2	5
6	с другой стороны	5	5
7	по крайней мере	4	4
8	что иное как	1	3
9	в этом смысле	1	3
10	обратить внимание на	1	3
11	далеко не всегда	1	3
12	с одной стороны	2	3
13	а с другой	1	3
14	в русской литературе	3	3
15	можно сказать что	2	3
16	не что иное	1	3
17	в сравнении с	2	3
18	это уже не	1	2
19	дело в том	2	2
20	по отношению к	7	2
21	том что он	2	2
22	до сих пор	1	2
23	в результате чего	1	2
24	в таком случае	1	2
25	в данном случае	3	2
26	не может быть	1	2
27	все того же	1	2
28	во всяком случае	2	2
29	для того чтобы	1	2
30	такого же рода	1	2
31	не мог быть	1	2
32	в самой себе	1	1
33	крайней мере в	2	1
34	хотя и не	1	1
35	не только по	1	1
36	сравнении с тем	1	1
37	не говоря уже	1	1
38	на самом деле	1	1
39	в самом деле	1	1
40	так и его	2	1
41	сам по себе	1	1
42	к этому что	1	1
43	между тем как	1	1
44	в этом отношении	3	1
45	с этой стороны	1	1
46	в другом стихотворении	1	1
47	с тех пор	1	1
48	говоря уже о	1	1
49	ту или иную	1	1
50	едва ли не	2	1
51	как раз в	1	1
52	не только в	1	1
53	рода но и	1	1
54	который мог бы	1	1
55	прибавим к этому	1	1
56	тот факт что	1	1
57	и должно было	1	1
58	с тем же	1	1
59	и как бы	1	1
60	не только как	1	1
61	так или иначе	1	1
62	таким же образом	1	1
63	уже по одному	1	1
64	того же автора	1	1
65	что несмотря на	2	1
66	по причине своей	1	1
67	то же время	3	1
68	был первым кто	1	1
69	по себе а	1	1
70	так и в	1	1
71	что в новом	1	1
72	то есть в	1	1
73	вопрос о том	1	1
74	той или иной	3	1
75	но еще и	1	1
76	в большинстве случаев	1	1
77	в то же	3	1
78	можно судить по	1	1
79	сама по себе	2	1
80	и все же	1	1
81	он не видит	1	1
82	как бы и	1	1
83	к тому же	3	1
84	указывает на его	1	1
