N	2gram	Bakhtin_Pr_4	DiskursI
1	не только	14	28
2	в том	9	23
3	а не	11	22
4	то есть	40	20
5	том что	4	19
6	может быть	23	17
7	как и	12	16
8	и в	46	16
9	в этом	16	15
10	еще не	7	14
11	но и	12	14
12	при этом	5	13
13	и т.п	14	12
14	по своей	3	11
15	но не	4	11
16	прежде всего	9	11
17	и не	27	11
18	как в	4	10
19	далеко не	3	10
20	с другой	3	10
21	по отношению	5	9
22	в нем	17	9
23	не может	19	9
24	с одной	1	9
25	одной стороны	1	9
26	в частности	1	9
27	отношению к	5	9
28	но в	6	8
29	своего рода	4	8
30	о том	5	8
31	так и	4	8
32	не было	2	7
33	в себе	7	7
34	то же	6	7
35	не в	10	7
36	роль в	1	7
37	со стороны	1	7
38	в его	9	7
39	только в	6	7
40	высказывания в	1	6
41	в своем	3	6
42	и как	2	6
43	и на	11	5
44	во всех	5	5
45	отличие от	3	5
46	тому же	1	5
47	в силу	1	5
48	в котором	5	5
49	в их	4	5
50	в отличие	3	5
51	в процессе	4	5
52	в себя	4	5
53	в эпоху	1	5
54	или иной	2	5
55	можно сказать	4	5
56	а с	1	5
57	в данном	2	5
58	как бы	19	5
59	к тому	2	5
60	а в	2	5
61	то что	4	5
62	в своей	3	5
63	и о	3	4
64	в которых	2	4
65	с его	5	4
66	в сторону	1	4
67	отношение к	3	4
68	и к	9	4
69	уже не	4	4
70	в целом	1	4
71	на его	1	4
72	не как	3	4
73	лишь в	2	4
74	в них	1	4
75	потому что	4	4
76	могут быть	2	4
77	для себя	1	4
78	и т.д	3	4
79	же время	5	4
80	между тем	2	4
81	во втором	1	4
82	как правило	1	4
83	что он	6	4
84	для него	2	4
85	не обязательно	1	4
86	по своим	1	4
87	что не	1	4
88	связи с	1	4
89	что в	4	4
90	также и	3	3
91	того же	3	3
92	и потому	1	3
93	в первом	1	3
94	в каждой	1	3
95	той или	2	3
96	различия между	1	3
97	в одной	2	3
98	с этим	2	3
99	перед нами	12	3
100	в самом	9	3
101	из жизни	1	3
102	это не	5	3
103	отношения говорящего	1	3
104	точки зрения	11	3
105	в своих	1	3
106	однако в	1	3
107	по себе	7	3
108	в то	5	3
109	таким образом	4	3
110	должны быть	1	3
111	они и	1	3
112	в строгом	2	3
113	как не	1	3
114	но при	3	3
115	в ее	1	3
116	в произведении	2	3
117	времени и	2	3
118	не с	1	3
119	еще в	1	3
120	и даже	3	3
121	или на	1	3
122	как жанр	1	3
123	что и	3	3
124	хотя бы	2	3
125	к ним	4	3
126	тем что	3	3
127	именно в	1	3
128	при всей	1	3
129	себе не	1	3
130	один из	1	3
131	все же	4	3
132	в свою	1	3
133	сказать что	2	3
134	другой стороны	3	3
135	говорящего к	1	3
136	отношения к	2	2
137	одним из	3	2
138	например в	4	2
139	и есть	1	2
140	к другому	5	2
141	мы имеем	3	2
142	в сущности	7	2
143	совпадает с	1	2
144	на себя	4	2
145	в виду	4	2
146	первого и	1	2
147	слово не	9	2
148	между собой	1	2
149	в различных	3	2
150	события в	1	2
151	но как	1	2
152	в новом	1	2
153	за пределы	5	2
154	себя в	3	2
155	стороны и	2	2
156	как к	1	2
157	с некоторыми	1	2
158	хотя и	6	2
159	когда он	2	2
160	целый ряд	2	2
161	более или	3	2
162	точкой зрения	1	2
163	в тех	1	2
164	в этой	3	2
165	можно определить	1	2
166	так сказать	5	2
167	и по	2	2
168	на этом	3	2
169	диалогические отношения	15	2
170	человека в	1	2
171	в каждом	6	2
172	об этом	2	2
173	и тем	2	2
174	к области	2	2
175	не всегда	1	2
176	с человеком	1	2
177	или менее	3	2
178	и без	1	2
179	мысли и	2	2
180	возможно только	1	2
181	и герой	1	2
182	то с	1	2
183	по мере	4	2
184	не менее	2	2
185	но они	1	2
186	дело не	1	2
187	не могло	2	2
188	своей природе	2	2
189	и его	6	2
190	к себе	6	2
191	отличается от	3	2
192	числе и	3	2
193	значительной степени	1	2
194	частной жизни	1	2
195	не есть	1	2
196	и он	6	2
197	как мы	12	2
198	с ее	3	2
199	данном случае	1	2
200	языка и	2	2
201	характер и	1	2
202	что делает	1	2
203	принадлежащих к	2	2
204	в пределах	10	2
205	приводит к	4	2
206	на том	2	2
207	но зато	1	2
208	в другом	2	2
209	и вообще	1	2
210	а по	1	2
211	о нем	6	2
212	во всяком	2	2
213	и что	3	2
214	в значительной	1	2
215	и во	3	2
216	она здесь	1	2
217	в форме	1	2
218	котором он	1	2
219	в античной	2	2
220	в литературе	1	2
221	большей или	2	2
222	и одновременно	2	2
223	к различным	2	2
224	в какой	1	2
225	в литературу	1	2
226	точка зрения	1	2
227	есть в	6	2
228	уже в	4	2
229	слова в	13	2
230	как их	1	2
231	в одном	11	2
232	сами по	2	2
233	как его	1	2
234	никогда не	6	2
235	для художественного	1	2
236	никого не	1	2
237	из двух	1	2
238	здесь в	2	2
239	к которому	1	2
240	и др	1	2
241	героя и	4	2
242	более того	3	2
243	в соответствии	1	2
244	в рассказе	2	2
245	однако и	1	2
246	его как	2	2
247	к устному	1	2
248	автора в	1	2
249	из уст	1	2
250	что же	3	2
251	для понимания	2	2
252	жизни в	1	2
253	высказывания и	2	2
254	в особом	2	2
255	к другим	2	2
256	известной степени	1	2
257	не имея	1	2
258	или в	8	2
259	о котором	2	2
260	своей собственной	1	2
261	и все	9	2
