N	2gram	Bakhtin_Pr_1	Vladivir
1	и в	29	30
2	в этом	22	20
3	то что	15	20
4	у него	5	19
5	и не	31	18
6	в том	8	18
7	и с	4	14
8	что он	8	13
9	в конце	6	13
10	не только	15	12
11	том что	7	12
12	что в	8	12
13	как мы	4	11
14	в его	24	11
15	а в	7	11
16	сказать что	3	11
17	не было	4	10
18	и даже	2	10
19	все же	9	9
20	кроме того	3	9
21	было бы	5	9
22	не в	7	9
23	в то	10	9
24	не может	12	9
25	для него	18	9
26	потому что	8	9
27	в своем	8	8
28	но в	7	8
29	что же	4	8
30	связи с	2	8
31	но и	14	8
32	до конца	8	7
33	ни в	3	7
34	которую он	1	7
35	точки зрения	19	7
36	никогда не	3	7
37	может быть	24	7
38	а не	22	7
39	и все	1	7
40	хотя и	1	6
41	и к	2	6
42	в себе	7	6
43	об этом	1	6
44	и его	14	6
45	у нас	1	6
46	то время	1	6
47	всякого рода	1	6
48	только в	10	6
49	всяком случае	3	6
50	а именно	1	6
51	прежде всего	7	6
52	к этому	1	6
53	жизни и	2	6
54	во всяком	5	6
55	с этим	2	5
56	то в	1	5
57	все эти	9	5
58	при этом	2	5
59	же касается	1	5
60	как и	12	5
61	в своей	8	5
62	в котором	2	5
63	по себе	8	5
64	так как	6	5
65	к концу	1	5
66	для себя	2	5
67	так и	7	5
68	с ним	5	5
69	другими словами	1	5
70	и что	2	5
71	того что	1	5
72	тот же	2	5
73	так что	2	5
74	но что	1	5
75	как бы	19	5
76	в основном	1	5
77	все это	6	5
78	в результате	4	5
79	то же	14	4
80	той же	5	4
81	я не	3	4
82	то это	1	4
83	и он	1	4
84	в ней	2	4
85	и на	7	4
86	с его	9	4
87	отношение к	2	4
88	в которой	2	4
89	что это	1	4
90	в целом	6	4
91	в этой	4	4
92	и если	1	4
93	на его	2	4
94	в нем	19	4
95	он не	5	4
96	его в	6	4
97	это было	1	4
98	и мы	1	4
99	несмотря на	6	4
100	по крайней	1	4
101	мы должны	3	4
102	вот что	1	4
103	не есть	2	4
104	и о	5	4
105	здесь не	1	4
106	можно сказать	1	4
107	о том	1	4
108	конечно не	2	4
109	вовсе не	7	4
110	крайней мере	1	4
111	со стороны	1	4
112	именно в	5	4
113	так же	6	4
114	с этой	2	4
115	но это	4	4
116	в начале	1	4
117	и наконец	4	4
118	на этот	2	4
119	него в	2	4
120	отношения к	3	3
121	нам кажется	2	3
122	и больше	1	3
123	едва ли	1	3
124	и вот	1	3
125	именно к	1	3
126	во всех	1	3
127	но не	9	3
128	не то	1	3
129	его на	2	3
130	как в	6	3
131	что касается	1	3
132	и как	7	3
133	более или	1	3
134	из этих	1	3
135	всех этих	2	3
136	в последний	2	3
137	таким образом	12	3
138	те же	2	3
139	в них	3	3
140	должно быть	4	3
141	или менее	1	3
142	в отношении	2	3
143	с точки	13	3
144	не столько	1	3
145	что я	1	3
146	но он	2	3
147	в россии	2	3
148	не могли	1	3
149	только и	1	3
150	же время	9	3
151	в области	1	3
152	он и	5	3
153	и вполне	2	3
154	сравнительно с	1	3
155	где он	1	3
156	и это	5	3
157	никак не	2	3
158	что и	4	3
159	уже не	13	3
160	я в	1	3
161	уже в	3	3
162	на этих	1	3
163	здесь мы	2	3
164	идея или	1	3
165	дело в	1	3
166	наконец в	2	3
167	конце концов	5	3
168	под влиянием	1	3
169	в данном	2	3
170	по существу	3	3
171	и для	4	3
172	хотя бы	2	3
173	в свою	1	3
174	в таком	1	3
175	точно так	1	3
176	это в	1	3
177	и особенно	1	3
178	также что	1	2
179	и есть	2	2
180	в чисто	2	2
181	и до	3	2
182	из его	2	2
183	мы уже	2	2
184	его не	1	2
185	на первом	1	2
186	единство и	1	2
187	есть нечто	1	2
188	который был	1	2
