N	2gram	Vygotskiy__4	Marksizm
1	точки зрения	24	34
2	может быть	12	26
3	и не	8	26
4	не может	6	24
5	с точки	11	20
6	и в	20	19
7	и его	5	19
8	таким образом	25	17
9	в этом	24	16
10	как бы	7	15
11	в процессе	27	14
12	языка в	1	14
13	как мы	13	13
14	прежде всего	2	13
15	как и	9	12
16	если мы	10	11
17	так и	5	11
18	связи с	3	11
19	и для	4	11
20	самом деле	7	10
21	в нем	2	10
22	в слове	2	10
23	ни было	1	10
24	и т.п	2	10
25	в самом	6	10
26	только в	10	9
27	для него	2	9
28	в результате	8	9
29	на материале	1	8
30	бы то	1	8
31	все же	5	8
32	не только	15	8
33	без исключения	1	8
34	при этом	12	8
35	то ни	1	8
36	друг друга	4	8
37	до сих	1	8
38	но и	9	8
39	сих пор	1	8
40	то что	15	8
41	во всех	1	7
42	точка зрения	1	7
43	но в	3	7
44	все эти	5	7
45	и те	4	7
46	то же	16	7
47	в каждом	2	7
48	а не	7	7
49	в связи	3	7
50	так же	11	7
51	отнюдь не	3	6
52	так сказать	1	6
53	мы не	1	6
54	и того	5	6
55	ничего не	1	6
56	и здесь	2	6
57	настоящее время	2	6
58	в его	11	6
59	в том	42	6
60	является не	4	6
61	с помощью	31	6
62	в основном	1	6
63	в смысле	4	6
64	в настоящее	2	6
65	другой стороны	9	6
66	того же	9	6
67	языку как	1	5
68	отличие от	2	5
69	конечно не	1	5
70	входит в	2	5
71	может стать	2	5
72	одного и	6	5
73	в отличие	2	5
74	не в	4	5
75	объективной точки	1	5
76	того чтобы	7	5
77	ничего общего	3	5
78	те же	6	5
79	совершается в	2	5
80	опираться на	1	5
81	ясно что	2	5
82	одни и	3	5
83	в начале	2	5
84	в конце	1	5
85	с другой	12	5
86	именно в	3	5
87	мы знаем	1	5
88	и потому	1	5
89	знака в	1	5
90	к этому	4	5
91	во всяком	4	5
92	переход от	2	4
93	что слово	2	4
94	оно может	3	4
95	вопрос о	1	4
96	и на	6	4
97	как в	5	4
98	и тот	7	4
99	к одному	6	4
100	здесь мы	2	4
101	было бы	8	4
102	не столько	1	4
103	мысли и	2	4
104	не менее	3	4
105	по себе	1	4
106	в отношении	10	4
107	самого начала	1	4
108	не является	5	4
109	сознания говорящего	1	4
110	в ней	2	4
111	с самого	1	4
112	в языке	2	4
113	язык есть	1	4
114	еще не	2	4
115	только на	2	4
116	от того	3	4
117	для того	5	4
118	этой проблемы	1	4
119	далеко не	2	4
120	и между	6	4
121	с этим	5	4
122	в данном	2	4
123	в условиях	3	4
124	тот же	9	4
125	а в	2	4
126	отношении к	1	4
127	между ними	4	4
128	сказать что	6	4
129	что в	19	4
130	формы и	3	3
131	на самом	1	3
132	он может	1	3
133	и есть	1	3
134	между двумя	2	3
135	не имеют	3	3
136	высшей степени	2	3
137	действительности и	1	3
138	а как	1	3
139	имеет свою	1	3
140	в сущности	4	3
141	по отношению	1	3
142	один и	7	3
143	в истории	10	3
144	общего с	1	3
145	целый ряд	5	3
146	и как	9	3
147	и к	5	3
148	в которой	3	3
149	этот процесс	6	3
150	но все	1	3
151	различие между	3	3
152	его в	6	3
153	он не	1	3
154	он является	1	3
155	в высшей	2	3
156	том что	35	3
157	в своей	7	3
158	и ее	1	3
159	мы говорили	3	3
160	место в	2	3
161	является в	3	3
162	войти в	1	3
163	в то	1	3
164	к этим	2	3
165	не имеет	2	3
166	на язык	1	3
167	этом отношении	7	3
168	в области	4	3
169	не могут	3	3
170	же самое	7	3
171	не есть	2	3
172	и это	2	3
173	не существует	1	3
174	в дальнейшем	1	3
175	и ту	1	3
176	понятно что	2	3
177	из основных	4	3
178	одного из	1	3
179	можно сказать	1	3
180	с другими	1	3
181	здесь в	1	3
182	и следовательно	1	3
183	конце концов	1	3
184	того что	10	3
185	одной из	3	3
