N	3gram	Bakhtin_Pr_1	formyVre
1	то же время	9	9
2	как мы уже	1	8
3	и т п	3	8
4	в то же	9	6
5	и в то	2	5
6	для того чтобы	1	5
7	вполне понятно что	1	4
8	к себе самому	1	4
9	и в других	1	4
10	по отношению к	8	3
11	до сих пор	2	3
12	в этом отношении	3	3
13	с самим собою	1	3
14	может быть только	1	3
15	прежде всего необходимо	1	3
16	мы уже говорили	1	3
17	не может быть	4	3
18	в то время	1	3
19	и в сущности	2	2
20	но все же	2	2
21	прямо сказать что	1	2
22	друг за другом	1	2
23	громадную роль в	1	2
24	дело в том	1	2
25	и до конца	2	2
26	же как и	1	2
27	как раз и	3	2
28	как если бы	1	2
29	с точки зрения	13	2
30	в пределах отдельных	2	2
31	в нем в	1	2
32	и у него	1	2
33	и в частности	1	2
34	же что и	1	2
35	то время как	1	2
36	так же как	1	2
37	не только в	2	2
38	может быть и	1	2
39	по сравнению с	1	2
40	друг к другу	1	2
41	можно прямо сказать	1	2
42	в его целом	6	2
43	все то что	3	2
44	в его мире	2	2
45	с самого начала	1	2
46	но все эти	1	2
47	в том что	6	2
48	у них нет	1	1
49	в другом месте	1	1
50	все это он	1	1
51	все в нем	1	1
52	теперь мы должны	1	1
53	а следовательно и	1	1
54	зрения на мир	4	1
55	месте и в	1	1
56	каков бы он	1	1
57	точки зрения которого	1	1
58	может быть образ	1	1
59	а вовсе не	1	1
60	и во всяком	1	1
61	в других сферах	1	1
62	этих идей сохраняется	1	1
63	имеем в виду	1	1
64	в самом деле	2	1
65	и на своей	1	1
66	а не о	1	1
67	и внутренне не	1	1
68	здесь конечно не	2	1
69	они не могут	1	1
70	остается вне его	1	1
71	в зависимости от	5	1
72	сами по себе	3	1
73	в той же	2	1
74	не входит в	3	1
75	в таком мире	1	1
76	с другими чертами	2	1
77	точка зрения на	2	1
78	в себе и	1	1
79	себе самому и	1	1
80	но он не	1	1
81	что в нем	1	1
82	видения и изображения	6	1
83	нашу точку зрения	2	1
84	поэтому вовсе не	1	1
85	европейского романа в	1	1
86	он ни был	2	1
87	в нем как	1	1
88	т п все	2	1
89	потому они и	1	1
90	в момент его	1	1
91	до известной степени	1	1
92	как такая она	1	1
93	как мы сказали	1	1
94	в данном случае	2	1
95	самого героя и	3	1
96	между ними не	1	1
97	в каждом явлении	1	1
98	но в то	5	1
99	в противоречии с	1	1
100	таким образом и	1	1
101	если бы эти	1	1
102	так и в	1	1
103	и в этом	5	1
104	и вне его	1	1
105	не могут быть	1	1
106	же время оно	1	1
107	оно ориентировано на	1	1
108	в самой жизни	1	1
109	его жизненного пути	1	1
110	проблемы особой постановки	1	1
111	и в трагедии	1	1
112	во всяком случае	3	1
113	то перед нами	2	1
114	себе не имеет	1	1
115	и еще не	1	1
116	нами был бы	1	1
117	который был бы	1	1
118	в основе этого	1	1
119	этого мира в	2	1
120	во всяком романе	1	1
121	произведения и следовательно	1	1
122	те же что	1	1
123	себе и на	1	1
124	таким образом все	2	1
125	на себе и	1	1
126	в свою очередь	1	1
127	другими чертами его	1	1
128	та или иная	1	1
129	в этом случае	1	1
130	о том что	1	1
131	но и на	1	1
132	становления и роста	1	1
133	перед нами был	1	1
134	мы имеем в	1	1
135	ибо не могут	1	1
136	бы он ни	2	1
137	к смертной казни	1	1
138	может быть лишь	1	1
139	по преимуществу в	1	1
140	лишь там где	2	1
141	определяющая все его	1	1
142	и изображения в	1	1
143	сама по себе	1	1
144	отношению к этому	1	1
145	и самое слово	1	1
146	друг с другом	1	1
147	героя и его	3	1
148	менее всего это	1	1
149	в высшей степени	1	1
