N	2gram	Losev_Prob_1	Analitik
1	в качестве	2	31
2	может быть	14	29
3	в том	9	27
4	не может	8	22
5	и не	31	21
6	и в	32	18
7	но и	9	17
8	а не	15	17
9	отнюдь не	10	15
10	не только	17	15
11	не в	4	14
12	в этом	19	13
13	как и	3	13
14	в его	6	13
15	при этом	6	12
16	том что	12	12
17	в себе	15	11
18	то есть	33	11
19	но не	9	10
20	то же	10	9
21	в то	6	9
22	а в	4	9
23	есть не	6	8
24	текста и	5	8
25	но в	14	8
26	не есть	29	8
27	том чтобы	1	7
28	тем самым	4	7
29	к тому	3	7
30	особого рода	2	7
31	я и	2	6
32	мы имеем	2	6
33	в сущности	2	6
34	в самом	6	6
35	в случае	3	6
36	это не	6	6
37	далеко не	5	6
38	точки зрения	3	6
39	в своей	8	6
40	в основе	1	6
41	по своей	1	6
42	той или	5	6
43	должен быть	1	6
44	только в	7	6
45	себя в	1	6
46	то что	42	6
47	или иной	5	6
48	прежде всего	10	6
49	художественного произведения	1	5
50	в их	4	5
51	что иное	2	5
52	и на	8	5
53	иное как	2	5
54	и как	6	5
55	в этой	10	5
56	лишь в	1	5
57	и его	3	5
58	имеет место	1	5
59	о том	11	5
60	сводится к	1	5
61	и того	2	5
62	между тем	2	5
63	такого рода	7	5
64	как бы	14	5
65	художественное произведение	1	5
66	что в	12	5
67	того же	3	4
68	не что	2	4
69	все же	1	4
70	тому же	1	4
71	с другими	2	4
72	с точки	3	4
73	и другого	1	4
74	по себе	15	4
75	имеем дело	1	4
76	в области	2	4
77	ни в	7	4
78	могут быть	2	4
79	так и	12	4
80	не с	1	4
81	с ним	3	4
82	в другом	1	4
83	с другой	3	4
84	того что	7	4
85	субъекта и	1	4
86	уже не	3	4
87	для того	8	4
88	именно в	4	4
89	данного художественного	2	4
90	вместе с	2	4
91	человека к	1	4
92	из которых	1	4
93	в литературе	4	4
94	собственно говоря	2	4
95	не более	1	4
96	ни было	1	4
97	и т	11	3
98	одним из	1	3
99	таком случае	6	3
100	для науки	1	3
101	и есть	6	3
102	говоря и	1	3
103	место в	1	3
104	это всегда	1	3
105	бы то	1	3
106	если в	1	3
107	в художественном	1	3
108	однако не	3	3
109	вступает в	1	3
110	и к	1	3
111	как он	4	3
112	в нем	13	3
113	он не	3	3
114	в силу	1	3
115	подобно тому	2	3
116	таким образом	6	3
117	то ни	1	3
118	не будет	2	3
119	того или	2	3
120	при встрече	1	3
121	даже в	1	3
122	смысл и	3	3
123	в котором	5	3
124	разного рода	6	3
125	однако в	2	3
126	дело не	1	3
127	того чтобы	9	3
128	т п	1	3
129	того и	1	3
130	о нем	3	3
131	в таком	9	3
132	как будто	3	3
133	не могут	2	3
134	если бы	4	3
135	а также	4	3
136	к нему	3	3
137	с его	2	3
138	еще не	9	3
139	вопроса о	2	3
140	не случайно	1	3
141	а именно	12	3
142	что не	3	3
143	человек в	1	3
144	тому как	2	3
145	что мы	13	3
146	встрече с	1	3
147	которая в	1	3
148	и все	7	3
149	хотя бы	3	3
150	будто бы	1	3
151	что он	7	3
152	или иного	2	3
153	отношения к	1	2
154	самом деле	6	2
155	на самом	6	2
156	он может	1	2
157	в первом	2	2
158	едва ли	2	2
159	также и	11	2
160	той же	1	2
161	на себя	2	2
162	х годов	1	2
163	и то	6	2
164	и самого	1	2
165	события в	1	2
166	и эстетики	3	2
167	данном случае	8	2
168	то он	2	2
169	не просто	23	2
170	нет и	2	2
171	за пределы	6	2
172	в акте	1	2
173	не являются	5	2
174	его к	1	2
175	в противоположность	1	2
176	то в	5	2
177	в которой	2	2
178	все эти	8	2
179	внутреннего смысла	1	2
180	бы не	1	2
181	из этих	2	2
182	есть вещь	1	2
183	думать что	1	2
184	и до	2	2
185	на его	2	2
186	не к	1	2
187	свидетельствует о	3	2
188	на этом	1	2
189	или иных	2	2
190	и с	2	2
191	из них	3	2
192	однако здесь	3	2
193	вовсе не	35	2
194	так как	11	2
195	несмотря на	3	2
196	для чего	2	2
197	одного и	2	2
198	для него	2	2
199	логического анализа	2	2
200	вопрос о	1	2
201	данный текст	1	2
202	только для	3	2
203	которые в	2	2
204	самое время	4	2
205	том и	1	2
206	для этого	3	2
207	смысла как	1	2
208	тогда когда	1	2
209	в процессе	1	2
210	только не	3	2
211	никогда не	7	2
212	и является	7	2
213	потому что	16	2
214	в сознании	5	2
215	и заключается	2	2
216	же самое	9	2
217	анализа в	1	2
218	для себя	3	2
219	как мы	7	2
220	и о	8	2
221	здесь не	7	2
222	говорит и	3	2
223	мысль о	1	2
224	в пределах	1	2
225	в искусстве	3	2
226	и сам	1	2
227	особенно в	2	2
228	одного из	1	2
229	не говоря	4	2
230	на примере	1	2
231	должно быть	2	2
232	основе своей	1	2
233	и та	1	2
234	все прочие	2	2
235	с целью	4	2
236	и просто	1	2
237	можно сказать	5	2
238	чем и	1	2
239	не сводится	1	2
240	может иметь	2	2
241	один из	4	2
242	который в	1	2
243	есть чисто	1	2
244	или не	3	2
245	сколько бы	2	2
246	в начале	1	2
247	при помощи	13	2
248	его и	1	2
249	не сам	1	2
250	сами по	3	2
251	при всей	1	2
252	не о	2	2
253	случае не	3	2
254	каждый из	1	2
255	этом отношении	1	2
256	образом не	1	2
257	со стороны	1	2
258	было бы	8	2
259	но о	2	2
260	только через	1	2
261	научный анализ	1	2
262	что из	1	2
263	и п	1	2
264	мира в	1	2
265	и потому	2	2
266	с анализом	1	2
267	в данном	9	2
268	она есть	5	2
269	что же	9	2
270	текст и	2	2
271	и тогда	1	2
272	в некий	1	2
273	произведение в	1	2
274	тех или	3	2
275	не является	5	2
276	основанная на	1	2
277	тем более	5	2
278	я есть	1	2
279	нет ничего	10	2
280	понимать как	2	2
281	другой стороны	3	2
282	была бы	1	2
283	себя как	1	1
284	художественном произведении	1	1
285	же нам	1	1
286	вещь но	1	1
287	то на	2	1
288	например в	2	1
289	знать в	1	1
