N	3gram	Losev_Prob_3	Psycholo
1	в самом деле	1	18
2	на то что	1	12
3	в том что	9	11
4	с точки зрения	2	9
5	то же самое	7	8
6	для того чтобы	1	8
7	заключается в том	3	6
8	до сих пор	2	5
9	с одной стороны	1	5
10	с другой стороны	5	5
11	и т д	13	4
12	до такой степени	1	3
13	и в этом	6	3
14	и то и	1	3
15	не имеет никакого	3	3
16	мы могли бы	3	3
17	и то что	7	3
18	уже это одно	1	3
19	указывает на то	1	3
20	о том что	3	3
21	речь идет о	1	3
22	то и другое	1	3
23	о том как	2	2
24	в прямом смысле	1	2
25	заключается не в	1	2
26	а вовсе не	2	2
27	на самом деле	2	2
28	в басне и	1	2
29	только в том	1	2
30	только то что	2	2
31	одно и то	3	2
32	то время как	4	2
33	в данном случае	7	2
34	может быть не	1	2
35	смысле этого слова	1	2
36	когда мы читаем	1	2
37	и как бы	2	2
38	и то же	4	2
39	во всяком случае	6	2
40	потому что они	2	2
41	вовсе не в	2	2
42	мы не можем	1	2
43	в то время	4	2
44	к тому что	1	2
45	в том смысле	3	2
46	она не имеет	1	2
47	при помощи которого	1	2
48	как мы видели	2	2
49	осел и соловей	1	1
50	в том виде	2	1
51	таким образом если	1	1
52	потому что он	4	1
53	таким образом что	1	1
54	что в этом	1	1
55	но как мы	1	1
56	не так как	1	1
57	хотя и дает	1	1
58	басню в целом	1	1
59	ясно что смысл	1	1
60	к одной и	1	1
61	это было бы	1	1
62	более или менее	1	1
63	и может быть	1	1
64	в виду нечто	1	1
65	потому что только	1	1
66	и если мы	2	1
67	в том и	1	1
68	никак не может	2	1
69	что для него	1	1
70	том и заключается	1	1
71	того или иного	3	1
72	басня может быть	1	1
73	то что является	2	1
74	не имеют никакого	2	1
75	имеет для нас	1	1
76	в ней как	1	1
77	что он не	1	1
78	в отличие от	2	1
79	не было бы	3	1
80	что не только	1	1
81	и заключается что	1	1
82	с тем что	1	1
83	дело вовсе не	2	1
84	обратить внимание на	1	1
85	несмотря на свою	1	1
86	можно было бы	3	1
87	это вовсе не	4	1
88	но если мы	1	1
89	может быть и	3	1
90	с этой точки	1	1
91	то есть на	1	1
92	никакого отношения к	3	1
93	и в своем	1	1
94	мы читаем о	1	1
95	так как она	1	1
96	том что всякое	1	1
97	если мы припомним	1	1
98	мы все же	1	1
99	указывает нам на	1	1
100	тот факт что	1	1
101	в своей основе	1	1
102	который может быть	1	1
103	в той же	1	1
104	не в самом	1	1
105	так как они	1	1
106	и потому его	1	1
107	в евгении онегине	1	1
108	на второй план	1	1
109	дело не в	2	1
110	то есть такого	1	1
111	мы говорили выше	1	1
112	мы уже видели	1	1
113	в отвлеченном виде	1	1
114	еще и другие	1	1
115	на тему что	1	1
116	потому что здесь	1	1
117	это не есть	1	1
118	но если бы	1	1
119	вовсе не за	1	1
120	бросается в глаза	1	1
121	этой точки зрения	2	1
122	построена так что	1	1
123	в тех случаях	1	1
124	и все же	1	1
125	здесь не только	1	1
126	по сравнению с	2	1
127	имел в виду	1	1
128	том смысле что	3	1
129	в том чтобы	1	1
130	для нас и	1	1
131	басне потому что	1	1
132	и ни о	1	1
133	если бы мы	1	1
134	прав в том	2	1
135	же самое относится	1	1
136	не только не	1	1
137	но в его	1	1
138	можно сказать что	2	1
139	имеют никакого отношения	2	1
140	что здесь мы	1	1
141	мы можем легко	1	1
142	иметь ничего общего	1	1
143	на действительность и	1	1
144	таким образом и	1	1
145	в басне может	1	1
146	бы мы захотели	1	1
147	жизнь в ее	3	1
148	не только то	1	1
149	вовсе не является	2	1
150	когда говорил о	1	1
151	не может быть	5	1
152	только для того	1	1
153	к тому же	1	1
154	басне может быть	1	1
155	и здесь не	1	1
156	однако вовсе не	1	1
